statename,stateabb,year,imports,exports
United States of America,USA,2010,1968115.2,1277486.2
Canada,CAN,2010,431331.3065,387481.1189
Bahamas,BHM,2010,13596.75942,2538.944932
Cuba,CUB,2010,9774.711308,2584.656695
Haiti,HAI,2010,4331.179644,642.0166233
Dominican Republic,DOM,2010,17038.05474,6753.6886
Jamaica,JAM,2010,5223.445262,1338.229061
Trinidad and Tobago,TRI,2010,6216.630933,14403.65925
Barbados,BAR,2010,2026.458079,462.9946184
Dominica,DMA,2010,596.6348956,155.9064189
Grenada,GRN,2010,432.2337857,96.79853429
St. Lucia,SLU,2010,4015.839678,112.7590268
St. Vincent and the Grenadines,SVG,2010,657.8287857,138.6269823
Antigua & Barbuda,AAB,2010,,98.10426414
St. Kitts and Nevis,SKN,2010,465.5741477,103.3441221
Mexico,MEX,2010,331629.9992,298473.1453
Belize,BLZ,2010,891.0508412,373.5495636
Guatemala,GUA,2010,13699.4981,8426.6697
Honduras,HON,2010,7127.667899,2818.820754
El Salvador,SAL,2010,8546.811748,4457.188267
Nicaragua,NIC,2010,4185.155442,1851.090149
Costa Rica,COS,2010,13569.70057,9448.095967
Panama,PAN,2010,8964.00285,710.796989
Colombia,COL,2010,40682.59781,39552.27636
Venezuela,VEN,2010,32576.05516,65786
Guyana,GUY,2010,1557.451498,1112.668465
Suriname,SUR,2010,509.1901419,737.8088457
Ecuador,ECU,2010,20127.88528,17408.65266
Peru,PER,2010,33139.04645,34909.43831
Brazil,BRA,2010,199753.8817,201915.28
Bolivia,BOL,2010,5393.185092,6951.577478
Paraguay,PAR,2010,10332.49944,6504.841142
Chile,CHL,2010,59207.44444,71108.52888
Argentina,ARG,2010,56185.9632,67428.60632
Uruguay,URU,2010,10759.21757,8336.136704
United Kingdom,UKG,2010,568334.3017,383821.7776
Ireland,IRE,2010,60047.3054,112169.544
Netherlands,NTH,2010,508949.4273,568710.1057
Belgium,BEL,2010,388519.1124,398410.0638
Luxembourg,LUX,2010,25046.8449,18774.7999
France,FRN,2010,599304.0599,512743.6459
Switzerland,SWZ,2010,176304.5674,195512.4857
Spain,SPN,2010,323672.2387,250003.7545
Portugal,POR,2010,77450.2844,49102.0324
Germany,GMY,2010,1042433.724,1195981.256
Poland,POL,2010,170671.7421,154766.1898
Austria,AUS,2010,157436.81,148635.105
Hungary,HUN,2010,87573.7265,93917.4061
Czech Republic,CZR,2010,125905.5568,132292.997
Slovakia,SLO,2010,63471.96,61408.923
Italy,ITA,2010,457826.3614,440409.793
Malta,MLT,2010,4981.0186,2612.9737
Albania,ALB,2010,4546.829982,1554.292989
Montenegro,MNG,2010,2084.724544,436.7953865
Macedonia,MAC,2010,5450.668393,3301.82912
Croatia,CRO,2010,19987.131,11521.005
Bosnia and Herzegovina,BOS,2010,6970.89697,3348.327857
Slovenia,SLV,2010,30060.7448,29126.6593
Greece,GRC,2010,66598.3546,27450.8828
Cyprus,CYP,2010,8560.7551,1315.7286
Bulgaria,BUL,2010,25204.3607,20060.9636
Moldova,MLD,2010,3855.2886,1541.4866
Romania,ROM,2010,61652.6236,48503.0363
Russia,RUS,2010,217420.9222,373651.3562
Estonia,EST,2010,11629.335,10660.6798
Latvia,LAT,2010,11640.6495,9418.5333
Lithuania,LIT,2010,23166.0077,20242.5577
Ukraine,UKR,2010,60739.97868,51432.5565
Belarus,BLR,2010,34884.4504,25283.4623
Armenia,ARM,2010,3748.947507,1041.046773
Georgia,GRG,2010,5257.100926,1677.472057
Azerbaijan,AZE,2010,6600.401136,21360.207
Finland,FIN,2010,68217.381,68074.9329
Sweden,SWD,2010,147017.9656,150214.3916
Norway,NOR,2010,77325.53479,130669.1622
Denmark,DEN,2010,80993.0207,93787.3777
Iceland,ICE,2010,3931.389105,4600.71482
Sao Tome and Principe,STP,2010,118.0577331,11.88046696
Guinea-Bissau,GNB,2010,266.851627,183.5079009
Equatorial Guinea,EQG,2010,2491.145964,8392.916655
Gambia,GAM,2010,832.9404079,62.82715584
Mali,MLI,2010,3411.994059,295.9617529
Senegal,SEN,2010,4371.973289,1949.076882
Benin,BEN,2010,7131.785342,704.8717292
Mauritania,MAA,2010,2524.224974,2162.675577
Niger,NIR,2010,1581.803199,214.5064665
Ivory Coast,CDI,2010,7872.075861,10272.44678
Guinea,GUI,2010,4023.346114,2210.132627
Burkina Faso,BFO,2010,1805.117552,615.8014475
Liberia,LBR,2010,17591.00914,670.3639777
Sierra Leone,SIE,2010,894.4628647,291.9927011
Ghana,GHA,2010,12762.44013,4504.718829
Togo,TOG,2010,1357.995777,652.2410117
Cameroon,CAO,2010,4405.151496,4567.223183
Nigeria,NIG,2010,47489.93239,77636.68587
Gabon,GAB,2010,2732.88181,6937.198837
Central African Republic,CEN,2010,592.6352091,126.4393844
Chad,CHA,2010,1194.288927,2656.860706
Congo,CON,2010,3233.702291,9972.802441
Democratic Republic of the Congo,DRC,2010,4268.016674,4766.178369
Uganda,UGA,2010,3468.205363,1398.916927
Kenya,KEN,2010,11479.01941,4961.688577
Tanzania,TAZ,2010,7981.625164,2520.63668
Burundi,BUI,2010,508.8540712,101.2363752
Rwanda,RWA,2010,950.6145882,265.0244736
Somalia,SOM,2010,1363.450285,527.3387193
Djibouti,DJI,2010,2762.279022,465.0505164
Ethiopia,ETH,2010,8631.070465,1716.563504
Angola,ANG,2010,15178.0902,48294.43227
Mozambique,MZM,2010,3564.230903,2243.068893
Zambia,ZAM,2010,5319.371742,7163.975289
Zimbabwe,ZIM,2010,4130.089967,1720.214365
Malawi,MAW,2010,1311.253537,952.4030491
South Africa,SAF,2010,90932.34475,91347.03919
Namibia,NAM,2010,,3289.397382
Lesotho,LES,2010,,829.6476999
Botswana,BOT,2010,,2078.037208
Swaziland,SWA,2010,,1963.907562
Madagascar,MAG,2010,2810.258114,1104.63753
Comoros,COM,2010,211.0346603,31.2365756
Mauritius,MAS,2010,4385.657697,2014.96406
Seychelles,SEY,2010,1005.218314,355.7249413
Morocco,MOR,2010,35139.27518,16604.6636
Algeria,ALG,2010,40488.91342,57063.79667
Tunisia,TUN,2010,21888.33219,15849.24656
Libya,LIB,2010,22353.65959,41827.81766
Sudan,SUD,2010,10001.70937,11404.27951
Iran,IRN,2010,66395.066,98693.00107
Turkey,TUR,2010,185544.3314,113883.2075
Iraq,IRQ,2010,29492.24702,46674.98738
Egypt,EGY,2010,52814.68087,27255.64348
Syria,SYR,2010,26600.64992,16003.45713
Lebanon,LEB,2010,17963.82898,3859.180404
Jordan,JOR,2010,15563.5431,5939.366056
Israel,ISR,2010,59198.9,58415.2
Saudi Arabia,SAU,2010,105394.9716,230461.2797
Yemen,YEM,2010,10771.43652,7803.293594
Kuwait,KUW,2010,23194.82245,61788.88593
Bahrain,BAH,2010,11607.2372,29486.23589
Qatar,QAT,2010,23239.84295,74964.45608
United Arab Emirates,UAE,2010,178297.9541,175984.3402
Oman,OMA,2010,19773.87933,36595.53747
Afghanistan,AFG,2010,8651.437327,500.5201552
Turkmenistan,TKM,2010,5696.534838,3315.707054
Tajikistan,TAJ,2010,2656.9073,1194.7033
Kyrgyzstan,KYR,2010,7230.356886,1043.056364
Uzbekistan,UZB,2010,9243.502278,5577.290879
Kazakhstan,KZK,2010,23660.48088,56972.78609
China,CHN,2010,1832968.5,1969662.875
Mongolia,MON,2010,3822.140592,2803.007586
Taiwan,TAW,2010,,337143.383
North Korea,PRK,2010,4275.999399,2142.752453
South Korea,ROK,2010,425211.0649,466376.6448
