country,id,year,imports,exports
United States of America,USA,1998,944693.1,680522.2
Canada,CAN,1998,219179.9916,211355.023
Bahamas,BHS,1998,2795.242948,542.3939479
Cuba,CUB,1998,2977.23763,1484.070604
Haiti,HTI,1998,1045.386105,296.2348956
Dominican Republic,DOM,1998,8352.781655,4980.499844
Jamaica,JAM,1998,2991.781835,1316.304585
Trinidad and Tobago,TTO,1998,3009.173856,2263.828292
Barbados,BRB,1998,1021.882253,253.1365855
Dominica,DMA,1998,132.2192593,61.10074074
Grenada,GRD,1998,203.2874815,41.9897037
St. Lucia,LCA,1998,335.202963,62.1662963
St. Vincent and the Grenadines,VCT,1998,192.154877,49.64645259
Antigua & Barbuda,ATG,1998,,35.6758313
St. Kitts and Nevis,KNA,1998,176.8721861,50.61100995
Mexico,MEX,1998,137709.1606,117493.758
Belize,BLZ,1998,324.556,165.724
Guatemala,GTM,1998,5564.732454,3851.956349
Honduras,HND,1998,2499.839,1532.9
El Salvador,SLV,1998,3091.383233,1257.070382
Nicaragua,NIC,1998,1491.7,573.2
Costa Rica,CRI,1998,6238.733436,5525.571
Panama,PAN,1998,3398.342481,705.457819
Colombia,COL,1998,14678.28225,10873.34416
Venezuela,VEN,1998,16147.71142,20191.4261
Guyana,GUY,1998,635.3519124,632.1689456
Suriname,SUR,1998,551.63,436.04
Ecuador,ECU,1998,5575.998799,4203.221386
Peru,PER,1998,8758.662,5699.984
Brazil,BRA,1998,63313.9122,51156.522
Bolivia,BOL,1998,2461.5982,1324.876
Paraguay,PRY,1998,4244.006549,1263.966908
Chile,CHL,1998,19871.74,16443.35
Argentina,ARG,1998,31999.2628,26281.77181
Uruguay,URY,1998,3810.501,2770.041
United Kingdom,GBR,1998,309791.518,268181.0255
Ireland,IRL,1998,43935.21183,64507.66769
Netherlands,NLD,1998,158797.6272,169112.4177
Belgium,BEL,1998,163275.6699,178468.8578
Luxembourg,LUX,1998,9920.093231,7742.885988
France,FRA,1998,290107.3149,303916.9885
Monaco,MCO,1998,,
Liechtenstein,LIE,1998,,
Switzerland,CHE,1998,80268.49259,78848.98366
Spain,ESP,1998,130073.6475,107414.4828
Andorra,AND,1998,,
Portugal,PRT,1998,36911.45671,24179.56293
Germany,DEU,1998,463280.9892,540765.8344
Poland,POL,1998,47054.067,28243.902
Austria,AUT,1998,66976.31717,61425.72506
Hungary,HUN,1998,25726.973,23005.465
Czech Republic,CZE,1998,31777.35567,26419.90055
Slovakia,SVK,1998,14380.38743,10720.38732
Italy,ITA,1998,215960.7127,242677.8749
San Marino,SMR,1998,,
Malta,MLT,1998,3722.581084,1844.710986
Albania,ALB,1998,794.6468245,206.4881611
Montenegro,MNE,1998,,
Macedonia,MKD,1998,1914.886262,1310.695946
Croatia,HRV,1998,8326.854338,4556.532
Yugoslavia,YUG,1998,,
Bosnia and Herzegovina,BIH,1998,2548.237387,511.135084
Slovenia,SVN,1998,10067.707,9034.39237
Greece,GRC,1998,28742.90897,10737.34216
Cyprus,CYP,1998,3685.026546,1067.484188
Bulgaria,BGR,1998,5044.322,4150
Moldova,MDA,1998,1023.7086,632.1188
Romania,ROU,1998,11882.25,8314.57
Russia,RUS,1998,42938.782,71463.457
Estonia,EST,1998,4787.345,3244.119
Latvia,LVA,1998,3191.437328,1811.274106
Lithuania,LTU,1998,5793.7759,3710.7789
Ukraine,UKR,1998,14675.5,12637.1
Belarus,BLR,1998,8530.293,7069.725
Armenia,ARM,1998,902.3887,220.516
Georgia,GEO,1998,1230.666839,330.797649
Azerbaijan,AZE,1998,1076.4975,607.0509
Finland,FIN,1998,31298.79225,42104.98436
Sweden,SWE,1998,68238.37775,84725.97632
Norway,NOR,1998,35623.13259,39536.41391
Denmark,DNK,1998,45900.83229,47909.96499
Iceland,ISL,1998,2463.123951,1979.582391
Cape Verde,CPV,1998,,
Sao Tome and Principe,STP,1998,48.44699173,16.13235189
Guinea-Bissau,GNB,1998,93.50595678,76.39441802
Equatorial Guinea,GNQ,1998,275.2300457,410.597212
Gambia,GMB,1998,327.7690875,29.32444495
Mali,MLI,1998,1222.072054,294.3822754
Senegal,SEN,1998,1536.838615,823.8748148
Benin,BEN,1998,639.5209172,232.4015384
Mauritania,MRT,1998,586.3898731,500.1034009
Niger,NER,1998,362.6042148,206.1371882
Ivory Coast,CIV,1998,3279.391051,4692.09315
Guinea,GIN,1998,621.8801205,625.2508299
Burkina Faso,BFA,1998,778.1502504,241.8753073
Liberia,LBR,1998,5980.361335,912.2958015
Sierra Leone,SLE,1998,196.5636349,6.554
Ghana,GHA,1998,3421.849063,1756.058983
Togo,TGO,1998,429.5852118,252.6332989
Cameroon,CMR,1998,1494.667934,1671.029807
Nigeria,NGA,1998,7615.425456,11346.37263
Gabon,GAB,1998,1094.557187,2498.954623
Central African Republic,CAF,1998,161.5186773,231.2191194
Chad,TCD,1998,179.0198806,120.6901061
Congo,COG,1998,1119.317677,1566.939366
Democratic Republic of the Congo,COD,1998,866.5070169,1028.932234
Uganda,UGA,1998,855.9924992,410.668157
Kenya,KEN,1998,3301.775966,1916.640043
Tanzania,TZA,1998,1571.354373,588.4213655
Burundi,BDI,1998,156.9543604,63.95039074
Rwanda,RWA,1998,277.5443507,108.232693
Somalia,SOM,1998,257.1981619,126.7695429
Djibouti,DJI,1998,565.211794,125.1889857
Ethiopia,ETH,1998,1459.683362,604.7160529
Eritrea,ERI,1998,,
Angola,AGO,1998,2230.347574,3477.237988
Mozambique,MOZ,1998,817.4,244.7
Zambia,ZMB,1998,1087.471457,1020.926855
Zimbabwe,ZWE,1998,2621.163132,1730.986327
Malawi,MWI,1998,556.1788246,477.1081946
South Africa,ZAF,1998,29089.77762,26636.51138
Namibia,NAM,1998,,513.7162597
Lesotho,LSO,1998,,140.5878545
Botswana,BWA,1998,,328.4253905
Swaziland,SWZ,1998,,217.9495707
Madagascar,MDG,1998,505.1907274,234.0925842
Comoros,COM,1998,47.79653672,4.032013501
Mauritius,MUS,1998,2184.444603,1704.132893
Seychelles,SYC,1998,383.0343187,90.3235819
Morocco,MAR,1998,8427.165317,4634.222505
Algeria,DZA,1998,9403.615533,10025.29862
Tunisia,TUN,1998,8402.384871,5742.181732
Libya,LBY,1998,5599.690201,6032.392213
Sudan,SDN,1998,1604.828304,541.6343439
Iran,IRN,1998,14323,13118
Turkey,TUR,1998,45932.659,27184.321
Iraq,IRQ,1998,1852.82553,5096.744908
Egypt,EGY,1998,16478.70107,3195.264066
Syria,SYR,1998,3895.322049,2890.201247
Lebanon,LBN,1998,7059.834,718.852
Jordan,JOR,1998,3808.828632,1237.194781
Israel,ISR,1998,27446.8,23412.9
Saudi Arabia,SAU,1998,30012.55567,38736.58585
Yemen,YEM,1998,2167.400505,1497.481596
Kuwait,KWT,1998,8617.236551,10234.67428
Bahrain,BHR,1998,3469.658415,6449.657009
Qatar,QAT,1998,3408.571429,4869.546937
United Arab Emirates,ARE,1998,24728,25811.62051
Oman,OMN,1998,5681.516765,5375.32591
Afghanistan,AFG,1998,462.4925913,151.1811893
Turkmenistan,TKM,1998,1007.3,593.5
Tajikistan,TJK,1998,710.9918,596.5659
Kyrgyzstan,KGZ,1998,841.1,508.843
Uzbekistan,UZB,1998,2930.934228,2310.317608
Kazakhstan,KAZ,1998,4373.588201,5510.7538
China,CHN,1998,140385.334,183748.829
Mongolia,MNG,1998,503.28,345.14
Taiwan,TWN,1998,,128017.7519
North Korea,PRK,1998,1170.605749,880.6876451
South Korea,KOR,1998,93371.46294,132837.3626
Japan,JPN,1998,280867.438,388040.3469
India,IND,1998,42162.075,33665.15
Bhutan,BTN,1998,,
Pakistan,PAK,1998,9308.164656,8439.311286
Bangladesh,BGD,1998,7370.225604,3821.914233
Myanmar,MMR,1998,2358.465103,1138.602612
Sri Lanka,LKA,1998,6263.36407,4819.86954
Maldives,MDV,1998,353.9717077,74.62591334
Nepal,NPL,1998,1433.5,443.6
Thailand,THA,1998,43702.65143,55391.51939
Cambodia,KHM,1998,1128.86,933.5
Laos,LAO,1998,644.5708458,370.7992795
Vietnam,VNM,1998,11309.806,9306.984
Malaysia,MYS,1998,58337.69067,73470.85871
Singapore,SGP,1998,101612.1593,109914.5685
Brunei,BRN,1998,2333.966718,1979.926919
Philippines,PHL,1998,29531.23772,29504.7349
Indonesia,IDN,1998,27349.59332,48855.36982
Australia,AUS,1998,66851.56341,56006.13164
Papua New Guinea,PNG,1998,1344.570391,2359.245868
New Zealand,NZL,1998,12571.33425,11489.17023
Vanuatu,VUT,1998,141.6113067,79.6300455
Solomon Islands,SLB,1998,153.2903692,195.9957457
Kiribati,KIR,1998,,11.30503954
Tuvalu,TUV,1998,,0.478887565
Fiji,FJI,1998,800.9913552,635.4881601
Tonga,TON,1998,68.78764457,7.512789217
Nauru,NRU,1998,,25.2977783
Marshall Islands,MHL,1998,,
Palau,PLW,1998,,
Federated States of Micronesia,FSM,1998,,
Samoa,WSM,1998,146.4611709,73.97294018
