statename,stateabb,year,imports,exports
United States of America,USA,2001,1180171.1,731026
Canada,CAN,2001,243644.8379,261300.1822
Bahamas,BHM,2001,3415.86216,908.4663549
Cuba,CUB,2001,3551.306933,1579.927838
Haiti,HAI,2001,748.5491748,276.7324722
Dominican Republic,DOM,2001,9657.208769,5276.281595
Jamaica,JAM,2001,3402.443337,1227.726495
Trinidad and Tobago,TRI,2001,3561.463568,4284.94012
Barbados,BAR,2001,1068.630346,259.340556
Dominica,DMA,2001,130.8951852,43.52407407
Grenada,GRN,2001,204.3400782,81.05230868
St. Lucia,SLU,2001,526.4820379,83.98244682
St. Vincent and the Grenadines,SVG,2001,171.8312222,41.62128926
Antigua & Barbuda,AAB,2001,,338.6846889
St. Kitts and Nevis,SKN,2001,168.3385477,62.93404482
Mexico,MEX,2001,185236.0787,158779.7326
Belize,BLZ,2001,484.5043066,249.4838551
Guatemala,GUA,2001,5606.44122,2412.396908
Honduras,HON,2001,3069.33,1263.9463
El Salvador,SAL,2001,5026.763923,2863.774313
Nicaragua,NIC,2001,1775.317431,589.3667019
Costa Rica,COS,2001,6564.301935,5020.697712
Panama,PAN,2001,3339.352579,827.237671
Colombia,COL,2001,12820.62294,12307.0709
Venezuela,VEN,2001,21695.11828,26935.85857
Guyana,GUY,2001,700.1040856,573.6604361
Suriname,SUR,2001,209.5748813,171.1228302
Ecuador,ECU,2001,4936.017566,4680.30941
Peru,PER,2001,7919.28398,6943.983811
Brazil,BRA,2001,61437.48765,59002.91237
Bolivia,BOL,2001,1709.385108,1352.91084
Paraguay,PAR,2001,2187.290711,2356.518656
Chile,CHL,2001,17829.76,18554.59
Argentina,ARG,2001,20319.57919,26542.72634
Uruguay,URU,2001,3048.09368,2057.58011
United Kingdom,UKG,2001,322843.9915,268578.1001
Ireland,IRE,2001,50651.9972,82935.0053
Netherlands,NTH,2001,208690.8256,230896.3871
Belgium,BEL,2001,178452.82,188072.33
Luxembourg,LUX,2001,12163.8425,10321.247
France,FRN,2001,328592.766,322905.1047
Monaco,MNC,2001,,
Liechtenstein,LIE,2001,,
Switzerland,SWZ,2001,84076.74284,82062.93618
Spain,SPN,2001,142623.882,108956.2538
Andorra,AND,2001,,
Portugal,POR,2001,37925.3962,23892.0115
Germany,GMY,2001,492658.6249,570454.9786
Poland,POL,2001,50275.12653,36092.14977
Austria,AUS,2001,74647.7105,70743.2512
Hungary,HUN,2001,33473.554,30155.473
Czech Republic,CZR,2001,39324.24842,33270.93666
Slovakia,SLO,2001,16258.48603,12645.09285
Italy,ITA,2001,232742.474,240814.4816
San Marino,SNM,2001,,
Malta,MLT,2001,4761.238739,2241.360697
Albania,ALB,2001,1335.513879,307.3211721
Montenegro,MNG,2001,,
Macedonia,MAC,2001,1687.599787,1155.068184
Croatia,CRO,2001,9147.116308,4665.908208
Yugoslavia,YUG,2001,,
Bosnia and Herzegovina,BOS,2001,2849.328935,738.2588355
Slovenia,SLV,2001,10124.56158,9189.571202
Greece,GRC,2001,28161.5882,9710.6701
Cyprus,CYP,2001,4097.834253,975.0849773
Bulgaria,BUL,2001,7182.348,5062.133
Moldova,MLD,2001,892.2337,565.1857
Romania,ROM,2001,15552.8,11386.4
Russia,RUS,2001,36888.69761,82538.53659
Estonia,EST,2001,5230.75,4017.81
Latvia,LAT,2001,3507.095184,2040.019824
Lithuania,LIT,2001,6353.4434,4583.8293
Ukraine,UKR,2001,15777.12801,16263.546
Belarus,BLR,2001,8292.8934,7457.226
Armenia,ARM,2001,876.813554,341.632144
Georgia,GRG,2001,753.5654326,317.3465131
Azerbaijan,AZE,2001,1431.09986,2314.91282
Finland,FIN,2001,32653.3555,43258.4408
Sweden,SWD,2001,63541.52017,78181.56495
Norway,NOR,2001,31952.88369,57620.99375
Denmark,DEN,2001,44270.90994,51003.51026
Iceland,ICE,2001,2275.220694,2015.726525
Cape Verde,CAP,2001,,
Sao Tome and Principe,STP,2001,53.59514383,11.48525494
Guinea-Bissau,GNB,2001,103.0426405,78.05945307
Equatorial Guinea,EQG,2001,318.0010728,1558.877077
Gambia,GAM,2001,390.0771127,27.44376824
Mali,MLI,2001,1404.815324,144.726276
Senegal,SEN,2001,1727.112127,783.6078712
Benin,BEN,2001,622.2603415,591.3859623
Mauritania,MAA,2001,713.2588048,547.7224005
Niger,NIR,2001,325.0270253,162.3952748
Ivory Coast,CDI,2001,2798.368099,3890.992503
Guinea,GUI,2001,498.7684723,542.6933314
Burkina Faso,BFO,2001,551.6556035,165.3412458
Liberia,LBR,2001,4413.092857,965.8825212
