statename,stateabb,year,imports,exports
United States of America,USA,1993,603009.1,465943.4
Canada,CAN,1993,148405.7,140748.916
Bahamas,BHM,1993,3272.737438,869.7748587
Cuba,CUB,1993,1563.046422,1144.508556
Haiti,HAI,1993,437.8350185,46.76894577
Dominican Republic,DOM,1993,3067.110327,567.777
Jamaica,JAM,1993,2203.839714,1511.676105
Trinidad and Tobago,TRI,1993,1386.845845,1628.706637
Barbados,BAR,1993,574.032,135.35
Dominica,DMA,1993,97.08007253,48.77296644
Grenada,GRN,1993,126.5522513,23.30154428
St. Lucia,SLU,1993,300.1855185,119.6201481
St. Vincent and the Grenadines,SVG,1993,134.8480222,57.85614852
Antigua & Barbuda,AAB,1993,,30.77835074
St. Kitts and Nevis,SKN,1993,128.7510587,62.20095313
Mexico,MEX,1993,71903.9651,51761.602
Belize,BLZ,1993,282.606,131.276
Guatemala,GUA,1993,2600.2762,1342.3137
Honduras,HON,1993,1290.6,867.1672727
El Salvador,SAL,1993,1953.022377,736.832
Nicaragua,NIC,1993,753.4,269.7
Costa Rica,COS,1993,3146.371089,2743.745126
Panama,PAN,1993,2187.376238,507.658303
Colombia,COL,1993,9809.085,7453.519
Venezuela,VEN,1993,12398.606,14692.327
Guyana,GUY,1993,506.8342558,443.751996
Suriname,SUR,1993,1031.427806,1193.128779
Ecuador,ECU,1993,2552.728,3020.135
Peru,PER,1993,4409.3456,3464.606
Brazil,BRA,1993,30984.2577,38801.704
Bolivia,BOL,1993,1177.65159,803.851799
Paraguay,PAR,1993,1672.2453,768.329
Chile,CHL,1993,10967.795,9542.3243
Argentina,ARG,1993,16772.938,13112.255
Uruguay,URU,1993,2335.414601,1678.478576
United Kingdom,UKG,1993,205385.9049,180186.5193
Ireland,IRE,1993,21528.12917,29178.90711
Netherlands,NTH,1993,113275.2088,128230.2721
Belgium,BEL,1993,106378,113604.8984
Luxembourg,LUX,1993,106378,113604.8984
France,FRN,1993,202538.3406,215715.9797
Monaco,MNC,1993,,
Liechtenstein,LIE,1993,,
Switzerland,SWZ,1993,60701.90883,62744.61258
Spain,SPN,1993,81859.09078,62700.60408
Andorra,AND,1993,,
Portugal,POR,1993,24312.03829,15385.17239
Germany,GMY,1993,329783.6146,364259.3461
Poland,POL,1993,18834.931,14148.641
Austria,AUS,1993,48029.21993,39657.64737
