statename,stateabb,year,imports,exports
Hungary,HUN,1993,12386.9,8597.7
Czech Republic,CZR,1993,13805.34227,11773.55686
Slovakia,SLO,1993,6967.784476,5464.292327
Italy,ITA,1993,147597.1698,168276.8802
San Marino,SNM,1993,,
Malta,MLT,1993,2173.309358,1354.117717
Albania,ALB,1993,421.1301898,122.4651562
Macedonia,MAC,1993,1199.373,1055.361
Croatia,CRO,1993,4666.735,3903.918
Yugoslavia,YUG,1993,,
Bosnia and Herzegovina,BOS,1993,424.156584,85.23387515
Slovenia,SLV,1993,6866.039,6240.311727
Greece,GRC,1993,20200.348,9092.8738
Cyprus,CYP,1993,2536.239252,881.4757984
Bulgaria,BUL,1993,4484.826747,2319.329765
Moldova,MLD,1993,630.505,483.922
Romania,ROM,1993,6521.7,4892.1
Russia,RUS,1993,26751.9,44047.2
Estonia,EST,1993,896.0180926,804.8016209
Latvia,LAT,1993,1056.027657,1040.358705
Lithuania,LIT,1993,1386.556975,1158.690853
Ukraine,UKR,1993,4164.775687,4112.04985
Belarus,BLR,1993,2474.038,1940.355
Armenia,ARM,1993,258.5061,171.2616333
Georgia,GRG,1993,238.453,226.757
Azerbaijan,AZE,1993,635.4976638,993.1358597
Finland,FIN,1993,18057.851,23346.76715
Sweden,SWD,1993,39055.22141,46463.26164
Norway,NOR,1993,22684.45098,30796.19908
Denmark,DEN,1993,29508.30769,35916.5933
Iceland,ICE,1993,1355.974418,1403.520948
Cape Verde,CAP,1993,,
Sao Tome and Principe,STP,1993,41.19884587,7.75497642
Guinea-Bissau,GNB,1993,130.6555305,31.38938467
Equatorial Guinea,EQG,1993,64.35820171,57.20717991
Gambia,GAM,1993,375.8118602,96.90763048
Mali,MLI,1993,737.248872,219.7049922
Senegal,SEN,1993,1052.587603,670.6683039
Benin,BEN,1993,345.2068871,137.0843098
Mauritania,MAA,1993,574.1465437,420.0573794
Niger,NIR,1993,308.6354142,220.8589854
Ivory Coast,CDI,1993,2087.994282,2662.354511
Guinea,GUI,1993,749.8366391,543.4348618
Burkina Faso,BFO,1993,430.5029788,62.52461137
Liberia,LBR,1993,5170.537928,363.4604275
Sierra Leone,SIE,1993,249.5215723,118.02
Ghana,GHA,1993,2075.69107,1147.849172
Togo,TOG,1993,635.7280862,195.9323742
Cameroon,CAO,1993,881.0807147,1354.067108
Nigeria,NIG,1993,7600.892987,11590.07064
Gabon,GAB,1993,917.6951293,2194.914724
Central African Republic,CEN,1993,125.5780838,109.7364834
Chad,CHA,1993,114.0963842,66.79094371
Congo,CON,1993,561.5609814,1095.727797
Democratic Republic of the Congo,DRC,1993,782.1984354,1015.303552
Uganda,UGA,1993,460.7312542,137.0862312
Kenya,KEN,1993,1906.153646,1280.339084
Tanzania,TAZ,1993,1463.365973,470.6838386
Burundi,BUI,1993,197.1274405,61.86300354
Rwanda,RWA,1993,274.367921,100.0484253
Somalia,SOM,1993,291.5748123,121.2425393
Djibouti,DJI,1993,463.0528749,114.3674788
Ethiopia,ETH,1993,770.4,201.74
Eritrea,ERI,1993,,
Angola,ANG,1993,1450.831352,2883.58415
Mozambique,MZM,1993,1095.099529,131.260341
Zambia,ZAM,1993,701.6283505,891.3746422
Zimbabwe,ZIM,1993,1813.515472,1327.32325
Malawi,MAW,1993,510.0970994,414.8236752
South Africa,SAF,1993,,17036.84457
Namibia,NAM,1993,,289.0026891
Lesotho,LES,1993,,81.87030727
Botswana,BOT,1993,,275.336225
Swaziland,SWA,1993,,315.0587191
Madagascar,MAG,1993,440.879776,236.7187692
Comoros,COM,1993,104.0234446,21.80920915
Mauritius,MAS,1993,1717.585962,1275.383506
Seychelles,SEY,1993,238.442932,15.27462908
Morocco,MOR,1993,6858.404606,3800.713722
Algeria,ALG,1993,8761.206,10099.883
Tunisia,TUN,1993,6213.258817,3804.28065
Libya,LIB,1993,5551.114098,7541.656339
Sudan,SUD,1993,1153.201117,351.7216515
Iran,IRN,1993,20037,18080
Turkey,TUR,1993,29355,15345.585
Iraq,IRQ,1993,532.7132199,471.4672076
Egypt,EGY,1993,8194.946291,3109.949298
Syria,SYR,1993,4142.687929,3149.602316
Lebanon,LEB,1993,4587.003311,636.6143234
Jordan,JOR,1993,3622.522597,1040.193741
Israel,ISR,1993,20509.5,14490.6
Saudi Arabia,SAU,1993,28202.3984,42395.25794
Yemen,YEM,1993,2862.30433,374.2385512
Kuwait,KUW,1993,7031.955832,8982.992799
Bahrain,BAH,1993,4315.679582,2294.352971
Qatar,QAT,1993,1890.686813,3324.676376
United Arab Emirates,UAE,1993,19520,21249.77925
Oman,OMA,1993,4115.553223,5304.889202
Afghanistan,AFG,1993,464.7572569,688.1127316
Turkmenistan,TKM,1993,586.3155451,561.4072124
Tajikistan,TAJ,1993,532.1071,349.7727
Kyrgyzstan,KYR,1993,447.11,360.07
Uzbekistan,UZB,1993,918.0354408,692.7561767
Kazakhstan,KZK,1993,1703.604928,1106.657235
China,CHN,1993,103628,91692.19
Mongolia,MON,1993,379.01,382.66
Taiwan,TAW,1993,,98174.15146
North Korea,PRK,1993,1527.899201,886.6024928
South Korea,ROK,1993,86630.2,85816
Japan,JPN,1993,241711.8815,362799.9084
India,IND,1993,21268.79702,20988.52713
Bhutan,BHU,1993,,
Pakistan,PAK,1993,9492.426589,6700.501793
Bangladesh,BNG,1993,4014.526982,2277.308415
Myanmar,MYA,1993,1280.143182,864.3610353
Sri Lanka,SRI,1993,4005.408077,2859.453687
Maldives,MAD,1993,191.2770764,34.63156
Nepal,NEP,1993,542.4628542,367.6429339
Thailand,THI,1993,46191.73776,37312.42792
Cambodia,CAM,1993,981.3869953,267.2610774
Laos,LAO,1993,431.9,240.5
Vietnam,DRV,1993,3923.955,2985.159
Malaysia,MAL,1993,45628.07777,47127.03198
Singapore,SIN,1993,85385.53823,74079.90298
Brunei,BRU,1993,3054.79,3632.07
Philippines,PHI,1993,17642.444,11267.626
Indonesia,INS,1993,28327.90643,36839.75184
Australia,AUL,1993,46720.89276,42565.04961
Papua New Guinea,PNG,1993,1453.193353,2624.781
New Zealand,NEW,1993,9656.90188,10489.60253
Vanuatu,VAN,1993,194.8901721,46.27948991
Solomon Islands,SOL,1993,129.5434643,166.7820098
Kiribati,KIR,1993,,6.789914587
Tuvalu,TUV,1993,,2.258115381
Fiji,FIJ,1993,719.8242286,449.0940637
Tonga,TON,1993,61.61116199,16.9359871
Nauru,NAU,1993,,46.5619411
Marshall Islands,MSI,1993,,
Federated States of Micronesia,FSM,1993,,
Samoa,WSM,1993,103.1193029,6.434830264
