statename,stateabb,year,imports,exports
Jordan,JOR,2012,20791.22225,8084.126479
Israel,ISR,2012,73120.6,63190.2
Saudi Arabia,SAU,2012,152692.6379,366218.3241
Yemen,YEM,2012,14142.45114,8788.411137
Kuwait,KUW,2012,26239.40665,103568.6664
Bahrain,BAH,2012,13938.92576,35388.14351
Qatar,QAT,2012,25222.53045,132984.5196
United Arab Emirates,UAE,2012,242559.9968,259154.2642
Oman,OMA,2012,28117.16818,52138.15866
Afghanistan,AFG,2012,7884.894809,469.213751
Turkmenistan,TKM,2012,9852.931453,10664.09153
Tajikistan,TAJ,2012,4711.833159,1050.111914
Kyrgyzstan,KYR,2012,10156.77417,1159.162738
Uzbekistan,UZB,2012,11943.37726,5302.089663
Kazakhstan,KZK,2012,26751.97766,85447.82489
China,CHN,2012,2331122.75,2494240.25
Mongolia,MON,2012,7816.073066,4025.346125
Taiwan,TAW,2012,,377506.1088
North Korea,PRK,2012,4956.430988,3159.698731
South Korea,ROK,2012,519584.1704,547860.4997
Japan,JPN,2012,886036.2385,798619.7995
India,IND,2012,490413.251,297261.1836
Pakistan,PAK,2012,52248.32453,25480.2777
Bangladesh,BNG,2012,34160.36544,22250.77758
Myanmar,MYA,2012,17035.49249,8266.742195
Sri Lanka,SRI,2012,15843.76318,10087.08596
Maldives,MAD,2012,1413.68141,205.5612387
Nepal,NEP,2012,6430.34577,871.2448658
Thailand,THI,2012,250588.0276,227755.7337
Cambodia,CAM,2012,7062.204433,7837.607354
Laos,LAO,2012,6339.742994,3326.182893
Vietnam,DRV,2012,111640.2769,110794.6067
Malaysia,MAL,2012,196592.2994,227766.0404
Singapore,SIN,2012,379960.0881,409709.2088
Brunei,BRU,2012,6455.097664,11916.06885
Philippines,PHI,2012,67885.89147,51991.76587
Indonesia,INS,2012,191690.905,190031.271
Australia,AUL,2012,275778.7216,257496.3419
Papua New Guinea,PNG,2012,8933.581419,11822.91806
New Zealand,NEW,2012,38383.91133,37249.3868
Vanuatu,VAN,2012,729.7110602,361.0235012
Solomon Islands,SOL,2012,568.3544003,677.2447845
Kiribati,KIR,2012,,61.85670711
Tuvalu,TUV,2012,,23.27213912
Fiji,FIJ,2012,2200.299075,1373.777814
Tonga,TON,2012,216.9547693,15.52963885
Nauru,NAU,2012,,150.7814647
Samoa,WSM,2012,499.433688,149.7287249
