statename,stateabb,year,imports,exports
United States of America,USA,2012,2335550.7,1544876.7
Canada,CAN,2012,508690.0248,455249.692
Bahamas,BHM,2012,13240.79432,2600.135784
Cuba,CUB,2012,11983.26157,3118.249588
Haiti,HAI,2012,4673.804657,862.6106925
Dominican Republic,DOM,2012,19513.78708,9068.535
Jamaica,JAM,2012,6524.084093,1709.064139
Trinidad and Tobago,TRI,2012,8257.761037,19829.05443
Barbados,BAR,2012,1902.512011,446.5824344
Dominica,DMA,2012,572.1143194,209.1938592
Grenada,GRN,2012,539.0750586,123.3963024
St. Lucia,SLU,2012,2530.6953,139.1222844
St. Vincent and the Grenadines,SVG,2012,585.3734273,79.77695063
Antigua & Barbuda,AAB,2012,,89.16473365
St. Kitts and Nevis,SKN,2012,488.1174478,100.2420389
Mexico,MEX,2012,407826.7149,370769.8904
Belize,BLZ,2012,1254.172793,482.2689577
Guatemala,GUA,2012,16843.808,9938.6403
Honduras,HON,2012,9385.284835,4389.870984
El Salvador,SAL,2012,10268.99352,5339.033005
Nicaragua,NIC,2012,5853.95517,2677.401152
Costa Rica,COS,2012,17572.06721,11457.33914
Panama,PAN,2012,12383.54455,805.618831
Colombia,COL,2012,58631.34771,60666.53685
Venezuela,VEN,2012,64888.50574,91029.21326
Guyana,GUY,2012,1880.154219,1592.269547
Suriname,SUR,2012,525.229248,710.6709959
Ecuador,ECU,2012,25196.51924,23656.08054
Peru,PER,2012,46800.54036,45498.16383
Brazil,BRA,2012,245417.4108,242137.6152
Bolivia,BOL,2012,8589.980248,11814.29142
Paraguay,PAR,2012,11831.93832,7271.180628
Chile,CHL,2012,80073.37894,77965.37923
Argentina,ARG,2012,68514.43812,78590.95131
Uruguay,URU,2012,14934.2732,9851.060069
United Kingdom,UKG,2012,663267.5415,432057.4498
Ireland,IRE,2012,61358.9818,111484.6183
Netherlands,NTH,2012,582951.2197,641335.8901
Belgium,BEL,2012,435963.3107,431445.2524
Luxembourg,LUX,2012,27554.3661,18866.1669
France,FRN,2012,661165.934,556794.2529
Switzerland,SWZ,2012,197831.9895,225925.9345
Spain,SPN,2012,334469.2237,289232.5733
Portugal,POR,2012,72081.0915,57696.6774
Germany,GMY,2012,1148937.77,1320624.888
Poland,POL,2012,190158.4984,179533.4118
Austria,AUS,2012,175919.0749,161244.2921
Hungary,HUN,2012,93612.9469,100253.6356
Czech Republic,CZR,2012,140893.59,155435.8036
Slovakia,SLO,2012,75656.5101,76293.7982
Italy,ITA,2012,453619.8201,490246.9238
Malta,MLT,2012,6499.1018,3095.9256
Albania,ALB,2012,4884.939018,1968.913492
Montenegro,MNG,2012,2339.409469,470.7236504
Macedonia,MAC,2012,6110.72038,3980.267438
Croatia,CRO,2012,20724.84,11927.166
Bosnia and Herzegovina,BOS,2012,8057.053662,3985.633476
Slovenia,SLV,2012,32036.6079,32105.8457
Greece,GRC,2012,62698.5849,34647.3972
Cyprus,CYP,2012,7264.4099,1615.0159
Bulgaria,BUL,2012,32375.5923,26211.9116
Moldova,MLD,2012,5200.1007,2158.4611
Romania,ROM,2012,69746.4438,56992.9981
Russia,RUS,2012,316850.4103,524482.7419
Estonia,EST,2012,16930.2035,15232.3166
Latvia,LAT,2012,17108.2568,13788.3987
Lithuania,LIT,2012,31752.0742,29208.5404
Ukraine,UKR,2012,84658.0599,68809.8106
Belarus,BLR,2012,46404.3822,46027.5292
Armenia,ARM,2012,4264.832091,1428.124301
Georgia,GRG,2012,7842.086897,2377.454994
Azerbaijan,AZE,2012,9652.8555,23907.9838
Finland,FIN,2012,76078.3406,72139.3049
Sweden,SWD,2012,162881.5152,163229.9502
Norway,NOR,2012,87316.34824,161025.7069
Denmark,DEN,2012,90562.4247,103344.6393
Iceland,ICE,2012,4771.986696,5063.655735
Sao Tome and Principe,STP,2012,101.8549462,8.642837905
Guinea-Bissau,GNB,2012,346.8922734,193.0615817
Equatorial Guinea,EQG,2012,2299.051748,14162.30559
Gambia,GAM,2012,1028.193619,134.6575129
Mali,MLI,2012,3723.290774,568.3000348
Senegal,SEN,2012,5803.658571,2341.105744
Benin,BEN,2012,7173.476648,951.5545819
Mauritania,MAA,2012,3934.797768,2677.178949
Niger,NIR,2012,1567.377165,440.3248975
Ivory Coast,CDI,2012,9969.731742,10861.75715
Guinea,GUI,2012,5851.517418,1865.462687
Burkina Faso,BFO,2012,2494.493467,811.359843
Liberia,LBR,2012,15687.33349,871.0311749
Sierra Leone,SIE,2012,1668.546096,901.2644038
Ghana,GHA,2012,20772.22258,7944.052611
Togo,TOG,2012,1869.527793,1055.929835
Cameroon,CAO,2012,6280.016787,5488.788927
Nigeria,NIG,2012,55838.72078,105906.241
Gabon,GAB,2012,3899.230668,10349.63777
Central African Republic,CEN,2012,538.2587224,159.0578417
Chad,CHA,2012,982.6185993,3017.970518
Congo,CON,2012,4321.615342,10636.96362
Democratic Republic of the Congo,DRC,2012,6660.960921,5696.022016
Uganda,UGA,2012,4589.510226,1693.760204
Kenya,KEN,2012,16029.14192,5794.274145
Tanzania,TAZ,2012,11415.88938,3228.117925
Burundi,BUI,2012,751.5073641,134.6986775
Rwanda,RWA,2012,1366.989699,382.6065873
Somalia,SOM,2012,1900.412607,669.2680757
Djibouti,DJI,2012,4108.106354,523.0821825
Ethiopia,ETH,2012,12762.56005,2156.970102
Angola,ANG,2012,20957.51585,65805.52768
Mozambique,MZM,2012,8434.167835,4096.117638
Zambia,ZAM,2012,8787.372914,9355.827159
Zimbabwe,ZIM,2012,5244.348304,2528.992733
Malawi,MAW,2012,1769.100928,1071.16117
South Africa,SAF,2012,114119.6935,99610.29049
Namibia,NAM,2012,,3288.632475
Lesotho,LES,2012,,930.1081351
Botswana,BOT,2012,,4909.638185
Swaziland,SWA,2012,,2148.906087
Madagascar,MAG,2012,3460.385272,1577.552108
Comoros,COM,2012,250.7637306,102.8809314
Mauritius,MAS,2012,5353.682535,2263.96689
Seychelles,SEY,2012,1224.557884,423.0927538
Morocco,MOR,2012,42890.25557,19506.85295
Algeria,ALG,2012,50400.99564,71888.61317
Tunisia,TUN,2012,24021.76274,16298.16842
Libya,LIB,2012,20363.96337,51234.05696
Sudan,SUD,2012,9475.018,3364.97
Iran,IRN,2012,92036.08298,102281.6575
Turkey,TUR,2012,236545.1409,152461.7259
Iraq,IRQ,2012,45745.64429,84731.10797
Egypt,EGY,2012,67521.97932,29239.96153
Syria,SYR,2012,19640.68133,12632.85741
Lebanon,LEB,2012,21279.82994,4483.129349
