year,importer1,importer2,flow1,flow2
2010,United States of America,Canada,280387.19,217217.73
2010,United States of America,Bahamas,815.29999,3546.0701
2010,United States of America,Cuba,0.30000001,407.54999
2010,United States of America,Haiti,565.09998,1339.14
2010,United States of America,Dominican Republic,3782.7,6724.9517
2010,United States of America,Jamaica,372.29999,1875.095
2010,United States of America,Trinidad and Tobago,7020.6001,2118.05
2010,United States of America,Barbados,44.5,437.69
2010,United States of America,Dominica,1.6,80.190002
2010,United States of America,Grenada,8.3000002,78.209999
2010,United States of America,St. Lucia,18.799999,441.87
2010,United States of America,St. Vincent and the Grenadines,2,94.379997
2010,United States of America,Antigua & Barbuda,5.5999999,158.3
2010,United States of America,St. Kitts and Nevis,55.400002,183.7
2010,United States of America,Mexico,231924.41,159508.09
2010,United States of America,Belize,130.10001,318.56
2010,United States of America,Guatemala,3440.6001,5126.8569
2010,United States of America,Honduras,4102.6001,2887.1777
2010,United States of America,El Salvador,2282,3126.4458
2010,United States of America,Nicaragua,2093.6001,910.87054
2010,United States of America,Costa Rica,8944.2002,6333.6948
2010,United States of America,Panama,400.60001,2474.2207
2010,United States of America,Colombia,16217.9,10531.995
2010,United States of America,Venezuela,33381.699,9751.6221
2010,United States of America,Guyana,311.70001,320.10001
2010,United States of America,Suriname,208.3,125.4134
2010,United States of America,Ecuador,7834.2002,5201.7446
2010,United States of America,Peru,5357.1001,6429.1606
2010,United States of America,Brazil,24968.6,29990.273
2010,United States of America,Bolivia,692.20001,713.66974
2010,United States of America,Paraguay,69,448.12973
2010,United States of America,Chile,7670.8999,10011.062
2010,United States of America,Argentina,4008.8,6351.2017
2010,United States of America,Uruguay,248.5,1070.74
2010,United States of America,United Kingdom,50664,34946.48
2010,United States of America,Ireland,34024.699,8242.3193
2010,United States of America,Netherlands,19575.801,34823.281
2010,United States of America,Belgium,15899.2,21468.717
2010,United States of America,Luxembourg,471.29999,874.04187
2010,United States of America,France,39256.699,20730.291
2010,United States of America,Monaco,-9,-9
2010,United States of America,Liechtenstein,-9,-9
2010,United States of America,Switzerland,19571.1,9414.4707
2010,United States of America,Spain,8884.2002,9936.0752
2010,United States of America,Andorra,-9,-9
2010,United States of America,Portugal,2225.3999,1000.8407
2010,United States of America,Germany,84373.398,37777.438
2010,United States of America,Poland,3106.8999,2303.3096
2010,United States of America,Austria,7005.1001,2516.7695
2010,United States of America,Hungary,2544.3,1091.8585
2010,United States of America,Czech Republic,2546,1671.3969
2010,United States of America,Slovakia,1102,287.43219
2010,United States of America,Italy,29432,12894.047
2010,United States of America,San Marino,-9,-9
2010,United States of America,Malta,269.60001,117.1936
2010,United States of America,Albania,32.200001,70.829391
2010,United States of America,Montenegro,4.1999998,20.61265
2010,United States of America,Macedonia,38.799999,103.1353
2010,United States of America,Croatia,350.10001,435.34799
2010,United States of America,Yugoslavia,-9,-9
2010,United States of America,Bosnia and Herzegovina,26.9,28.82
2010,United States of America,Kosovo,0,11.2
2010,United States of America,Slovenia,481.89999,386.40839
2010,United States of America,Greece,845.79999,1209.8503
2010,United States of America,Cyprus,11.7,113.5692
2010,United States of America,Bulgaria,273.70001,171.57941
2010,United States of America,Moldova,13.3,61.8302
2010,United States of America,Romania,1060,663.15887
2010,United States of America,Russia,26534,9842.2881
2010,United States of America,Estonia,614.20001,107.0035
