year,importer1,importer2,flow1,flow2
1992,United States of America,Canada,101291.9,87223.477
1992,United States of America,Bahamas,607.09998,783.75
1992,United States of America,Cuba,0,1.4299999
1992,United States of America,Haiti,110.7,238.25999
1992,United States of America,Dominican Republic,2452.3999,1099.4181
1992,United States of America,Jamaica,644.40002,1032.13
1992,United States of America,Trinidad and Tobago,921.70001,601.51404
1992,United States of America,Barbados,31.700001,211.377
1992,United States of America,Dominica,4.9000001,34.282223
1992,United States of America,Grenada,8,26.290001
1992,United States of America,St. Lucia,29.9,116.66766
1992,United States of America,St. Vincent and the Grenadines,4.8000002,48.261112
1992,United States of America,Antigua & Barbuda,6.0999999,68.199997
1992,United States of America,St. Kitts and Nevis,23.799999,46.310001
1992,United States of America,Mexico,35886.102,48706.496
1992,United States of America,Belize,61.900002,156.149
1992,United States of America,Guatemala,1182.3,1173.2618
1992,United States of America,Honduras,851,547.20001
1992,United States of America,El Salvador,409.20001,687.38702
1992,United States of America,Nicaragua,72.300003,231.39999
1992,United States of America,Costa Rica,1541.6,1385.682
1992,United States of America,Panama,272.60001,748.17804
1992,United States of America,Colombia,3064.1001,2571.5471
1992,United States of America,Venezuela,8635.7002,6492.8027
1992,United States of America,Guyana,123,129.8
1992,United States of America,Suriname,49.599998,222.47919
1992,United States of America,Ecuador,1482.4,812.80902
1992,United States of America,Peru,780.79999,1121.8911
1992,United States of America,Brazil,8144.5,5545.4058
1992,United States of America,Bolivia,166.39999,270.60217
1992,United States of America,Paraguay,38.099998,191.8521
1992,United States of America,Chile,1626.7,1984.25
1992,United States of America,Argentina,1369.8,3225.8
1992,United States of America,Uruguay,280.70001,187.054
1992,United States of America,United Kingdom,20693.9,24276.271
1992,United States of America,Ireland,2315.2,3166.6553
1992,United States of America,Netherlands,5532.1001,9926.833
1992,United States of America,Belgium,4560.1392,5167.355
1992,United States of America,Luxembourg,289.46078,328.0047
1992,United States of America,France,15261.9,20103.033
1992,United States of America,Liechtenstein,-9,-9
1992,United States of America,Switzerland,5775.7998,4227.0854
1992,United States of America,Spain,3187.6001,7357.1191
1992,United States of America,Portugal,699.5,915.79181
1992,United States of America,Germany,29596.199,27096.201
1992,United States of America,Poland,399.5,522.51208
1992,United States of America,Austria,1352.9,2141.5115
1992,United States of America,Hungary,372.20001,322.70001
1992,United States of America,Czechoslovakia,256.10001,607.2066
1992,United States of America,Italy,12843.1,9891.9141
1992,United States of America,San Marino,-9,-9
1992,United States of America,Malta,92.099998,74.205292
1992,United States of America,Albania,5.6999998,39.82
1992,United States of America,Croatia,-9,-9
1992,United States of America,Yugoslavia,494,342.20999
1992,United States of America,Bosnia and Herzegovina,-9,-9
1992,United States of America,Slovenia,-9,-9
1992,United States of America,Greece,394.70001,846.68713
1992,United States of America,Cyprus,11.8,278.23911
1992,United States of America,Bulgaria,83.699997,125.163
1992,United States of America,Moldova,0.40000001,36.5
1992,United States of America,Romania,95,231.26611
1992,United States of America,Russia,511.10001,2884.7
1992,United States of America,Estonia,12.545455,64.349998
1992,United States of America,Latvia,10.9,59.950001
1992,United States of America,Lithuania,5.5,48.84
1992,United States of America,Ukraine,109,335.5
1992,United States of America,Belarus,29.700001,91.866997
1992,United States of America,Armenia,1.5,27.280001
1992,United States of America,Georgia,7.6363635,17.27
1992,United States of America,Azerbaijan,0.2,23.5741
1992,United States of America,Finland,1266.1,1294.4645
1992,United States of America,Sweden,4877.1001,4331.6675
1992,United States of America,Norway,2062.8999,2224.4587
1992,United States of America,Denmark,1736.4,1868.9265
1992,United States of America,Iceland,174.3,139.74039
1992,United States of America,Cape Verde,-9,-9
1992,United States of America,Sao Tome and Principe,0.30000001,2.8599999
