year,importer1,importer2,flow1,flow2
2011,United States of America,Canada,320693,246216.06
2011,United States of America,Bahamas,806.29999,3760.02
2011,United States of America,Cuba,0,387.20001
2011,United States of America,Haiti,760.09998,1167.76
2011,United States of America,Dominican Republic,4304.2002,7708.0122
2011,United States of America,Jamaica,619.90002,2164.0203
2011,United States of America,Trinidad and Tobago,8512.5996,2439.47
2011,United States of America,Barbados,48.400002,482.57001
2011,United States of America,Dominica,2,80.959999
2011,United States of America,Grenada,7.1999998,89.870003
2011,United States of America,St. Lucia,19.200001,346.06
2011,United States of America,St. Vincent and the Grenadines,2.2,88.660004
2011,United States of America,Antigua & Barbuda,6.5,154.89999
2011,United States of America,St. Kitts and Nevis,61.5,161.7
2011,United States of America,Mexico,265392.59,191791.64
2011,United States of America,Belize,199.89999,417.45001
2011,United States of America,Guatemala,4406.2002,6510.7119
2011,United States of America,Honduras,4691.8999,4208.7603
2011,United States of America,El Salvador,2557.8999,3804.5078
2011,United States of America,Nicaragua,2683.8,907.40076
2011,United States of America,Costa Rica,10370,7746.1836
2011,United States of America,Panama,409.79999,2781.2822
2011,United States of America,Colombia,23721.301,13663.338
2011,United States of America,Venezuela,43862.801,10438.677
2011,United States of America,Guyana,432,399.95999
2011,United States of America,Suriname,346.39999,133.7746
2011,United States of America,Ecuador,10033.9,6120.6162
2011,United States of America,Peru,6536.6001,8198.377
2011,United States of America,Brazil,32472.1,37643.551
2011,United States of America,Bolivia,916.70001,854.62744
2011,United States of America,Paraguay,118.7,669.88904
2011,United States of America,Chile,9728.2002,15106.823
2011,United States of America,Argentina,4732.3999,7894.1714
2011,United States of America,Uruguay,302.89999,1382.15
2011,United States of America,United Kingdom,52156.699,44798.219
2011,United States of America,Ireland,39356.102,8634.6201
2011,United States of America,Netherlands,24093.4,34510.074
2011,United States of America,Belgium,17807.801,25291.887
2011,United States of America,Luxembourg,515.40002,1500.6516
2011,United States of America,France,40776.301,24272.168
2011,United States of America,Monaco,-9,-9
2011,United States of America,Liechtenstein,-9,-9
2011,United States of America,Switzerland,24932,10330.766
2011,United States of America,Spain,11423.7,12097.336
2011,United States of America,Andorra,-9,-9
2011,United States of America,Portugal,2677.7,1327.7415
2011,United States of America,Germany,100408.3,43646.582
2011,United States of America,Poland,4529.2002,2347.7839
2011,United States of America,Austria,9716,3173.6267
2011,United States of America,Hungary,2999.6001,1379.1178
2011,United States of America,Czech Republic,3452.8999,1851.5326
2011,United States of America,Slovakia,1426.1,378.57111
2011,United States of America,Italy,35093.199,16113.91
2011,United States of America,San Marino,-9,-9
2011,United States of America,Malta,253.39999,226.0032
2011,United States of America,Albania,28,77.528458
2011,United States of America,Montenegro,4.3000002,19.573153
2011,United States of America,Macedonia,55.099998,41.029999
2011,United States of America,Croatia,458.5,523.98102
2011,United States of America,Yugoslavia,-9,-9
2011,United States of America,Bosnia and Herzegovina,51.799999,23.540001
2011,United States of America,Kosovo,0.2,15.2
2011,United States of America,Slovenia,564,706.44098
2011,United States of America,Greece,911.09998,992.38708
2011,United States of America,Cyprus,22,202.3049
2011,United States of America,Bulgaria,433.60001,270.90619
2011,United States of America,Moldova,17.299999,79.699699
2011,United States of America,Romania,1502.3,837.36499
2011,United States of America,Russia,35511.398,11109.62
2011,United States of America,Estonia,997.20001,143.61
2011,United States of America,Latvia,374.60001,104.9339
2011,United States of America,Lithuania,1093.6,274.45691
2011,United States of America,Ukraine,1530.8,2600.7686
2011,United States of America,Belarus,374.39999,558.22827
2011,United States of America,Armenia,96.599998,147.60857
2011,United States of America,Georgia,185.2,245.91356
2011,United States of America,Azerbaijan,2472.3,630.50409
2011,United States of America,Finland,4585.1001,1985.3173
2011,United States of America,Sweden,11801.7,5305.7368
2011,United States of America,Norway,8562.7998,4892.3931
2011,United States of America,Denmark,6909.5,2521.0891
2011,United States of America,Iceland,227.2,525.15015
2011,United States of America,Cape Verde,-9,-9
2011,United States of America,Sao Tome and Principe,0.89999998,6.5999999
2011,United States of America,Guinea-Bissau,0.2,13.09
2011,United States of America,Equatorial Guinea,1223.4,315.14999
2011,United States of America,Gambia,0,32.34
2011,United States of America,Mali,4.1999998,60.5
2011,United States of America,Senegal,7.3000002,258.83356
2011,United States of America,Benin,1.8,682.77002
2011,United States of America,Mauritania,1.1,267.29999
2011,United States of America,Niger,293.20001,49.5
2011,United States of America,Ivory Coast,1309.2,127.08639
2011,United States of America,Guinea,121.9,280.82999
2011,United States of America,Burkina Faso,3.7,36.849998
2011,United States of America,Liberia,161.39999,214.17
2011,United States of America,Sierra Leone,26.6,113.96
2011,United States of America,Ghana,801.29999,1311.86
2011,United States of America,Togo,31.799999,32.488483
2011,United States of America,Cameroon,342.89999,242.88
2011,United States of America,Nigeria,34348.199,5296.2798
2011,United States of America,Gabon,4659,224.50999
2011,United States of America,Central African Republic,6.0999999,13.75
2011,United States of America,Chad,3248.3,38.830002
2011,United States of America,Congo,2458.6001,249.37
2011,United States of America,Democratic Republic of the Congo,623.09998,182.82001
2011,United States of America,Uganda,48.400002,103.29
2011,United States of America,Kenya,397,493.05313
2011,United States of America,Tanzania,59.900002,283.57999
2011,United States of America,Burundi,9.6999998,32.490814
2011,United States of America,Rwanda,32.099998,131.45
2011,United States of America,Somalia,1.1,5.6100001
2011,United States of America,Djibouti,4.0999999,145.97
2011,United States of America,Ethiopia,149.39999,759
2011,United States of America,Eritrea,0,4.1999998
2011,United States of America,Angola,13833,1650.99
2011,United States of America,Mozambique,36.200001,498.29999
2011,United States of America,Zambia,47.5,98.578674
2011,United States of America,Zimbabwe,52.299999,66
2011,United States of America,Malawi,68.5,72.82
2011,United States of America,South Africa,9713.0996,8728.167
2011,United States of America,Namibia,439.89999,137.3
2011,United States of America,Lesotho,394.89999,13.1
2011,United States of America,Botswana,294.29999,43.799999
2011,United States of America,Swaziland,93.199997,20.1
2011,United States of America,Madagascar,90.699997,61.709999
2011,United States of America,Comoros,1.9,1.4299999
2011,United States of America,Mauritius,260.60001,92.19693
2011,United States of America,Seychelles,6.5,15.07
2011,United States of America,Morocco,1064.6,3745.4666
2011,United States of America,Algeria,14912.5,2175.7246
2011,United States of America,Tunisia,365.29999,881.09442
2011,United States of America,Libya,666.40002,315.70001
2011,United States of America,Sudan,11.2,78.351997
2011,United States of America,South Sudan,0,0
2011,United States of America,Iran,0.80000001,252.45
2011,United States of America,Turkey,5464.7998,16043.313
2011,United States of America,Iraq,17364.9,2674.3201
2011,United States of America,Egypt,2162.2,6463.5063
2011,United States of America,Syria,407.60001,274.67001
2011,United States of America,Lebanon,83.099998,1993.9011
2011,United States of America,Jordan,1090.6,1213.176
2011,United States of America,Israel,23251.199,8706.0996
2011,United States of America,Saudi Arabia,48759.898,15201.34
2011,United States of America,Yemen,616.20001,428.89001
2011,United States of America,Kuwait,8010.1001,3000.25
2011,United States of America,Bahrain,547.5,1334.63
2011,United States of America,Qatar,1278.1,2562.2671
2011,United States of America,United Arab Emirates,2508.2,17483.18
2011,United States of America,Oman,2288.8,1393.1752
2011,United States of America,Afghanistan,20.6,3210.3501
2011,United States of America,Turkmenistan,45.099998,77.879997
2011,United States of America,Tajikistan,12.5,196.02
2011,United States of America,Kyrgyzstan,2.8,113.19
2011,United States of America,Uzbekistan,51.400002,110.33
2011,United States of America,Kazakhstan,1715.8,1716.1875
2011,United States of America,China,421902.81,147042.33
2011,United States of America,Mongolia,11.1,344.73999
2011,United States of America,Taiwan,42651.398,25898.4
2011,United States of America,North Korea,0,10.23
2011,United States of America,South Korea,58580.5,44815.844
2011,United States of America,Japan,132442.2,76172.742
2011,United States of America,India,37468.102,23454.08
2011,United States of America,Bhutan,0.5,3.8
2011,United States of America,Pakistan,4023.5,2204.0701
2011,United States of America,Bangladesh,5081.8999,787.69299
2011,United States of America,Myanmar,0,53.68
2011,United States of America,Sri Lanka,2183.7,265.98587
2011,United States of America,Maldives,3.5,49.169998
2011,United States of America,Nepal,84,44.220001
2011,United States of America,Thailand,25746.1,13501.43
2011,United States of America,Cambodia,2807.1001,144.83185
2011,United States of America,Laos,60.299999,28.709999
2011,United States of America,Vietnam,18454.199,4529.2202
2011,United States of America,Malaysia,26485.301,18144.736
2011,United States of America,Singapore,19362.9,39535.566
2011,United States of America,Brunei,25.9,202.84
2011,United States of America,Philippines,9479.7002,7155.833
