country,id,year,imports,exports
Djibouti,DJI,1997,401.6657356,102.0186962
Ethiopia,ETH,1997,1162.392286,591.8795312
Eritrea,ERI,1997,,
Angola,AGO,1997,2524.421798,4310.245646
Mozambique,MOZ,1997,1096.233707,223.1639969
Zambia,ZMB,1997,697.1089713,1055.441338
Zimbabwe,ZWE,1997,3278.191192,2146.259355
Malawi,MWI,1997,611.242937,537.3004711
South Africa,ZAF,1997,,29810.35298
Namibia,NAM,1997,,396.8246943
Lesotho,LSO,1997,,169.7036793
Botswana,BWA,1997,,414.3125812
Swaziland,SWZ,1997,,309.042487
Madagascar,MDG,1997,571.5947482,223.7541861
Comoros,COM,1997,56.59660729,6.010319829
Mauritius,MUS,1997,2264.297766,1595.323911
Seychelles,SYC,1997,336.0112564,68.41823468
Morocco,MAR,1997,8946.334494,5127.334112
Algeria,DZA,1997,8692.345628,13730.60523
Tunisia,TUN,1997,8934.870818,5762.749177
Libya,LBY,1997,5533.025316,9576.273059
Sudan,SDN,1997,1510.656753,509.5594914
Iran,IRN,1997,15907.8,18380.8
Turkey,TUR,1997,48656.03,26245.506
Iraq,IRQ,1997,1136.239217,2819.262845
Egypt,EGY,1997,13168.49932,3907.984108
Syria,SYR,1997,4027.679287,7285.603563
Lebanon,LBN,1997,7456.718,711.386
Jordan,JOR,1997,4069.026234,1334.623272
Israel,ISR,1997,28965,22595.5
Saudi Arabia,SAU,1997,28487.88241,60707.79931
Yemen,YEM,1997,1839.425362,2479.79928
Kuwait,KWT,1997,8214.544594,14472.51503
Bahrain,BHR,1997,4238.119873,6229.744112
Qatar,QAT,1997,2871.961188,5503.559516
United Arab Emirates,ARE,1997,22969.59288,31261.94607
Oman,OMN,1997,5021.046441,7488.426992
Afghanistan,AFG,1997,604.313059,144.6546589
Turkmenistan,TKM,1997,1227.6558,751.4341
Tajikistan,TJK,1997,750.2805,803.3614
Kyrgyzstan,KGZ,1997,709.353,609.469
Uzbekistan,UZB,1997,4537.858155,2896.100904
Kazakhstan,KAZ,1997,4302.5,6497.4
China,CHN,1997,142163.072,182922.6366
Mongolia,MNG,1997,468.26,451.54
Taiwan,TWN,1997,,133909.8511
North Korea,PRK,1997,1459.777667,881.2741345
South Korea,KOR,1997,144635.402,144120.401
Japan,JPN,1997,338709.0998,421465.7696
India,IND,1997,40896.425,34622.075
Bhutan,BTN,1997,,
Pakistan,PAK,1997,11611.88842,8639.698716
Bangladesh,BGD,1997,6996.101124,3627.563897
Myanmar,MMR,1997,2861.525442,1132.062105
Sri Lanka,LKA,1997,5282,4629
Maldives,MDV,1997,348.8484282,70.21435854
Nepal,NPL,1997,1640.4,396.9
Thailand,THA,1997,63465.46297,58431.33213
Cambodia,KHM,1997,1116.44,625.82
Laos,LAO,1997,408.51,192.11
Vietnam,VNM,1997,11875.115,9484.342
Malaysia,MYS,1997,79059.37791,78909.15082
Singapore,SGP,1997,132600.7823,125403.0737
Brunei,BRN,1997,3153.97,3972.56
Philippines,PHL,1997,39141.48722,25238.282
Indonesia,IDN,1997,41698.43313,53448.65841
Australia,AUS,1997,67974.47898,63145.77039
Papua New Guinea,PNG,1997,1936.514596,2722.245465
New Zealand,NZL,1997,14551.43016,14015.71502
Vanuatu,VUT,1997,181.1308184,61.01923141
Solomon Islands,SLB,1997,179.9662648,211.3485421
Kiribati,KIR,1997,,9.777580969
Tuvalu,TUV,1997,,0.707958323
Fiji,FJI,1997,964.6830131,598.5684728
Tonga,TON,1997,72.72127073,10.08346204
Nauru,NRU,1997,,31.89113218
Marshall Islands,MHL,1997,,
Palau,PLW,1997,,
Federated States of Micronesia,FSM,1997,,
Samoa,WSM,1997,143.0440104,64.68519082
