country,id,year,imports,exports
United States of America,USA,1990,517018.6,393100.7
Canada,CAN,1990,131641.639,126447.4336
Bahamas,BHS,1990,2312.265779,990.3209429
Cuba,CUB,1990,2955.705898,1357.385731
Haiti,HTI,1990,524.7652523,171.447499
Dominican Republic,DOM,1990,2194.165356,743.805
Jamaica,JAM,1990,1866.549601,1133.113262
Trinidad and Tobago,TTO,1990,1229.618684,1985.60433
Barbados,BRB,1990,700.3565439,209.3485388
Dominica,DMA,1990,117.9232896,55.03257926
Grenada,GRD,1990,108.9428519,21.33285185
St. Lucia,LCA,1990,199.772712,145.773529
St. Vincent and the Grenadines,VCT,1990,135.9503704,82.72111161
Antigua & Barbuda,ATG,1990,,36.49568676
St. Kitts and Nevis,KNA,1990,108.4252442,23.73073513
Mexico,MEX,1990,33021.5534,27167.442
Belize,BLZ,1990,210.5685,131.021
Guatemala,GTM,1990,1698.0006,1189.2761
Honduras,HND,1990,880.4,812.4
El Salvador,SLV,1990,1276.698039,586.0120946
Nicaragua,NIC,1990,666.727,330.579
Costa Rica,CRI,1990,2026.1375,1456.3053
Panama,PAN,1990,1509.710374,321.388518
Colombia,COL,1990,5589.408908,6753.546782
Venezuela,VEN,1990,6682.324234,18044.425
Guyana,GUY,1990,279.1721415,231.7413104
Suriname,SUR,1990,483.6390802,455.5938375
Ecuador,ECU,1990,1861.7496,2714.4309
Peru,PER,1990,3171.894,3276.215
Brazil,BRA,1990,24977.2959,31412.819
Bolivia,BOL,1990,700.289854,922.94366
Paraguay,PRY,1990,1341.0221,1062.839
Chile,CHL,1990,7227.4,8677.7
Argentina,ARG,1990,4078.479,12352.267
Uruguay,URY,1990,1317.144,1730.447
United Kingdom,GBR,1990,223045.7131,185106.4346
Ireland,IRL,1990,20829.80656,23768.51631
Netherlands,NLD,1990,123382.4781,130696.9889
Belgium,BEL,1990,112703.1016,110873.1016
Luxembourg,LUX,1990,112703.1016,110873.1016
France,FRA,1990,234304.7677,215131.7843
Liechtenstein,LIE,1990,,
Switzerland,CHE,1990,69703.82143,63804.33597
Spain,ESP,1990,87813.55033,55675.93026
Portugal,PRT,1990,25103.89698,16400.56724
Germany,DEU,1990,346464.0912,409229.6904
Poland,POL,1990,8975.983211,13626.83653
Austria,AUT,1990,49288.23978,41390.78118
Hungary,HUN,1990,8621.367426,9592.720868
Czechoslovakia,CHESLO,1990,15069.71407,11654.04753
Italy,ITA,1990,181771.7207,170410.7448
Malta,MLT,1990,1951.371798,1126.532785
Albania,ALB,1990,423.135067,224.2674749
Yugoslavia,YUG,1990,19226.911,14356.079
Greece,GRC,1990,19763.8747,8062.754774
Cyprus,CYP,1990,2564.720557,944.52904
Bulgaria,BGR,1990,3461.701614,2031.608609
Romania,ROU,1990,10293.43047,5870.9847
Russia,RUS,1990,58559.35514,45923.79667
Finland,FIN,1990,26943.94712,26569.66597
Sweden,SWE,1990,49353.99919,53066.46493
Norway,NOR,1990,26748.24925,33906.61649
Denmark,DNK,1990,31371.7007,34037.22924
Iceland,ISL,1990,1677.690612,1590.925509
Cape Verde,CPV,1990,,
Sao Tome and Principe,STP,1990,50.76645813,29.0827375
Guinea-Bissau,GNB,1990,124.3059181,34.10987147
Equatorial Guinea,GNQ,1990,101.8139953,34.78654994
Gambia,GMB,1990,230.7006774,172.3097403
Mali,MLI,1990,714.1688216,252.2622811
Senegal,SEN,1990,1387.254056,860.9750331
Benin,BEN,1990,265.1564668,122.1390472
Mauritania,MRT,1990,388.1151981,469.1324666
Niger,NER,1990,388.7796171,282.5888745
Ivory Coast,CIV,1990,2097.605722,2812.666027
Guinea,GIN,1990,583.128755,606.0605448
Burkina Faso,BFA,1990,535.7856123,151.6250327
Liberia,LBR,1990,4258.639387,1943.185251
Sierra Leone,SLE,1990,196.5022493,137.014
Ghana,GHA,1990,1613.936364,1235.127233
Togo,TGO,1990,581.046,266.723
Cameroon,CMR,1990,1554.86362,2025.796677
Nigeria,NGA,1990,4317.374913,10273.07873
Gabon,GAB,1990,846.5570273,2483.126775
Central African Republic,CAF,1990,183.6762253,283.4025858
Chad,TCD,1990,167.4900653,88.82177057
Congo,COG,1990,597.8924362,1204.757758
