country,id,year,imports,exports
Moldova,MDA,1995,840.6,745.5
Romania,ROU,1995,10387.6,8061.1
Russia,RUS,1995,46399.372,77595.355
Estonia,EST,1995,2546.259591,1840.030741
Latvia,LVA,1995,1810.351745,1283.68067
Lithuania,LTU,1995,3648.567,2705.6764
Ukraine,UKR,1995,20077.41362,15104.27446
Belarus,BLR,1995,5504.787,4641.168
Armenia,ARM,1995,695.9766,356.9278
Georgia,GEO,1995,391.601,150.876
Azerbaijan,AZE,1995,667.64879,547.1378
Finland,FIN,1995,28113.17212,39572.53271
Sweden,SWE,1995,64567.94911,79619.60938
Norway,NOR,1995,32524.59613,41067.05205
Denmark,DNK,1995,42230.37157,47494.88151
Iceland,ISL,1995,1767.75088,1826.75276
Cape Verde,CPV,1995,,
Sao Tome and Principe,STP,1995,44.24689937,6.528545751
Guinea-Bissau,GNB,1995,138.4410951,93.90755792
Equatorial Guinea,GNQ,1995,139.0037379,123.8179692
Gambia,GMB,1995,140.3519707,27.76283881
Mali,MLI,1995,990.2808613,241.0681251
Senegal,SEN,1995,1255.577312,609.0278287
Benin,BEN,1995,637.390407,173.4632336
Mauritania,MRT,1995,654.1001667,575.2790706
Niger,NER,1995,299.6583626,192.7763267
Ivory Coast,CIV,1995,3037.716945,3728.239882
Guinea,GIN,1995,768.0568137,682.9262966
Burkina Faso,BFA,1995,480.8469428,164.3133698
Liberia,LBR,1995,5682.960055,955.3960583
Sierra Leone,SLE,1995,246.6024546,41.466
Ghana,GHA,1995,2566.902434,1488.423867
Togo,TGO,1995,384.2853128,221.8308127
Cameroon,CMR,1995,1199.461282,1652.354786
Nigeria,NGA,1995,5814.014059,12247.87161
Gabon,GAB,1995,930.1563706,2670.735763
Central African Republic,CAF,1995,188.7278807,187.3672561
Chad,TCD,1995,163.1674598,117.9405947
Congo,COG,1995,462.9586501,838.624597
Democratic Republic of the Congo,COD,1995,1350.588515,1533.452301
Uganda,UGA,1995,872.0582029,528.9493931
Kenya,KEN,1995,3249.143347,1826.001106
Tanzania,TZA,1995,1879.1622,697.0832494
Burundi,BDI,1995,233.0264356,104.0305096
Rwanda,RWA,1995,284.3234582,63.11359289
Somalia,SOM,1995,244.7385975,172.040518
Djibouti,DJI,1995,440.3745174,95.42821338
Ethiopia,ETH,1995,1152.991664,429.6984032
Eritrea,ERI,1995,,
Angola,AGO,1995,1891.133352,3411.53684
Mozambique,MOZ,1995,746.88,174.295
Zambia,ZMB,1995,782.2939953,986.0155622
Zimbabwe,ZWE,1995,2726.391604,1896.296491
Malawi,MWI,1995,500.431,421.1776
South Africa,ZAF,1995,,24443.77144
Namibia,NAM,1995,,493.8291745
Lesotho,LSO,1995,,97.41697173
Botswana,BWA,1995,,288.6861487
Swaziland,SWZ,1995,,327.369297
Madagascar,MDG,1995,524.4683964,320.7951616
Comoros,COM,1995,149.433026,11.19621631
Mauritius,MUS,1995,1975.05893,1510.728264
Seychelles,SYC,1995,240.3904912,24.57655256
Morocco,MAR,1995,9501.868635,4950.29222
Algeria,DZA,1995,10782.4469,9356.681076
Tunisia,TUN,1995,8031.916112,5783.869742
Libya,LBY,1995,5146.664224,8510.412362
Sudan,SDN,1995,1262.58868,534.8355181
Iran,IRN,1995,12313,18360
Turkey,TUR,1995,35763.118,21649.589
Iraq,IRQ,1995,665.4430071,424.5753585
Egypt,EGY,1995,11738.96008,3444.145433
Syria,SYR,1995,4708.776303,3969.869399
Lebanon,LBN,1995,6769.173014,716.0064786
Jordan,JOR,1995,3721.186789,1444.089652
Israel,ISR,1995,28218.1,19020.6
Saudi Arabia,SAU,1995,27450.04352,50041.1223
Yemen,YEM,1995,1587.167787,1945.04245
Kuwait,KWT,1995,7771.348158,12944.424
Bahrain,BHR,1995,3715.697871,4162.108695
Qatar,QAT,1995,1929.326624,3680.553242
United Arab Emirates,ARE,1995,20984,24087.25705
Oman,OMN,1995,4253.439742,5964.741633
Afghanistan,AFG,1995,387.4142669,165.9956346
Turkmenistan,TKM,1995,1364.018,1880.7263
Tajikistan,TJK,1995,809.8847,748.5935
Kyrgyzstan,KGZ,1995,391.513,483.305
Uzbekistan,UZB,1995,3029.867081,2717.876566
Kazakhstan,KAZ,1995,3806.9,5256.6
China,CHN,1995,132163.498,148957.95
Mongolia,MNG,1995,415.31,473.27
Taiwan,TWN,1995,,123880.9986
North Korea,PRK,1995,1547.993678,827.8199375
South Korea,KOR,1995,135110.4,131342.911
Japan,JPN,1995,336139.447,443261.463
India,IND,1995,34486.53,30536.44
Bhutan,BTN,1995,,
Pakistan,PAK,1995,11460.54966,7991.215709
Bangladesh,BGD,1995,6496.05075,3129.160836
Myanmar,MMR,1995,2341.62783,1197.834557
Sri Lanka,LKA,1995,4481,3801
Maldives,MDV,1995,356.6597521,49.80445985
Nepal,NPL,1995,767.3514717,323.5361457
Thailand,THA,1995,77084.87194,58673.16019
Cambodia,KHM,1995,1573.460945,357.1377219
Laos,LAO,1995,588.8,311.2
Vietnam,VNM,1995,8358.518,5620.006909
Malaysia,MYS,1995,77633.03387,73722.60315
Singapore,SGP,1995,124397.0784,118195.7584
Brunei,BRN,1995,2959.59,3388.26
Philippines,PHL,1995,28296.841,17379.076
Indonesia,IDN,1995,40629.167,45453.419
Australia,AUS,1995,63229.77737,53015.32319
Papua New Guinea,PNG,1995,1450.974889,3131.576022
New Zealand,NZL,1995,13794.93356,13687.33192
Vanuatu,VUT,1995,151.2037918,29.01175491
Solomon Islands,SLB,1995,155.4212191,199.7543086
Kiribati,KIR,1995,,12.56839135
Tuvalu,TUV,1995,,0.900830558
Fiji,FJI,1995,891.5712309,623.9642098
Tonga,TON,1995,77.31628832,14.64635328
Nauru,NRU,1995,,38.37999396
Marshall Islands,MHL,1995,,
Palau,PLW,1995,,
Federated States of Micronesia,FSM,1995,,
Samoa,WSM,1995,143.6933218,60.90014922
