country,id,year,imports,exports
United States of America,USA,2013,2330788.8,1578829.8
Canada,CAN,2013,508094.0438,458321.2046
Bahamas,BHS,2013,11245.55975,2457.853966
Cuba,CUB,2013,12547.86333,2949.036949
Haiti,HTI,2013,4948.62586,945.3979966
Dominican Republic,DOM,2013,18560.49206,9651.1928
Jamaica,JAM,2013,6399.144819,1348.478759
Trinidad and Tobago,TTO,2013,8799.496992,19443.46835
Barbados,BRB,2013,2106.179684,498.2771093
Dominica,DMA,2013,524.319656,197.5097626
Grenada,GRD,2013,553.5345089,135.6562291
St. Lucia,LCA,2013,1432.335148,148.0736533
St. Vincent and the Grenadines,VCT,2013,656.9427152,91.71248835
Antigua & Barbuda,ATG,2013,,124.5229792
St. Kitts and Nevis,KNA,2013,705.9902154,108.7068436
Mexico,MEX,2013,419331.1854,380026.5869
Belize,BLZ,2013,1158.246481,457.4069474
Guatemala,GTM,2013,17355.7314,9979.0786
Honduras,HND,2013,9152.276995,3927.256684
El Salvador,SLV,2013,10760.48282,5490.581959
Nicaragua,NIC,2013,5624.079971,2400.688666
Costa Rica,CRI,2013,18126.02602,11479.79603
Panama,PAN,2013,12785.7915,827.73544
Colombia,COL,2013,59396.96465,58821.87001
Venezuela,VEN,2013,51920.63476,85615.62969
Guyana,GUY,2013,1866.211959,1362.436055
Suriname,SUR,2013,700.4288207,650.100983
Ecuador,ECU,2013,27030.01181,24959.34869
Peru,PER,2013,48036.86321,41918.93247
Brazil,BRA,2013,263569.8854,241690.2616
Bolivia,BOL,2013,9352.247962,12207.56041
Paraguay,PRY,2013,12431.82013,9430.897478
Chile,CHL,2013,79178.39371,76684.31243
Argentina,ARG,2013,74002.70702,74297.39688
Uruguay,URY,2013,15223.11447,10514.14888
United Kingdom,GBR,2013,622220.7847,495778.2531
Ireland,IRL,2013,65013.3322,108544.2459
Netherlands,NLD,2013,585893.5807,659517.2382
Belgium,BEL,2013,447494.4449,452380.2633
Luxembourg,LUX,2013,26632.0599,18449.7576
France,FRA,2013,665272.9491,569234.2024
Switzerland,CHE,2013,201042.5244,229038.1197
Spain,ESP,2013,337820.8453,307795.3488
Portugal,PRT,2013,75191.2491,62226.1485
Germany,DEU,2013,1176956.813,1365713.49
Poland,POL,2013,197685.9128,196946.5826
Austria,AUT,2013,180335.8033,168809.122
Hungary,HUN,2013,98205.6457,104620.5165
Czech Republic,CZE,2013,143747.7495,160340.0048
Slovakia,SVK,2013,80471.1968,80535.487
Italy,ITA,2013,454172.8728,510179.878
Malta,MLT,2013,6021.4073,2536.8461
Albania,ALB,2013,4906.174197,2298.164115
Montenegro,MNE,2013,2354.276321,497.9533729
Macedonia,MKD,2013,6418.615157,4264.846539
Croatia,HRV,2013,20853.7218,11797.66496
Bosnia and Herzegovina,BIH,2013,8443.573439,4432.23139
Slovenia,SVN,2013,33287.4914,33880.0529
Greece,GRC,2013,61505.7375,35780.6856
Cyprus,CYP,2013,6295.5513,1887.4036
Bulgaria,BGR,2013,34011.2117,29095.5619
Moldova,MDA,2013,5475.505,2426.4242
Romania,ROU,2013,73095.8323,64502.7252
Russia,RUS,2013,314967.0206,527266.3648
Estonia,EST,2013,17729.9822,15828.3441
Latvia,LVA,2013,17835.0233,14216.1452
Lithuania,LTU,2013,34595.4117,32190.0222
Ukraine,UKR,2013,76963.96502,63308.21313
Belarus,BLR,2013,43022.5503,37132.3006
Armenia,ARM,2013,4476.797896,1480.030529
Georgia,GEO,2013,7874.328928,2905.891766
Azerbaijan,AZE,2013,10711.6938,23975.4166
Finland,FIN,2013,77157.8832,73393.7661
Sweden,SWE,2013,158998.9493,159645.766
Norway,NOR,2013,90063.32159,153253.5579
Denmark,DNK,2013,94089.9455,107494.3642
Iceland,ISL,2013,5019.759383,4997.641808
Sao Tome and Principe,STP,2013,102.8691639,7.567214463
Guinea-Bissau,GNB,2013,370.3788441,217.5233591
Equatorial Guinea,GNQ,2013,2978.271259,12602.61003
Gambia,GMB,2013,1125.182079,124.37696
Mali,MLI,2013,4023.91815,463.6659574
Senegal,SEN,2013,6066.23953,2439.922765
Benin,BEN,2013,8790.449064,884.0564188
Mauritania,MRT,2013,4082.56125,2864.416209
Niger,NER,2013,1788.022754,383.7650264
