Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
United States,French Guiana,Import,  All Products,MFN Weighted Average (%),0.902493131,0.323269374,4.206505413,,2.169481613,,,,,,,,,,,,,,,,,,,,,
United States,French Polynesia,Import,  All Products,MFN Weighted Average (%),4.780492862,2.922132996,2.627726381,,2.22233693,1.439438525,0.900718019,0.760424548,0.383877,0.329792328,1.005856521,0.923803356,1.143131812,1.218470891,1.354438483,0.835540918,0.361489198,0.433825047,1.568992272,1.031166395,0.908134083,0.596437423,0.899162136,0.474595529,0.614314224,0.609519468
United States,Gabon,Import,  All Products,MFN Weighted Average (%),0.021188118,0.535775173,1.877906729,,2.459266693,0.578613306,0.39962419,1.703339894,4.538888952,6.23350065,0.017689905,0.188351078,0.017847811,0.133567538,0.068222771,0.094355978,2.515795063,1.538239097,1.244036008,0.021235096,0.451286989,3.652728863,1.772827471,3.374337839,2.850343118,2.898173922
United States,"Gambia, The",Import,  All Products,MFN Weighted Average (%),1.677803324,2.267868892,0.318776403,,0.512613381,0.245477832,0.355876698,0.842118368,2.956342914,3.690197589,29.23121734,1.938466158,2.784612493,2.188470061,1.74947519,1.16063571,4.197009451,2.890501707,0.804448085,0.295962982,16.55197221,3.008785808,1.087193964,2.157137102,2.175356693,2.211688633
United States,Georgia,Import,  All Products,MFN Weighted Average (%),,7.924234184,1.940925311,,4.306571537,8.256230548,3.454740232,3.33365899,1.949701378,9.961172243,9.190652678,3.717592145,5.884260966,3.768521184,5.533444635,2.439189425,3.634240858,3.280281291,4.009458787,2.817847817,2.82034083,2.247395471,3.002299222,4.797597772,4.104966826,3.965248092
United States,Germany,Import,  All Products,MFN Weighted Average (%),4.012747724,4.061884421,4.053507759,,3.363491296,3.182021994,2.845640715,2.410463353,2.267477455,2.146740373,2.078813414,2.100185222,2.009023931,1.916555756,1.88960025,1.82094965,1.197229299,1.748345988,1.599900729,1.706905038,1.671615476,1.673897309,1.709515962,1.658778191,1.628529353,1.629943752
United States,Ghana,Import,  All Products,MFN Weighted Average (%),0.405886036,1.532532506,0.953729212,,0.351656813,0.322697889,0.322712812,1.635376646,4.526086585,4.391012392,4.541386545,2.532379838,3.712971107,4.134067801,3.262817713,2.758657848,3.843327874,4.182100687,0.753678401,1.13512829,1.953878911,1.533132493,0.51646018,0.665709739,0.999004753,0.998817106
United States,Gibraltar,Import,  All Products,MFN Weighted Average (%),3.880658383,5.10421602,3.601187817,,1.935122353,0.835178948,5.507661941,4.608948743,3.625698446,1.221278313,0.800174644,0.615928039,0.112804178,0.488652456,0.073764828,2.429694337,0.064476596,1.620804371,2.309287695,2.439632931,0.711195444,0.725345609,0.599201758,0.900115373,1.069279062,1.069279062
United States,Greece,Import,  All Products,MFN Weighted Average (%),8.716564029,9.131225584,7.874543989,,5.787149931,10.70405135,8.245249346,6.773072494,8.161290887,6.80234307,6.725626857,6.708655271,7.076235652,5.745750173,5.81941265,5.049524604,5.180941595,4.651360414,3.888906339,3.299870202,2.846068108,2.822314072,3.303161371,3.690377019,3.210874047,3.23036723
United States,Greenland,Import,  All Products,MFN Weighted Average (%),0.86956314,0.625754035,0.472618848,,2.002081622,1.153401612,1.552845895,2.057503228,2.665787296,3.174148975,3.300777742,3.276973625,3.030590319,3.17495872,3.398457683,2.795109909,3.057478093,2.687697629,2.29700624,2.972779921,3.632624459,3.672351301,2.967386449,2.929363735,3.470589702,3.470589702
United States,Grenada,Import,  All Products,MFN Weighted Average (%),5.95720961,5.787364998,5.420889411,,0.883950922,1.70310216,2.669203423,2.576056667,2.100367201,2.080658042,1.833238124,0.326826234,0.230819619,0.073981704,0.041788574,0.209684084,0.096409588,0.693661449,0.257366387,0.221103828,0.436493796,0.470941213,0.355422385,0.409096837,0.776934334,0.789876095
United States,Guadeloupe,Import,  All Products,MFN Weighted Average (%),1.062848541,1.423089527,2.161682456,,2.148710156,,,,,,,,,,,,,,,,,,,,,
United States,Guatemala,Import,  All Products,MFN Weighted Average (%),7.866405075,8.687499236,9.194738679,,10.87183457,9.645032146,9.41356438,11.52227929,12.86935906,10.91697984,11.04975744,11.3232489,11.84301699,11.08391477,11.28446895,10.8567517,9.841818248,10.62802328,8.080546262,10.72627434,6.873488049,7.646128868,7.103612233,8.390679032,8.731224453,8.861943942
United States,Guinea,Import,  All Products,MFN Weighted Average (%),0.011417912,0.092572208,0.068688962,,0.027617676,0.396074641,0.016092817,0.022409092,0.591328668,0.058084132,0.021656826,0.040601987,0.028308556,0.062539594,0.022177887,0.014468256,0.031900638,0.104201269,0.044512645,0.022947331,0.083740916,0.040636919,0.027983691,0.027797129,0.034063837,0.033663779
United States,Guinea-Bissau,Import,  All Products,MFN Weighted Average (%),1.145662157,4.947457718,2.681175263,,0,0.164260826,0.075621647,0.031120296,2.929289796,0.115821611,0,0,0,0.023300036,0.322894704,0.082240024,0,0.531937196,0,0,0.340647748,0.432460038,0.019697314,1.669497482,0,0
United States,Guyana,Import,  All Products,MFN Weighted Average (%),0.681866494,0.861294622,1.140727851,,4.85372096,4.673661887,4.733085386,6.995188452,5.840752631,11.17791877,5.413894242,6.134001329,5.400950394,7.268762553,2.160780681,8.42140008,4.619250942,1.267240149,5.424488887,5.826340223,3.390261343,1.847442747,1.73924065,2.485435625,3.773449556,3.901717297
United States,Haiti,Import,  All Products,MFN Weighted Average (%),11.96318236,13.98765716,13.00216032,,10.95595062,12.5744307,13.45585153,14.57567279,14.6484797,14.09873013,14.05418319,13.18449508,12.7106153,12.43635259,12.6497166,13.3400875,13.16482435,12.70948893,12.81314823,13.19461409,13.03335848,13.1041581,13.49248332,13.56614463,13.58762652,13.58707092
United States,Heard Island and McDonald Isla,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,2.035910769,3.005493641,,9.767707245,4.040681902,11.30000019,0,0,0.917004082,,,4.410564639,0,,1.652124007,0,0
United States,Holy See,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,2.250961321,2.485594727,8.439626843,2.862206879,2.816234412,7.659111227,2.056720717,0.170614315,2.708542773,3.118395158,2.721568287,4.938369139,1.426484556,1.629911144,0.957724247,1.027122446,1.027122446
United States,Honduras,Import,  All Products,MFN Weighted Average (%),7.276199659,8.877937372,10.21285864,,11.09973768,11.12824941,12.21422704,12.47200587,12.8104918,11.94128297,11.8658434,11.53785684,11.49040825,10.78264219,10.37074547,10.24814795,10.62289745,10.27625967,9.842863599,10.10893787,9.723805402,9.599665685,9.402915495,9.424446183,9.690015768,9.70046685
United States,"Hong Kong, China",Import,  All Products,MFN Weighted Average (%),8.917146648,8.744759254,8.355635928,,7.548419778,7.026766948,6.905189322,6.991934559,6.653156771,6.470630137,7.013833328,6.791595627,6.711846241,6.588557296,6.456976777,6.019336027,5.448151251,4.825765439,3.33510774,2.891814403,3.027076041,2.909313131,2.857806312,2.731249416,2.243377675,2.244733989
United States,Hungary,Import,  All Products,MFN Weighted Average (%),5.794711454,6.53874903,6.281240288,,4.978767968,3.778314628,2.70721981,1.845143442,1.334862343,2.091501055,2.731914668,1.922367111,1.419216666,1.337695621,1.089057694,1.248664976,0.785908339,1.180365762,1.070429742,1.245159736,1.380742581,1.428886651,1.599250395,1.842215789,1.918808172,1.918015141
United States,Iceland,Import,  All Products,MFN Weighted Average (%),1.147151201,1.081767106,0.889095112,,1.00154545,1.08365505,0.820872198,0.606814862,0.417040667,0.500395041,0.574524067,0.550298778,0.667957973,0.712065095,0.64670304,0.561415261,1.03925587,1.120058815,0.912272037,0.914102455,1.023969291,0.891062523,0.63630901,0.645687589,0.665654727,0.669001088
United States,India,Import,  All Products,MFN Weighted Average (%),5.516137172,5.764128157,5.569380698,,5.54847374,5.281646889,5.155421166,4.989852123,4.473310185,4.570528132,4.922106408,4.563988841,4.525555924,4.220305577,4.44554348,4.307955402,4.018829064,3.702910497,4.047032777,3.831485907,3.563365442,3.28544697,3.366966344,3.379643073,3.336215876,3.342297359
United States,Indonesia,Import,  All Products,MFN Weighted Average (%),8.026561615,8.42732961,8.48038285,,7.07863906,6.807618782,6.564401578,5.769811312,5.728559082,5.781708054,5.998395067,5.736112117,5.396427425,4.958925494,4.978098383,5.442530445,5.37608831,5.139316743,5.78415293,5.605542092,5.430939509,5.706241234,5.829761518,5.601702083,5.899713902,5.897129576
United States,"Iran, Islamic Rep.",Import,  All Products,MFN Weighted Average (%),3.831834312,4.116565359,3.959613894,,1.451973754,,0,4.150000095,0,2.14856302,1.960000468,1.61106818,1.359188612,1.153560837,1.088666536,1.081519136,0.819413239,0.927600142,1.26482095,1.093348434,0.813264692,0.797466678,0,,0,0
United States,Iraq,Import,  All Products,MFN Weighted Average (%),,,,,,,0.400000006,,33.01757784,12.83421484,12.24827025,7.913446847,8.018648334,6.541039109,7.222184575,0.423746369,5.889180325,4.615606502,4.253415456,3.662987292,3.072664904,6.103265299,1.324041543,6.357590381,0.951097157,0.965919335
United States,Ireland,Import,  All Products,MFN Weighted Average (%),4.470670306,4.279640767,4.298680356,,2.658225302,3.345420976,3.722828848,3.570423287,3.565461588,3.906958383,3.385287843,2.757739086,2.622035687,2.251719436,2.272763746,2.289007046,1.668789035,2.107955962,2.142754734,2.007980183,1.944940915,1.979725091,2.324759545,2.046200752,1.685420615,1.680887137
United States,Israel,Import,  All Products,MFN Weighted Average (%),3.472139088,3.739466383,3.695540657,,3.443001844,2.968428221,2.582040586,2.12423134,1.759694653,1.373585975,1.362194124,1.293144322,1.19653914,1.140934761,1.075675684,0.8926797,0.690931447,0.836339374,0.735791708,0.761486849,0.673671834,0.749471518,0.681979923,0.717720894,0.673105607,0.67451381
United States,Italy,Import,  All Products,MFN Weighted Average (%),6.357111973,6.366023244,6.058161861,,5.494087852,5.348478746,5.059565071,4.638431026,4.422893494,4.17466919,4.183562806,4.003380376,3.898055208,3.618516777,3.399235994,3.351689764,3.201564418,3.189685787,2.924303893,2.966662889,2.98878853,2.898305219,2.792200756,2.723787951,2.670587558,2.679064088
United States,Jamaica,Import,  All Products,MFN Weighted Average (%),8.394706637,8.698270374,10.49968678,,12.10571653,11.14950044,12.33823025,11.31077143,9.736636322,7.477447117,7.493257947,6.385275627,5.007096225,8.76962647,5.169487373,5.351559324,3.310568654,3.426174299,3.538269386,4.425586541,3.428875889,3.31246775,2.191068085,3.214227726,3.670463875,3.780088007
United States,Japan,Import,  All Products,MFN Weighted Average (%),3.509304193,3.470650128,3.387663639,,2.90060392,2.645937397,2.420298242,2.062533527,1.854145225,1.89570526,1.976608255,2.118660149,2.004191799,1.914089017,1.795707353,1.852870422,1.024521274,1.891998158,1.843212896,1.901999605,1.75543035,1.803611831,1.824628235,1.803673456,1.813536133,1.814475052
United States,Jordan,Import,  All Products,MFN Weighted Average (%),5.609544129,9.141808697,10.97012711,,10.78297129,10.15116928,5.974534816,6.28486345,6.071501611,10.94510285,12.39665467,12.77952735,12.51578077,12.16130727,12.13660015,12.27765594,12.62593144,12.781516,12.79346197,12.87858279,13.17521873,13.46461542,13.49764191,13.63330496,13.79182397,13.78965891
United States,Kazakhstan,Import,  All Products,MFN Weighted Average (%),,0.703532312,2.617117758,,3.400086498,3.592516527,2.492983606,3.09668058,2.93801119,2.404235484,2.831263504,3.808541896,4.600927603,6.066941253,6.19553791,4.699534039,5.137888876,4.637680325,5.263902684,4.981938871,4.597658583,5.684340614,5.459743993,5.275190102,4.831803146,4.944314044
United States,Kenya,Import,  All Products,MFN Weighted Average (%),2.510297116,3.533295017,5.534487688,,6.142395701,6.145928425,5.191158702,4.953575448,5.354905203,5.271201973,6.515602211,8.01218755,8.785704753,8.893305211,8.92272518,8.543515185,9.234256844,8.855990555,9.06892427,8.773092663,9.74827896,9.147871013,10.04917952,9.995305946,9.543286568,9.534507382
United States,Kiribati,Import,  All Products,MFN Weighted Average (%),1.405447175,4.736844431,0.842400184,,0.193051682,0.064380654,0.058621282,0.065149016,0.003799623,0.025172025,0.059426283,0,0.012196394,0.059229969,0.026829039,0.145118946,0.138860899,0.060117129,0.645770209,0.114139589,0.026306099,0.620358742,0,0.003298864,0.005738429,0.005738429
United States,"Korea, Dem. Rep.",Import,  All Products,MFN Weighted Average (%),,,,,,,,,2.400000095,0,1.240741552,0,12.9943676,5.037181103,4.599999905,,,,,0,,,,,,
United States,"Korea, Rep.",Import,  All Products,MFN Weighted Average (%),6.750233727,6.635733448,6.168985809,,3.69018766,3.331942081,3.34807486,3.262416465,3.010815356,2.568278682,2.872904378,2.681690839,2.369122375,2.109226924,2.133557719,2.12783836,1.830956538,1.730187169,1.676671546,1.703686462,1.673940328,1.863832194,1.849989648,1.817335146,1.91663231,1.919864558
United States,Kuwait,Import,  All Products,MFN Weighted Average (%),6.761097336,7.577083374,10.50788638,,5.851585788,2.035781409,0.432853853,2.220862621,12.94818212,11.20149642,7.843330534,6.631190341,4.661829278,2.458391817,5.007749718,2.08534261,2.398175681,0.454332166,3.094702304,0.944348921,0.008828832,1.518424779,2.38538559,3.111176544,1.499658223,1.525379379
United States,Kyrgyz Republic,Import,  All Products,MFN Weighted Average (%),,0.862744983,0.677711474,,0.163725383,0.225195073,0.328743558,1.100863654,7.232855101,7.121190603,3.694808917,10.20793322,9.62814032,7.428319875,13.99434278,6.839649288,1.512249069,2.487976973,14.70299547,4.364448466,3.187344067,3.730284393,4.514688118,4.574359242,0.387821698,0.38785248
United States,Lao PDR,Import,  All Products,MFN Weighted Average (%),9.066674792,14.24487395,13.92329255,,14.61945741,15.32102455,15.82495789,16.43019534,15.06152067,15.73700417,16.19621655,14.3799055,12.38344806,7.617204698,10.09029386,11.55112782,6.829946168,8.965595212,7.500254334,8.441272508,8.080282696,9.477016064,7.823424116,7.961020345,6.372650396,6.372183117
United States,Latin America & Caribbean,Import,  All Products,MFN Weighted Average (%),5.426404635,5.674127827,5.784619422,,6.009808346,5.844369874,4.836762779,5.469847469,6.242873897,5.084363534,5.124593332,4.763572643,4.698650147,4.347019963,4.23693828,4.136805298,2.955377509,3.738619004,3.838767985,3.862588742,3.807661344,3.728571685,3.743218573,3.867903052,3.962526076,3.985912173
United States,Latvia,Import,  All Products,MFN Weighted Average (%),,2.082374123,4.214620369,,4.160412828,7.655667445,3.246972275,5.340884114,25.58188045,11.40470933,7.371581216,6.582790094,6.629363103,5.344672095,4.894848615,5.489569731,5.159903035,2.735364695,2.673367641,1.652701806,2.334088011,1.455852434,1.041622614,1.165430969,1.103466654,1.102632265
United States,Lebanon,Import,  All Products,MFN Weighted Average (%),6.724019339,8.278944128,6.905091213,,6.503925206,14.60639753,11.58616775,18.05473165,9.145706595,13.78025106,16.50444078,7.520057048,13.36212862,4.516939515,3.039699666,2.93446951,3.435154303,3.469784628,4.051311334,3.243902903,3.395477181,3.933435805,3.989311354,4.109309132,3.896625844,3.881781135
United States,Lesotho,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,11.82022983,11.83175598,12.59605996,12.28942821,11.85748924,11.47878798,11.48808654,10.58960203,11.45200461,11.91501106,12.14925617,11.02090745,13.6527168,13.62296451,12.14021059,13.87790006,13.87720379
United States,Liberia,Import,  All Products,MFN Weighted Average (%),0.066070889,0.019521919,0.152102011,,0.055379722,0.070993111,0.410008606,0.053184818,0.019340558,0.044590767,0.004539381,0.024845797,0.027014028,0.013959918,0.033363871,0.503242015,0.001902507,0.003199506,0.171814759,1.119888921,0.009507564,0.008946182,0.026048096,0.057483438,0.017693666,0.017834354
United States,Libya,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,,,,,2.298845582,5.595198882,5.384858213,5.040109455,5.42809973,5.524137301,4.765310596,4.313255142,6.722199271,6.465895555,5.388340419,5.344102314,5.435604899
United States,Lithuania,Import,  All Products,MFN Weighted Average (%),,6.200092466,7.412630941,,10.31522115,11.61052614,6.763347096,9.380598541,16.12985904,8.961189446,7.620728027,7.410318488,6.529017638,5.722008858,5.263915391,5.409915907,4.109042864,4.870449355,5.784726374,5.645633574,5.115802895,5.410426555,6.033499318,5.526891563,5.458585619,5.485290798
United States,Luxembourg,Import,  All Products,MFN Weighted Average (%),,,,,,,,,2.827819788,2.149592557,1.945790556,1.916317091,1.610848502,1.451535466,1.507477787,0.92996569,0.727462788,0.865771235,0.931798475,1.101582384,1.133519144,1.21593826,1.099113348,0.965976942,0.989058458,0.991323995
United States,Macao,Import,  All Products,MFN Weighted Average (%),12.4998412,12.6972053,13.09487255,,12.83870724,13.56899211,13.81039572,13.64682936,13.31719549,12.82633443,12.81005612,12.58033684,12.56415589,12.63876887,11.89350206,11.56554587,11.07304724,10.6054638,9.789337676,8.079364623,7.383364313,6.401979626,5.449000823,3.918844084,11.17451435,11.21319873
United States,"Macedonia, FYR",Import,  All Products,MFN Weighted Average (%),,,12.30021123,,11.43146168,16.18796279,14.40554744,11.91155078,16.49124326,10.74888375,15.48969442,19.51914983,15.26618912,17.27108173,15.80995383,13.2436515,10.52690204,10.25347592,29.99282619,21.56644634,23.34722184,18.12808482,25.95576229,9.067670791,7.557947182,7.553279992
United States,Madagascar,Import,  All Products,MFN Weighted Average (%),0.275980722,0.387354839,0.973892476,,9.047814203,3.725378222,6.150760062,4.305651668,11.17572372,9.954679906,8.810042256,6.657592023,6.156088351,7.879305164,9.645906893,9.745713143,10.50374927,10.76176639,11.0192956,7.05464931,6.50686174,5.729435572,2.097767764,1.668595418,2.492867304,2.492924986
United States,Malawi,Import,  All Products,MFN Weighted Average (%),35.01146995,34.34444287,36.14391445,,26.92626641,48.08308138,53.29706674,49.01682382,46.52972095,39.4585776,46.77966935,44.43770197,39.66132096,32.77445318,44.61199791,42.89295593,41.40645563,42.05675178,44.44804556,41.26981416,35.97102805,40.53503092,39.64270119,32.74393833,35.00706603,35.67187408
United States,Malaysia,Import,  All Products,MFN Weighted Average (%),4.279411528,4.062253901,3.696733178,,2.543349079,2.252321436,1.880318502,1.460574893,1.391058057,1.154389157,1.234396911,1.113157516,0.971610633,0.93854483,0.779000171,0.752347426,0.756148112,0.851210744,0.840691611,0.944708217,1.010028616,0.975235868,0.955174298,0.889240478,0.835627678,0.835584279
United States,Maldives,Import,  All Products,MFN Weighted Average (%),12.21927382,12.55270966,12.68577212,,11.42721427,12.54944829,11.30840822,9.357094906,9.729642162,11.25742813,10.84719517,9.489980738,8.293261633,7.917341107,6.968599505,0.306221112,0.06967949,1.333226248,1.900678493,0.012647874,0.003161997,0.004869157,0.00264529,0.013646807,0.025076035,0.025066019
United States,Mali,Import,  All Products,MFN Weighted Average (%),4.39508166,3.09207371,5.241520371,,4.152157197,2.543930405,2.667377789,2.07855826,2.153030499,0.859238754,0.919568259,1.214858134,2.172731261,15.47202769,1.517388975,0.802254406,1.100391241,0.903150668,0.986717004,1.208015764,1.302694925,1.08107693,0.954340056,0.909554571,1.688623139,1.68927723
United States,Malta,Import,  All Products,MFN Weighted Average (%),4.834354769,4.467814856,4.867061461,,2.350513788,1.604276166,1.317475985,1.039402794,1.074713599,1.451193954,0.97929247,1.049630752,0.985130091,1.019932442,0.925348825,2.162403273,1.447240797,0.935177404,1.101692571,1.260694237,0.98692967,1.167552923,0.73809032,1.077496049,0.812986483,0.812951589
United States,Marshall Islands,Import,  All Products,MFN Weighted Average (%),,0.408223548,0.769433348,,0.023893965,0.532951433,0.118725622,1.096384244,0.09106562,0.277208879,5.698262979,1.095340399,1.329531355,1.202055182,0.421190877,0.424060511,0.229185872,0.471687937,1.170218825,2.120379474,4.655869792,3.214763847,2.649128311,1.607518894,1.255076406,1.255477892
United States,Martinique,Import,  All Products,MFN Weighted Average (%),1.347364786,0.903152824,2.150032732,,0.88358798,,,,,,,,,,,,,,,,,,,,,
United States,Mauritania,Import,  All Products,MFN Weighted Average (%),0.084878653,0.431203097,3.108070204,,0,0.381687216,14.2893317,3.703832457,0.975771585,7.352586835,1.2056361,4.685407254,1.296828726,0.245718263,1.542773015,0.676612503,1.388557083,0.362655272,0.489111148,1.234262113,0.905378464,0.974431691,0.729651364,0.819344245,0.370730896,0.370715525
United States,Mauritius,Import,  All Products,MFN Weighted Average (%),11.93634336,12.20845074,12.5572014,,12.4338132,12.01794088,11.80495034,13.92792316,12.31537094,11.52662519,13.76493926,11.06587031,10.72389131,13.81474847,11.54705041,11.19235464,10.87768117,8.845032082,9.229192296,11.15475859,11.83577564,11.76928228,10.06521618,8.939394746,9.158744631,9.220013756
United States,Mayotte,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,,2.423970658,3.700000048,,,,5,0.171217799,6.857714114,0.409647034,0.123085241,3.650000095,2.237989011,1.225279691,,,
United States,Mexico,Import,  All Products,MFN Weighted Average (%),4.53143964,4.598732845,4.690064666,,4.978610579,5.15867949,4.62217523,4.576395385,4.440533368,3.999380594,4.319481149,4.234506039,4.209245604,3.907898299,3.755423821,3.773163296,1.836539278,3.429116136,3.475096503,3.548548748,3.572649052,3.53053824,3.719012954,3.842819934,3.814045922,3.827155977
United States,"Micronesia, Fed. Sts.",Import,  All Products,MFN Weighted Average (%),,13.00310472,11.41646177,,11.17231895,13.48172536,13.57786262,14.10568095,14.95784285,14.10242763,13.2252431,12.92204391,12.84014079,12.28864455,8.956014078,0.837641316,0.031955477,0.22557275,0.419655183,0.389399372,0.986362434,2.182592382,1.048189906,2.314449415,1.776421406,1.776421406
United States,Middle East & North Africa,Import,  All Products,MFN Weighted Average (%),5.888085348,6.016380161,5.665101915,,5.485708821,5.081366574,2.192687124,4.1371082,7.977887518,4.591805796,4.120139337,3.049251695,3.091611186,3.022119423,2.875799806,2.599442113,2.393161416,2.564030005,2.458459771,2.464837132,2.549206862,2.622726916,2.594728916,2.796946282,2.536400988,2.549099602
United States,Moldova,Import,  All Products,MFN Weighted Average (%),,10.09760015,12.98687048,,4.025301564,6.681594923,6.236775424,5.363128513,4.194136758,4.335146125,5.759600786,10.14503784,11.37944365,12.68952892,11.57182335,8.25670845,10.75352101,8.701225908,8.585233972,7.645098577,6.47404894,5.003778322,3.889836072,3.990734698,4.698036243,4.739378703
United States,Mongolia,Import,  All Products,MFN Weighted Average (%),1.722961469,7.322437462,7.754308662,,9.69800968,11.09859358,11.92138617,13.54104523,13.4287685,12.46434429,12.12713696,11.77589439,11.21065176,11.27332912,11.18030179,11.39232748,10.49659516,9.179582747,1.985163392,5.000067168,2.258014384,1.00313249,0.512639256,1.605618978,1.7954926,1.48910199
United States,Montenegro,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,,,,,,,,3.980767699,1.458708793,3.253990151,1.173768002,2.861132095,1.48603458,1.341093542,0.861076607,1.772292365,1.744477499
United States,Montserrat,Import,  All Products,MFN Weighted Average (%),4.434016041,2.713293762,7.632913697,,5.250562732,4.741610817,4.294835061,1.879149089,3.293858592,1.668249521,2.385934446,2.600914865,0.876374978,3.883083692,1.504207629,0.279265084,0.467466953,0.746338642,1.340112452,0.753498593,3.731790278,0.711412526,1.823345445,1.595496393,0.635210302,0.63523386
United States,Morocco,Import,  All Products,MFN Weighted Average (%),4.092532356,3.903818207,4.230904674,,3.610325551,3.354679395,3.521431617,4.462589403,4.626769781,4.62679124,5.024327159,3.357623971,3.71558208,4.312142938,3.387314231,3.932358639,3.516628412,2.341027422,2.709256995,2.167864491,2.340836466,2.466818658,2.626109753,2.886268565,2.916440065,2.919484474
United States,Mozambique,Import,  All Products,MFN Weighted Average (%),0.816687002,0.578497398,3.439990111,,76.58302604,11.33303645,14.27118208,34.86689847,0.116412579,48.2107175,87.20161707,76.919695,78.63964499,64.37101683,60.34759285,67.95436495,2.251117739,0.540900634,1.947812424,27.33001552,1.474534269,1.860420422,3.623872078,6.587787473,7.469902967,7.913352879
United States,Myanmar,Import,  All Products,MFN Weighted Average (%),6.706058405,10.12180763,8.212958535,,11.84634498,13.86650238,13.44104349,13.82586909,13.15647649,13.60684984,13.33299595,12.5267291,12.53551675,,,,,,1.875,,,,1.653265065,3.439817923,6.460041802,6.465949112
United States,Namibia,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,5.005727625,1.085888239,2.671807318,5.17224693,5.354925049,6.804645243,6.130667664,1.999628111,0.056378921,0.035768001,0.032565483,0.47827358,0.037077453,0.034413185,0.047984193,0.078993935,0.080996382
United States,Nauru,Import,  All Products,MFN Weighted Average (%),0.404979714,6.302107699,6.299602308,,1.449161398,5.572887895,5.643307033,4.725289428,2.695726834,0.040343339,3.913368774,2.88974151,0.938005167,1.924545307,2.355434858,1.482776897,0.897198826,0.666422054,1.23187393,3.833273512,1.476179242,1.80656778,0.547270547,1.713060829,1.048689196,1.093288842
United States,Nepal,Import,  All Products,MFN Weighted Average (%),13.08431334,12.28691405,10.86592272,,11.11954725,11.20047486,11.04501899,10.18887152,9.55005747,9.551525473,9.583525379,8.848460494,9.029303713,8.026304437,6.487628999,6.064705305,4.589954191,3.632275403,3.993704334,4.349831621,4.01306488,3.516534464,3.682546718,3.880233089,4.043179046,3.99926817
United States,Netherlands,Import,  All Products,MFN Weighted Average (%),4.048023519,4.137942007,3.941212324,,3.748359107,3.113463395,2.739487531,2.53485251,3.21296913,2.528208068,2.377719788,2.068069629,2.239230794,2.377692757,2.935242646,2.929988265,2.252049709,2.948884955,2.595451038,2.444478954,2.779937899,2.55036926,2.347126672,2.097522358,1.84663435,1.854192766
United States,Netherlands Antilles,Import,  All Products,MFN Weighted Average (%),8.128595773,7.983795457,7.963193071,,7.545377382,7.706628939,2.429988023,6.778008166,33.26799462,13.38971365,11.25488884,7.114860451,6.760801432,6.537538603,6.988572878,6.747674238,6.226823687,6.360809418,6.25517114,,,,,,,
United States,New Caledonia,Import,  All Products,MFN Weighted Average (%),0.164536674,0.273165277,0.160222605,,0.114498451,0.067275647,0.344564582,0.127927113,0.044444102,0.095502876,0.260338911,0.54228298,0.216232223,0.709846845,0.199174201,0.172425699,0.153227402,0.181513929,0.268737845,0.131242644,0.028217917,0.087341615,0.070424475,0.054327429,0.248371382,0.248093107
United States,New Zealand,Import,  All Products,MFN Weighted Average (%),3.551522627,3.627987648,3.427253014,,4.596932176,4.463378931,5.043405744,5.390027394,5.108930284,4.754900257,5.400506001,5.033281415,4.903615544,4.899353843,4.847514966,4.803450933,5.125439614,4.506503645,4.735000499,4.385696959,4.428155828,5.048534301,4.690104201,4.938357336,5.0458952,5.163653948
United States,Nicaragua,Import,  All Products,MFN Weighted Average (%),3.015067589,4.371230565,4.975480134,,12.99990711,9.794089308,9.411284065,12.79956067,11.44772334,11.40498844,9.595798476,10.90710805,10.50242886,10.25031255,11.31630629,10.58869775,11.28915073,9.344297731,10.49708571,9.935276866,9.484844348,9.757471144,9.162397747,9.150600614,8.907219111,8.941145533
United States,Niger,Import,  All Products,MFN Weighted Average (%),6.337775043,5.018937574,6.382236258,,3.861530291,4.782420131,0.138206955,2.783448686,27.00225702,0.866238491,2.77827075,1.811374553,1.75146608,6.299360147,6.934105681,6.699488417,0.489740247,1.296578605,6.91263889,6.405722937,6.880080357,6.514854266,1.823695594,2.863248218,1.807790193,1.451964097
United States,Nigeria,Import,  All Products,MFN Weighted Average (%),6.04696651,5.778717432,6.626838275,,6.427810838,7.314162843,0.527253162,7.331614057,36.08984287,11.58320178,7.541615788,6.94062245,4.238421775,4.593935935,5.138564292,3.781403789,3.536842003,5.037605996,5.581633887,5.618874073,6.516461984,6.263012539,6.434055282,5.714190519,5.563098685,5.565290463
United States,Niue,Import,  All Products,MFN Weighted Average (%),4.650000095,8.552403159,5.550759903,,3.880621011,2.331213782,1.3895014,18.74483895,0.167571212,0.835250963,6.024832359,0,7.962105605,6.058439124,6.565482957,3.335896802,1.323421478,0.697941931,4.011050625,4.603741888,0.755947259,1.326029186,2.435508786,1.23034283,1.557721735,1.557721735
