year,importer1,importer2,flow1,flow2
1996,United States of America,Canada,159746.41,126088.38
1996,United States of America,Bahamas,178.3,797.5
1996,United States of America,Cuba,0,6.0500002
1996,United States of America,Haiti,151.3,520.84998
1996,United States of America,Dominican Republic,3677,659.91528
1996,United States of America,Jamaica,889.79999,1639.88
1996,United States of America,Trinidad and Tobago,1105.5,817.83118
1996,United States of America,Barbados,42.5,360.84164
1996,United States of America,Dominica,8.5,53.171349
1996,United States of America,Grenada,4,65.451088
1996,United States of America,St. Lucia,23.200001,115.63366
1996,United States of America,St. Vincent and the Grenadines,6.9000001,56.700989
1996,United States of America,Antigua & Barbuda,8.8000002,81.699997
1996,United States of America,St. Kitts and Nevis,24.6,57.200001
1996,United States of America,Mexico,74111.102,74391.898
1996,United States of America,Belize,72.699997,141.017
1996,United States of America,Guatemala,1785.5,1409.5981
1996,United States of America,Honduras,1899.8,857.59998
1996,United States of America,El Salvador,1111.3,1063.5658
1996,United States of America,Nicaragua,367.79999,368.20001
1996,United States of America,Costa Rica,2121,1651.1741
1996,United States of America,Panama,388.10001,1052.0571
1996,United States of America,Colombia,4525.1001,5194.9673
1996,United States of America,Venezuela,13718.6,4115
1996,United States of America,Guyana,129.39999,150.37
1996,United States of America,Suriname,101.6,186.5
1996,United States of America,Ecuador,2121.3999,1174.0812
1996,United States of America,Peru,1337.1,2575.6995
1996,United States of America,Brazil,9296.7002,13016.14
1996,United States of America,Bolivia,283.89999,459.1171
1996,United States of America,Paraguay,46.5,341.55441
1996,United States of America,Chile,2580.5,4109.4199
1996,United States of America,Argentina,2450.7,4749.2998
1996,United States of America,Uruguay,273,405.79901
1996,United States of America,United Kingdom,29699.9,36002.164
1996,United States of America,Ireland,4870.5,5528.9663
1996,United States of America,Netherlands,7011.8999,14689.126
1996,United States of America,Belgium,6703.978,8784.5273
1996,United States of America,Luxembourg,483.62271,633.71289
1996,United States of America,France,19196.4,21455.014
1996,United States of America,Monaco,-9,-9
1996,United States of America,Liechtenstein,-9,-9
1996,United States of America,Switzerland,8028.7998,5578.1836
1996,United States of America,Spain,4563.3999,7719.5386
1996,United States of America,Andorra,-9,-9
1996,United States of America,Portugal,1066.8,1083.1189
1996,United States of America,Germany,39989.398,32551.436
1996,United States of America,Poland,668.5,1645.926
1996,United States of America,Austria,2281.3,3002.0632
1996,United States of America,Hungary,702,568.88702
1996,United States of America,Czech Republic,463.39999,1033.5291
1996,United States of America,Slovakia,133.60001,323.11786
1996,United States of America,Italy,19001.4,10160.695
1996,United States of America,San Marino,-9,-9
1996,United States of America,Malta,211.39999,193.35718
1996,United States of America,Albania,11.2,11.251791
1996,United States of America,Macedonia,131.39999,67.93943
1996,United States of America,Croatia,75.699997,212.83
1996,United States of America,Yugoslavia,-9,-9
1996,United States of America,Bosnia and Herzegovina,9.6000004,64.239998
1996,United States of America,Slovenia,304.70001,325.48099
1996,United States of America,Greece,535.70001,952.20001
1996,United States of America,Cyprus,18.5,670.97675
1996,United States of America,Bulgaria,136.39999,111.707
1996,United States of America,Moldova,32,33.118999
1996,United States of America,Romania,269.10001,375.79999
1996,United States of America,Russia,3745.2,2895.5959
1996,United States of America,Estonia,65.199997,73.279198
1996,United States of America,Latvia,106.5,52.690449
1996,United States of America,Lithuania,37.200001,92.7929
1996,United States of America,Ukraine,575.09998,569.79999
1996,United States of America,Belarus,56.700001,151.657
1996,United States of America,Armenia,1.4,103.5644
1996,United States of America,Georgia,7.8000002,32.785
1996,United States of America,Azerbaijan,5.0999999,16.814199
