year,importer1,importer2,flow1,flow2
2006,United States of America,Canada,307823.09,211108.89
2006,United States of America,Bahamas,475.39999,2516.9099
2006,United States of America,Cuba,0.2,382.47
2006,United States of America,Haiti,508.5,890.22998
2006,United States of America,Dominican Republic,4649.2002,6016.4858
2006,United States of America,Jamaica,561.5,2287.8005
2006,United States of America,Trinidad and Tobago,8822.4004,1776.28
2006,United States of America,Barbados,35.200001,611.77069
2006,United States of America,Dominica,3.4000001,74.800003
2006,United States of America,Grenada,4.8000002,83.160004
2006,United States of America,St. Lucia,32.200001,166.75999
2006,United States of America,St. Vincent and the Grenadines,2,64.019997
2006,United States of America,Antigua & Barbuda,5.9000001,194.2
2006,United States of America,St. Kitts and Nevis,57.099998,187.33
2006,United States of America,Mexico,200515.5,143342.14
2006,United States of America,Belize,156,262.67999
2006,United States of America,Guatemala,3326.3,4251.1787
2006,United States of America,Honduras,3893.1001,2102.8892
2006,United States of America,El Salvador,1919,2718.542
2006,United States of America,Nicaragua,1580.3,636.75433
2006,United States of America,Costa Rica,4083.8,4576.915
2006,United States of America,Panama,404.79999,1258.8954
2006,United States of America,Colombia,9826.4004,6777.4346
2006,United States of America,Venezuela,38386.102,9351.0088
2006,United States of America,Guyana,140.7,197.23
2006,United States of America,Suriname,171.60001,73.672943
2006,United States of America,Ecuador,7572,2738.8123
2006,United States of America,Peru,6155.1001,2689.8413
2006,United States of America,Brazil,28031.199,16341.741
2006,United States of America,Bolivia,377.60001,346.35995
2006,United States of America,Paraguay,68.300003,349.15964
2006,United States of America,Chile,10291,6169.4922
2006,United States of America,Argentina,4276.8999,4292.1494
2006,United States of America,Uruguay,547.40002,530.53003
2006,United States of America,United Kingdom,54629.602,42728.621
2006,United States of America,Ireland,28777.6,8400.7256
2006,United States of America,Netherlands,18081.301,32513.014
2006,United States of America,Belgium,14789.9,19258.738
2006,United States of America,Luxembourg,559.09998,794.99847
2006,United States of America,France,38088.602,24761.906
2006,United States of America,Monaco,-9,-9
2006,United States of America,Liechtenstein,-9,-9
2006,United States of America,Switzerland,14774.2,8725.5332
2006,United States of America,Spain,10401.8,8871.5576
2006,United States of America,Andorra,-9,-9
2006,United States of America,Portugal,3144.8,978.17749
2006,United States of America,Germany,91222,42440.805
2006,United States of America,Poland,2376.7,1664.54
2006,United States of America,Austria,8526.5,3078.9092
2006,United States of America,Hungary,2645.3999,1105.183
2006,United States of America,Czech Republic,2455.6001,1269.8137
2006,United States of America,Slovakia,1386.2,288.05029
2006,United States of America,Italy,34107,13461.863
2006,United States of America,San Marino,-9,-9
2006,United States of America,Malta,380.20001,222.4106
2006,United States of America,Albania,25.1,31.353758
2006,United States of America,Montenegro,0.60606569,33.922375
2006,United States of America,Macedonia,44.900002,41.098942
2006,United States of America,Croatia,360.79999,372.05997
2006,United States of America,Yugoslavia,-9,-9
2006,United States of America,Bosnia and Herzegovina,27,56.540001
2006,United States of America,Slovenia,505.89999,249.3409
2006,United States of America,Greece,1070.1,1138.6472
2006,United States of America,Cyprus,54.799999,105.1265
2006,United States of America,Bulgaria,495.39999,467.70859
2006,United States of America,Moldova,39.200001,35.8633
2006,United States of America,Romania,1194,1263.9885
2006,United States of America,Russia,20731.1,6417.4453
2006,United States of America,Estonia,560.09998,156.09801
2006,United States of America,Latvia,316.60001,106.9997
2006,United States of America,Lithuania,611.20001,313.8866
2006,United States of America,Ukraine,1764.6,879.77179
2006,United States of America,Belarus,584.79999,284.09061
2006,United States of America,Armenia,48,106.30623
2006,United States of America,Georgia,117.6,129.76096
2006,United States of America,Azerbaijan,741.5,197.9863
2006,United States of America,Finland,5176.1001,1738.2313
2006,United States of America,Sweden,14230,4431.2607
2006,United States of America,Norway,7380.2998,3431.5952
2006,United States of America,Denmark,5707.3999,2487.6736
2006,United States of America,Iceland,262,783.2113
2006,United States of America,Cape Verde,-9,-9
2006,United States of America,Sao Tome and Principe,0,4.0700002
2006,United States of America,Guinea-Bissau,0.5,6.27
2006,United States of America,Equatorial Guinea,1825.3,606.76001
2006,United States of America,Gambia,0.2,23.32
2006,United States of America,Mali,8.1999998,47.630001
2006,United States of America,Senegal,22.200001,108.3389
2006,United States of America,Benin,0.60000002,127.16
2006,United States of America,Mauritania,53.700001,99.330002
2006,United States of America,Niger,125,142.12
2006,United States of America,Ivory Coast,755.90002,134.93874
2006,United States of America,Guinea,115.3,71.279999
2006,United States of America,Burkina Faso,0.80000001,48.3069
2006,United States of America,Liberia,144.3,74.690002
2006,United States of America,Sierra Leone,43.900002,43.23
2006,United States of America,Ghana,209.60001,318.56
2006,United States of America,Togo,3.9000001,20.578012
2006,United States of America,Cameroon,292.10001,132
2006,United States of America,Nigeria,28959.301,2453.8799
2006,United States of America,Gabon,1416.4,148.72
2006,United States of America,Central African Republic,4.4000001,27.5
2006,United States of America,Chad,2021.3,66.330002
2006,United States of America,Congo,3184.5,151.8
2006,United States of America,Democratic Republic of the Congo,86,77.769997
2006,United States of America,Uganda,23.799999,89.719803
2006,United States of America,Kenya,374.70001,340.45627
2006,United States of America,Tanzania,36.200001,176.88
2006,United States of America,Burundi,1.9,9.9653578
2006,United States of America,Rwanda,9.1999998,12.87
2006,United States of America,Somalia,0.40000001,22
2006,United States of America,Djibouti,3.4000001,52.580002
2006,United States of America,Ethiopia,85.400002,152.83972
2006,United States of America,Eritrea,0.89999998,8.8000002
2006,United States of America,Angola,12174.4,1705.33
2006,United States of America,Mozambique,17.700001,65.100998
2006,United States of America,Zambia,28.700001,58.090961
2006,United States of America,Zimbabwe,107.2,138.15733
2006,United States of America,Malawi,64,50.27
2006,United States of America,South Africa,7751,5697.9668
2006,United States of America,Namibia,118.8,126.8
2006,United States of America,Lesotho,428.39999,3.8
2006,United States of America,Botswana,253.5,26.799999
2006,United States of America,Swaziland,164.60001,12.1
2006,United States of America,Madagascar,298.10001,65.072441
2006,United States of America,Comoros,1.6,0
2006,United States of America,Mauritius,229.5,73.653473
