year,importer1,importer2,flow1,flow2
2005,United States of America,Canada,291943.5,195360.28
2005,United States of America,Bahamas,726.29999,1945.79
2005,United States of America,Cuba,0,397.87
2005,United States of America,Haiti,458.5,756.90997
2005,United States of America,Dominican Republic,4721.3999,5005.6099
2005,United States of America,Jamaica,410.89999,2103.5134
2005,United States of America,Trinidad and Tobago,8342.2002,1583.01
2005,United States of America,Barbados,33.400002,595.27936
2005,United States of America,Dominica,3.8,67.43
2005,United States of America,Grenada,6,90.639999
2005,United States of America,St. Lucia,33.599998,148.06
2005,United States of America,St. Vincent and the Grenadines,15.7,79.984604
2005,United States of America,Antigua & Barbuda,4.5999999,189.89999
2005,United States of America,St. Kitts and Nevis,55.799999,138.82001
2005,United States of America,Mexico,172484.8,130402.07
2005,United States of America,Belize,104.1,238.48
2005,United States of America,Guatemala,3342.3,4000.9392
2005,United States of America,Honduras,3919.8,1821.2632
2005,United States of America,El Salvador,2052.5,2470.8872
2005,United States of America,Nicaragua,1226.6,524.83197
2005,United States of America,Costa Rica,3601.8,4050.8157
2005,United States of America,Panama,349.20001,1130.2162
2005,United States of America,Colombia,9424.2998,6012.6733
2005,United States of America,Venezuela,35292.102,6894.3188
2005,United States of America,Guyana,133.10001,192.83
2005,United States of America,Suriname,171.2,72.485672
2005,United States of America,Ecuador,6214.7002,2031.9149
2005,United States of America,Peru,5395.3999,2370.0339
2005,United States of America,Brazil,26220.6,14137.723
2005,United States of America,Bolivia,307.60001,324.0264
2005,United States of America,Paraguay,61.5,189.48244
2005,United States of America,Chile,7446.3999,5129.2808
2005,United States of America,Argentina,4944.8999,4523.4019
2005,United States of America,Uruguay,784.20001,260.84723
2005,United States of America,United Kingdom,52380.301,36923.48
2005,United States of America,Ireland,28770.1,9466.6992
2005,United States of America,Netherlands,15503.1,27537.152
2005,United States of America,Belgium,13399.1,17070.184
2005,United States of America,Luxembourg,410.29999,699.89429
2005,United States of America,France,34774.301,25488.576
2005,United States of America,Monaco,-9,-9
2005,United States of America,Liechtenstein,-9,-9
2005,United States of America,Switzerland,13482.5,7086.2886
