year,importer1,importer2,flow1,flow2
1994,United States of America,Canada,131956.2,109591.3
1994,United States of America,Bahamas,219.8,754.04999
1994,United States of America,Cuba,0,4.8400002
1994,United States of America,Haiti,62.200001,231.55
1994,United States of America,Dominican Republic,3187.8,1080.475
1994,United States of America,Jamaica,789.79999,1173.04
1994,United States of America,Trinidad and Tobago,1199.1,564.32709
1994,United States of America,Barbados,35.700001,247.9644
1994,United States of America,Dominica,7.4000001,34.470764
1994,United States of America,Grenada,8.1000004,41.89003
1994,United States of America,St. Lucia,27.799999,119.11019
1994,United States of America,St. Vincent and the Grenadines,5.5,46.547073
1994,United States of America,Antigua & Barbuda,5.1999998,58.700001
1994,United States of America,St. Kitts and Nevis,22.4,63.360001
1994,United States of America,Mexico,50355.801,62709.504
1994,United States of America,Belize,54.099998,137.855
1994,United States of America,Guatemala,1386.2,1169.0128
1994,United States of America,Honduras,1175.1,626.59998
1994,United States of America,El Salvador,634.59998,1251.8361
1994,United States of America,Nicaragua,178.89999,211.60001
1994,United States of America,Costa Rica,1775.8,1341.9272
1994,United States of America,Panama,354.29999,944.61096
1994,United States of America,Colombia,3406.5,3837.3359
1994,United States of America,Venezuela,8989.4004,3704.4778
1994,United States of America,Guyana,118.6,120.67
1994,United States of America,Suriname,46.099998,198.33258
1994,United States of America,Ecuador,1936.9,950.34119
1994,United States of America,Peru,893.20001,1724.1466
1994,United States of America,Brazil,9307.2998,7484.7026
1994,United States of America,Bolivia,268.29999,232.09271
1994,United States of America,Paraguay,84.599998,277.48709
1994,United States of America,Chile,2072.5,2637.8999
1994,United States of America,Argentina,1834.5,4928.3218
1994,United States of America,Uruguay,306.20001,260.371
1994,United States of America,United Kingdom,25858,27166.617
1994,United States of America,Ireland,2952.6001,4670.396
1994,United States of America,Netherlands,6358.5,10831.147
1994,United States of America,Belgium,6414.0811,6373.0181
1994,United States of America,Luxembourg,447.91931,445.0517
1994,United States of America,France,17416.5,19480.348
1994,United States of America,Monaco,-9,-9
1994,United States of America,Liechtenstein,-9,-9
1994,United States of America,Switzerland,6604.8999,4498.8999
1994,United States of America,Spain,3810.3999,6726.9912
1994,United States of America,Andorra,-9,-9
1994,United States of America,Portugal,948.90002,975.93365
1994,United States of America,Germany,32690.4,27452.494
1994,United States of America,Poland,703.5,841.83398
1994,United States of America,Austria,1817.6,2434.0879
1994,United States of America,Hungary,502.5,451.70001
1994,United States of America,Czech Republic,335.10001,560.22681
1994,United States of America,Slovakia,140.5,206.5096
1994,United States of America,Italy,15442.1,7778.71
1994,United States of America,San Marino,-9,-9
1994,United States of America,Malta,96.900002,124.29195
1994,United States of America,Albania,6.5,0.44492197
