year,importer1,importer2,flow1,flow2
1990,United States of America,Canada,93780.398,82777.609
1990,United States of America,Bahamas,526.09998,880.88
1990,United States of America,Cuba,0,1.54
1990,United States of America,Haiti,356.39999,304.22955
1990,United States of America,Dominican Republic,1826.5,908.60999
1990,United States of America,Jamaica,610.70001,905.69269
1990,United States of America,Trinidad and Tobago,1076.3,502.39023
1990,United States of America,Barbados,32.5,236.04353
1990,United States of America,Dominica,8.3000002,39.088013
1990,United States of America,Grenada,7.9000001,33.321186
1990,United States of America,St. Lucia,26.700001,90.639999
1990,United States of America,St. Vincent and the Grenadines,8.8999996,49.576298
1990,United States of America,Antigua & Barbuda,4.0999999,69.099998
1990,United States of America,St. Kitts and Nevis,16,57.200001
1990,United States of America,Mexico,30796.801,21830.182
1990,United States of America,Belize,49,122.0235
1990,United States of America,Guatemala,873.40002,664.43451
1990,United States of America,Honduras,561.29999,348.10001
1990,United States of America,El Salvador,255,541.24902
1990,United States of America,Nicaragua,15.4,78.900002
1990,United States of America,Costa Rica,1105,822.54181
1990,United States of America,Panama,250.60001,519.74457
1990,United States of America,Colombia,3409.3,1979.2795
1990,United States of America,Venezuela,9938.4004,3117.8811
1990,United States of America,Guyana,52.099998,83.599998
1990,United States of America,Suriname,53,193.97664
1990,United States of America,Ecuador,1546.8,583.25311
1990,United States of America,Peru,852.09998,880.5379
1990,United States of America,Brazil,8585.7002,4955.5332
1990,United States of America,Bolivia,209.89999,156.13658
1990,United States of America,Paraguay,55.900002,166.7171
1990,United States of America,Chile,1570.7,1373.4
1990,United States of America,Argentina,1664.3,876.479
1990,United States of America,Uruguay,336,137.685
1990,United States of America,United Kingdom,20931.6,25035.904
1990,United States of America,Ireland,1794.1,3004.293
1990,United States of America,Netherlands,5257.7998,9677.1787
1990,United States of America,Belgium,4500.707,4969.6909
1990,United States of America,Luxembourg,267.99329,295.91879
1990,United States of America,France,13593.7,18956.025
1990,United States of America,Liechtenstein,-9,-9
1990,United States of America,Switzerland,5556.3999,4259.6191
1990,United States of America,Spain,3546.2,7268.8125
1990,United States of America,Portugal,885.70001,970.41992
1990,United States of America,Germany,29080.301,22921.922
1990,United States of America,German Federal Republic,-9,-9
1990,United States of America,German Democratic Republic,-9,-9
1990,United States of America,Poland,442.79999,146.02245
1990,United States of America,Austria,1373.5,1794.5015
1990,United States of America,Hungary,377.39999,227.9377
1990,United States of America,Czechoslovakia,94.400002,83.817307
1990,United States of America,Italy,13395.4,9254.292
1990,United States of America,Malta,40.599998,64.995941
1990,United States of America,Albania,2.5,11.22
1990,United States of America,Yugoslavia,796.70001,854.45898
1990,United States of America,Greece,552.09998,728.64679
1990,United States of America,Cyprus,18.4,181.97694
1990,United States of America,Bulgaria,52.700001,92.730003
1990,United States of America,Romania,252.89999,471.10739
1990,United States of America,Russia,1168.4,3396.3601
1990,United States of America,Finland,1358.1,1838.5662
1990,United States of America,Sweden,5112.2002,4615.3237
1990,United States of America,Norway,1963.9,2109.4524
1990,United States of America,Denmark,1755.5,1949.7299
1990,United States of America,Iceland,173.60001,237.73509
1990,United States of America,Cape Verde,-9,-9
1990,United States of America,Sao Tome and Principe,0,14.3
1990,United States of America,Guinea-Bissau,0.1,1.3200001
1990,United States of America,Equatorial Guinea,0,0
1990,United States of America,Gambia,0,0
1990,United States of America,Mali,2.3,9.8999996
1990,United States of America,Senegal,4.4000001,85.748741
1990,United States of America,Benin,21.5,23.077744
1990,United States of America,Mauritania,23.9,24.111191
1990,United States of America,Niger,46.099998,22.4671
1990,United States of America,Ivory Coast,224.5,101.16293
1990,United States of America,Guinea,141.2,47.189999
1990,United States of America,Burkina Faso,1.3,33.783417
1990,United States of America,Liberia,52.700001,48.84
1990,United States of America,Sierra Leone,46.099998,16.874798
1990,United States of America,Ghana,178.2,152.35001
1990,United States of America,Togo,3.5999999,30.811001
1990,United States of America,Cameroon,170.3,73.054161
1990,United States of America,Nigeria,6395.7002,373.91995
1990,United States of America,Gabon,805,53.790001
1990,United States of America,Central African Republic,2.2,1.54
1990,United States of America,Chad,1.3,8.8000002
1990,United States of America,Congo,441.39999,35.065144
1990,United States of America,Democratic Republic of the Congo,331.39999,91.4506
1990,United States of America,Uganda,15.7,28.6
1990,United States of America,Kenya,63.200001,172.599
1990,United States of America,Tanzania,15.4,15.954399
1990,United States of America,Burundi,8.1999998,2.3975885
1990,United States of America,Rwanda,31,2.0999999
1990,United States of America,Somalia,0,12.65
1990,United States of America,Djibouti,0,6.9941087
1990,United States of America,Ethiopia,42.400002,57.803001
1990,United States of America,Angola,2099.3999,164.67
1990,United States of America,Mozambique,28.9,55.330002
1990,United States of America,Zambia,28.5,123.56165
1990,United States of America,Zimbabwe,118.5,127.32561
1990,United States of America,Malawi,52.700001,12.394175
1990,United States of America,South Africa,1752,1732.4
1990,United States of America,Namibia,33.200001,44.299999
1990,United States of America,Lesotho,25.1,2.8
1990,United States of America,Botswana,14.3,19.1
1990,United States of America,Swaziland,34.200001,7.9000001
1990,United States of America,Madagascar,41.599998,13.122294
1990,United States of America,Comoros,4.8000002,0
1990,United States of America,Mauritius,155.60001,77.632492
1990,United States of America,Seychelles,0.5,3.4476943
1990,United States of America,Morocco,117.4,434.09995
1990,United States of America,Algeria,2847.6001,1123.089
1990,United States of America,Tunisia,33.900002,298.69781
1990,United States of America,Libya,0,69.960999
1990,United States of America,Sudan,15.7,46.529999
1990,United States of America,Iran,2.0999999,62
1990,United States of America,Turkey,1155.2,2281.615
1990,United States of America,Iraq,3247.3,703.66998
1990,United States of America,Egypt,435.20001,1300.554
1990,United States of America,Syria,57.299999,257.71118
1990,United States of America,Lebanon,24.799999,108.02
1990,United States of America,Jordan,12.1,451.22006
1990,United States of America,Israel,3400.8999,2722.8
1990,United States of America,Saudi Arabia,10733.4,4021.9617
1990,United States of America,Yemen Arab Republic,-9,-9
1990,United States of America,Yemen,399.5,122.21
1990,United States of America,Yemen People's Republic,-9,-9
1990,United States of America,Kuwait,625,441
1990,United States of America,Bahrain,89.800003,264.569
1990,United States of America,Qatar,58,160.57692
1990,United States of America,United Arab Emirates,952.40002,1049
1990,United States of America,Oman,319.20001,250.80104
1990,United States of America,Afghanistan,4.9000001,4.8400002
1990,United States of America,China,16295.8,6591.022
1990,United States of America,Mongolia,2,0
1990,United States of America,Taiwan,23917,11559.7
1990,United States of America,North Korea,0,0
1990,United States of America,South Korea,19287.1,16946.4
1990,United States of America,Japan,93069.5,52841.523
1990,United States of America,India,3421.3999,2634.8406
1990,United States of America,Bhutan,0,0.40000001
1990,United States of America,Pakistan,656.20001,946.34039
1990,United States of America,Bangladesh,593.79999,185.96753
1990,United States of America,Myanmar,22.6,19.291155
1990,United States of America,Sri Lanka,526.09998,207.31976
1990,United States of America,Maldives,17,0.755
1990,United States of America,Nepal,50.400002,14.019072
1990,United States of America,Thailand,5589,3600.4421
1990,United States of America,Cambodia,0,0
1990,United States of America,Laos,0.1,1.1
1990,United States of America,Vietnam,0.005,0.56599998
1990,United States of America,Malaysia,5496.2998,4944.2466
1990,United States of America,Singapore,10096.4,9800.5547
1990,United States of America,Brunei,92.300003,152.79317
1990,United States of America,Philippines,3622.6001,2538.4001
1990,United States of America,Indonesia,3681.3999,2519.5244
1990,United States of America,Australia,4897.5,10366.931
1990,United States of America,Papua New Guinea,21.9,126.86858
1990,United States of America,New Zealand,1326.6,1703.4158
