year,importer1,importer2,flow1,flow2
2002,United States of America,Canada,213954,152969.23
2002,United States of America,Bahamas,477.79999,1072.61
2002,United States of America,Cuba,0.2,158.95
2002,United States of America,Haiti,263.79999,227.29141
2002,United States of America,Dominican Republic,4271.1001,5466.6279
2002,United States of America,Jamaica,421.29999,1564.7888
2002,United States of America,Trinidad and Tobago,2664.3,1242.4221
2002,United States of America,Barbados,35.700001,440.11826
2002,United States of America,Dominica,5.0999999,49.5
2002,United States of America,Grenada,7.3000002,62.259998
2002,United States of America,St. Lucia,20.200001,107.69
2002,United States of America,St. Vincent and the Grenadines,16.700001,73.181313
2002,United States of America,Antigua & Barbuda,3.8,81.599998
2002,United States of America,St. Kitts and Nevis,50.900002,76.449997
2002,United States of America,Mexico,136143.7,117212.4
2002,United States of America,Belize,83.699997,151.03
2002,United States of America,Guatemala,2976.1001,3274.217
2002,United States of America,Honduras,3396.3,1337.3972
2002,United States of America,El Salvador,2038.4,2590.874
2002,United States of America,Nicaragua,706.90002,476.43253
2002,United States of America,Costa Rica,3339.3,1595.4941
2002,United States of America,Panama,320.60001,1042.6422
2002,United States of America,Colombia,5935.7998,3923.5122
2002,United States of America,Venezuela,15828.4,4299.3872
2002,United States of America,Guyana,133.8,141.13
2002,United States of America,Suriname,139.60001,49.718731
2002,United States of America,Ecuador,2390.8999,1376.1542
2002,United States of America,Peru,2076.7,2197.8884
2002,United States of America,Brazil,16721.9,11482.075
2002,United States of America,Bolivia,166.7,310.03149
2002,United States of America,Paraguay,48.299999,85.412979
2002,United States of America,Chile,4350.2002,2527.8
2002,United States of America,Argentina,3432,1804.3501
2002,United States of America,Uruguay,203,230.45
2002,United States of America,United Kingdom,41824.898,39899.316
2002,United States of America,Ireland,22485.1,7889.0498
2002,United States of America,Netherlands,10307.8,19811.92
2002,United States of America,Belgium,10067.1,12606.13
2002,United States of America,Luxembourg,317.10001,512.93762
2002,United States of America,France,29030.801,22277.193
2002,United States of America,Monaco,-9,-9
2002,United States of America,Liechtenstein,-9,-9
2002,United States of America,Switzerland,9785,6137.1011
2002,United States of America,Spain,6063.1001,5653.3281
2002,United States of America,Andorra,-9,-9
2002,United States of America,Portugal,1739.7,833.62061
2002,United States of America,Germany,63884,37802.746
2002,United States of America,Poland,1171.5,1817.5612
2002,United States of America,Austria,3938.7,2718.8474
2002,United States of America,Hungary,2692.6001,1373.1949
2002,United States of America,Czech Republic,1293.2,1458.5236
2002,United States of America,Slovakia,271,387.27423
2002,United States of America,Italy,25418.6,11819.104
2002,United States of America,San Marino,-9,-9
2002,United States of America,Malta,314.39999,265.92068
2002,United States of America,Albania,6.3000002,25.621916
2002,United States of America,Macedonia,78.5,58.784389
