year,importer1,importer2,flow1,flow2
2003,United States of America,Canada,227652.09,159630.03
2003,United States of America,Bahamas,500,1192.73
2003,United States of America,Cuba,0.2,287.10001
2003,United States of America,Haiti,341.39999,214.16827
2003,United States of America,Dominican Republic,4557.7998,4547.4917
2003,United States of America,Jamaica,523.90002,1619.1021
2003,United States of America,Trinidad and Tobago,4708.8999,1170.62
2003,United States of America,Barbados,45.400002,453.02594
2003,United States of America,Dominica,5.8000002,37.84
2003,United States of America,Grenada,8.1000004,75.129997
2003,United States of America,St. Lucia,13.7,133.21001
2003,United States of America,St. Vincent and the Grenadines,4.0999999,82.937698
2003,United States of America,Antigua & Barbuda,13.6,127.3
2003,United States of America,St. Kitts and Nevis,47.599998,88.660004
2003,United States of America,Mexico,139701.7,115896.76
2003,United States of America,Belize,106.2,219.45
2003,United States of America,Guatemala,3151.1001,3375.6963
2003,United States of America,Honduras,3453.8999,1459.6205
2003,United States of America,El Salvador,2076.6001,2873.0796
2003,United States of America,Nicaragua,801.09998,467.86743
2003,United States of America,Costa Rica,3581.8,3917.3325
2003,United States of America,Panama,318.70001,1096.3634
2003,United States of America,Colombia,6789.8999,4027.04
2003,United States of America,Venezuela,18074.301,2767.198
2003,United States of America,Guyana,136,128.92
2003,United States of America,Suriname,147.7,69.283676
2003,United States of America,Ecuador,3030.2,1323.5571
2003,United States of America,Peru,2572.3999,2585.1394
2003,United States of America,Brazil,18964.801,10699.209
2003,United States of America,Bolivia,191.7,309.86703
2003,United States of America,Paraguay,60.400002,65.409492
2003,United States of America,Chile,4323.1001,2764.3086
2003,United States of America,Argentina,3435,2263.936
2003,United States of America,Uruguay,271.20001,167.48993
2003,United States of America,United Kingdom,43763.801,39233.656
2003,United States of America,Ireland,25959.4,8428.291
2003,United States of America,Netherlands,11437.6,21092.945
2003,United States of America,Belgium,10401.3,13310.986
2003,United States of America,Luxembourg,280.39999,288.5318
2003,United States of America,France,29902.4,21026.031
2003,United States of America,Monaco,-9,-9
2003,United States of America,Liechtenstein,-9,-9
2003,United States of America,Switzerland,11101.4,5856.3496
2003,United States of America,Spain,7140.6001,6254.1533
2003,United States of America,Andorra,-9,-9
2003,United States of America,Portugal,2045,875.0061
2003,United States of America,Germany,69617.5,43625.965
2003,United States of America,Poland,1420.2,1786.2656
2003,United States of America,Austria,4630.7998,2222.5952
2003,United States of America,Hungary,2759.8999,1524.095
2003,United States of America,Czech Republic,1458.5,1753.0824
2003,United States of America,Slovakia,1038.6,126.83
2003,United States of America,Italy,26665.1,11582.933
2003,United States of America,San Marino,-9,-9
2003,United States of America,Malta,378.60001,275.63873
2003,United States of America,Albania,4.6999998,18.531916
2003,United States of America,Macedonia,64.5,56.79348
2003,United States of America,Croatia,186.2,368.57318
2003,United States of America,Yugoslavia,-9,-9
2003,United States of America,Bosnia and Herzegovina,12.6,23.209999
2003,United States of America,Slovenia,498.29999,334.99298
2003,United States of America,Greece,671.79999,2281.7454
2003,United States of America,Cyprus,26,186.65039
2003,United States of America,Bulgaria,477.89999,272.832
2003,United States of America,Moldova,45.599998,34.5853
2003,United States of America,Romania,785.09998,554.09998
2003,United States of America,Russia,9084.9004,2930.97
2003,United States of America,Estonia,195.2,232.14999
2003,United States of America,Latvia,402.20001,91.261292
2003,United States of America,Lithuania,378.10001,291.16159
2003,United States of America,Ukraine,310.39999,498.85056
2003,United States of America,Belarus,237.10001,150.2041
2003,United States of America,Armenia,38.700001,90.967606
2003,United States of America,Georgia,60,90.769516
2003,United States of America,Azerbaijan,13,132.621
2003,United States of America,Finland,3778.2,1560.6573
2003,United States of America,Sweden,11450.9,3252.6492
2003,United States of America,Norway,5470.3999,2063.9634
2003,United States of America,Denmark,3853.8,1827.7167
2003,United States of America,Iceland,297.20001,211.67242
2003,United States of America,Cape Verde,-9,-9
2003,United States of America,Sao Tome and Principe,0,1.65
2003,United States of America,Guinea-Bissau,2.0999999,1.3200001
2003,United States of America,Equatorial Guinea,962.90002,370.04001
2003,United States of America,Gambia,0,29.26
2003,United States of America,Mali,2.7,34.32
2003,United States of America,Senegal,5,84.472252
2003,United States of America,Benin,0.69999999,24.881531
