year,importer1,importer2,flow1,flow2
2000,Bahamas,Bahrain,0,0.040890791
2000,Bahamas,Qatar,0,-9
2000,Bahamas,United Arab Emirates,0,0
2000,Bahamas,Oman,0,0
2000,Bahamas,Afghanistan,0,0
2000,Bahamas,Turkmenistan,0,0.2
2000,Bahamas,Tajikistan,0,0
2000,Bahamas,Kyrgyzstan,0,0
2000,Bahamas,Uzbekistan,-9,-9
2000,Bahamas,Kazakhstan,0,0.028200001
2000,Bahamas,China,12.531117,0.11838432
2000,Bahamas,Mongolia,-9,0
2000,Bahamas,Taiwan,35.098801,0.014545455
2000,Bahamas,North Korea,0.12886883,0
2000,Bahamas,South Korea,536.16986,0.60659999
2000,Bahamas,Japan,383.97159,31.759378
2000,Bahamas,India,2.2825,0.075000003
2000,Bahamas,Bhutan,-9,-9
2000,Bahamas,Pakistan,4.4249916,0.79483634
2000,Bahamas,Bangladesh,0.1962745,1.626736
2000,Bahamas,Myanmar,-9,-9
2000,Bahamas,Sri Lanka,0,0
2000,Bahamas,Maldives,-9,0.062829778
2000,Bahamas,Nepal,-9,-9
2000,Bahamas,Thailand,1.3872486,0.029706346
2000,Bahamas,Cambodia,-9,-9
2000,Bahamas,Laos,-9,-9
2000,Bahamas,Vietnam,0.2024,0
2000,Bahamas,Malaysia,0.49623838,0.059647106
2000,Bahamas,Singapore,136.09674,0.46209615
2000,Bahamas,Brunei,0,0
2000,Bahamas,Philippines,1.1863203,0
2000,Bahamas,Indonesia,0.41396081,0.00675
2000,Bahamas,Australia,4.2079229,4.8867555
2000,Bahamas,Papua New Guinea,-9,0
2000,Bahamas,New Zealand,1.5588025,0.009769207
2000,Bahamas,Vanuatu,-9,0
2000,Bahamas,Solomon Islands,0,0
2000,Bahamas,Kiribati,-9,-9
2000,Bahamas,Tuvalu,-9,-9
2000,Bahamas,Fiji,0,0
2000,Bahamas,Tonga,0,0
2000,Bahamas,Nauru,-9,-9
2000,Bahamas,Marshall Islands,-9,-9
2000,Bahamas,Palau,-9,-9
2000,Bahamas,Federated States of Micronesia,-9,-9
2000,Bahamas,Samoa,0.006928432,0
2000,Cuba,Haiti,0.000115135,11.727907
2000,Cuba,Dominican Republic,17.231091,11.898337
2000,Cuba,Jamaica,1.2653872,2.8387699
2000,Cuba,Trinidad and Tobago,31.480854,0.2045766
2000,Cuba,Barbados,0.0076417,0.239198
2000,Cuba,Dominica,0,0
2000,Cuba,Grenada,0,0.020851852
2000,Cuba,St. Lucia,8.14815E-05,0.060333334
2000,Cuba,St. Vincent and the Grenadines,0,0
2000,Cuba,Antigua & Barbuda,-9,-9
2000,Cuba,St. Kitts and Nevis,-9,0.000164074
2000,Cuba,Mexico,230.13416,30.778292
2000,Cuba,Belize,0.073150001,20.164
2000,Cuba,Guatemala,2.4442232,1.361559
2000,Cuba,Honduras,0.1256475,2.5495479
2000,Cuba,El Salvador,0.44388467,0.3803162
2000,Cuba,Nicaragua,3.1277051,1.2044582
2000,Cuba,Costa Rica,8.785326,5.2159286
2000,Cuba,Panama,1.884344,1.151673
2000,Cuba,Colombia,34.852619,5.9055557
2000,Cuba,Venezuela,1010.9,5.9124999
2000,Cuba,Guyana,7.3012748,20.904095
2000,Cuba,Suriname,0.17381856,0.036465432
2000,Cuba,Ecuador,6.0894547,0.33493799
2000,Cuba,Peru,2.6202214,0.56912053
2000,Cuba,Brazil,104.02557,22.814724
2000,Cuba,Bolivia,0.033,0.64751101
2000,Cuba,Paraguay,0.000198,0.3578102
2000,Cuba,Chile,40.084,0.72000003
2000,Cuba,Argentina,58.3242,3.569
2000,Cuba,Uruguay,3.8577881,0.27326
