year,importer1,importer2,flow1,flow2
1995,United States of America,Canada,148303.91,119886.43
1995,United States of America,Bahamas,170.5,726.54999
1995,United States of America,Cuba,0,6.3800001
1995,United States of America,Haiti,137.89999,605.88
1995,United States of America,Dominican Republic,3511.3,885.0061
1995,United States of America,Jamaica,894.70001,1562.88
1995,United States of America,Trinidad and Tobago,1054.4,877.73389
1995,United States of America,Barbados,52,312.82785
1995,United States of America,Dominica,7.0999999,38.934471
1995,United States of America,Grenada,6,53.942291
1995,United States of America,St. Lucia,36.299999,116.65763
1995,United States of America,St. Vincent and the Grenadines,8.3000002,50.682888
1995,United States of America,Antigua & Barbuda,3.2,97.099998
1995,United States of America,St. Kitts and Nevis,23.6,64.129997
1995,United States of America,Mexico,62756.301,59394.043
1995,United States of America,Belize,55.799999,139.91133
1995,United States of America,Guatemala,1632.4,1478.0461
1995,United States of America,Honduras,1541.6,705.20001
1995,United States of America,El Salvador,842.90002,1161.53
1995,United States of America,Nicaragua,251.7,292
1995,United States of America,Costa Rica,1997.8,1453.0117
1995,United States of America,Panama,335.20001,1026.3326
1995,United States of America,Colombia,3991.8999,5417.9761
1995,United States of America,Venezuela,10427.9,4594.5234
1995,United States of America,Guyana,128.89999,155.32001
1995,United States of America,Suriname,104.7,248.0871
1995,United States of America,Ecuador,2158,1291.7832
1995,United States of America,Peru,1092.2,2210.9978
1995,United States of America,Brazil,9428.2002,11498.941
1995,United States of America,Bolivia,249.39999,314.70248
1995,United States of America,Paraguay,60,379.88501
1995,United States of America,Chile,2196.8999,3792.8999
1995,United States of America,Argentina,1881.2,3671.5181
1995,United States of America,Uruguay,178.60001,284.13
1995,United States of America,United Kingdom,27709.6,32139.986
1995,United States of America,Ireland,4149.5,5715.3433
1995,United States of America,Netherlands,6769,14066.394
1995,United States of America,Belgium,6055.4448,8022.229
1995,United States of America,Luxembourg,423.45471,560.99109
1995,United States of America,France,17769.5,20898.848
1995,United States of America,Monaco,-9,-9
1995,United States of America,Liechtenstein,-9,-9
1995,United States of America,Switzerland,7879.6001,5112.7563
1995,United States of America,Spain,4160.7002,7371.5781
1995,United States of America,Andorra,-9,-9
1995,United States of America,Portugal,1116.8,1090.4681
1995,United States of America,Germany,38042.5,31364.85
1995,United States of America,Poland,711.09998,1140.3979
1995,United States of America,Austria,2039.9,2810.1633
