year,importer1,importer2,flow1,flow2
1991,United States of America,Canada,93736.102,82527.648
1991,United States of America,Bahamas,488.20001,793.09998
1991,United States of America,Cuba,0,1.4299999
1991,United States of America,Haiti,297.10001,431.31
1991,United States of America,Dominican Republic,2095.1001,999.47101
1991,United States of America,Jamaica,618.09998,924.33203
1991,United States of America,Trinidad and Tobago,920.5,656.02319
1991,United States of America,Barbados,32.299999,253.89104
1991,United States of America,Dominica,6.1999998,34.198891
1991,United States of America,Grenada,8.5,37.796001
1991,United States of America,St. Lucia,23.1,97.239998
1991,United States of America,St. Vincent and the Grenadines,7.8000002,48.983334
1991,United States of America,Antigua & Barbuda,4.5,74.699997
1991,United States of America,St. Kitts and Nevis,17.700001,51.040001
1991,United States of America,Mexico,31865.5,40554.473
1991,United States of America,Belize,48.299999,135.645
1991,United States of America,Guatemala,984.59998,783.5144
1991,United States of America,Honduras,617.29999,356.60001
1991,United States of America,El Salvador,322.39999,561.88855
1991,United States of America,Nicaragua,65.5,170.8
1991,United States of America,Costa Rica,1262.7,805.2149
1991,United States of America,Panama,289.70001,606.95306
1991,United States of America,Colombia,2968.5,1841.48
1991,United States of America,Venezuela,8776.5996,5274.7803
1991,United States of America,Guyana,100.3,94.489998
1991,United States of America,Suriname,55.700001,195.7744
1991,United States of America,Ecuador,1513.4,751.48431
1991,United States of America,Peru,822.59998,679.45679
1991,United States of America,Brazil,7232.2002,5935.1118
1991,United States of America,Bolivia,216.8,257.42935
1991,United States of America,Paraguay,46.900002,209.2563
1991,United States of America,Chile,1524.9,1581.9
1991,United States of America,Argentina,1409.9,1498.009
1991,United States of America,Uruguay,252.2,152.948
1991,United States of America,United Kingdom,19050.6,24375.111
1991,United States of America,Ireland,2002.2,3106.6306
1991,United States of America,Netherlands,5067.3999,9814.4414
1991,United States of America,Belgium,3946.8081,5447.0518
1991,United States of America,Luxembourg,248.992,343.63779
1991,United States of America,France,13810.5,22078.951
1991,United States of America,Liechtenstein,-9,-9
1991,United States of America,Switzerland,5701.7002,4867.1406
1991,United States of America,Spain,3037.1001,7408.7603
1991,United States of America,Portugal,737.20001,882.84436
1991,United States of America,Germany,26985.1,25897.213
1991,United States of America,Poland,386.70001,386.56424
1991,United States of America,Austria,1330.6,2007.181
1991,United States of America,Hungary,395.39999,299.39999
1991,United States of America,Czechoslovakia,154.39999,202.51718
1991,United States of America,Italy,12340.6,10195.494
1991,United States of America,Malta,66.599998,85.971306
1991,United States of America,Albania,3.4000001,19.58
1991,United States of America,Yugoslavia,722.90002,553.33801
1991,United States of America,Greece,468.79999,920.01434
1991,United States of America,Cyprus,14.8,210.31676
1991,United States of America,Bulgaria,60.900002,156.31
1991,United States of America,Moldova,-9,-9
1991,United States of America,Romania,77.099998,138.59865
1991,United States of America,Russia,915.40002,3935.3601
1991,United States of America,Estonia,-9,-9
1991,United States of America,Latvia,-9,-9
1991,United States of America,Lithuania,-9,-9
1991,United States of America,Ukraine,-9,-9
1991,United States of America,Belarus,-9,-9
1991,United States of America,Armenia,-9,-9
1991,United States of America,Georgia,-9,-9
1991,United States of America,Azerbaijan,-9,-9
1991,United States of America,Finland,1173.3,1492.4546
1991,United States of America,Sweden,4657.6001,4146.3062
1991,United States of America,Norway,1709.6,1979.147
1991,United States of America,Denmark,1737.3,2011.9274
1991,United States of America,Iceland,219.89999,177.54672
1991,United States of America,Cape Verde,-9,-9
1991,United States of America,Sao Tome and Principe,0,4.8400002
1991,United States of America,Guinea-Bissau,0.1,1.65
1991,United States of America,Equatorial Guinea,0.30000001,13.31
1991,United States of America,Gambia,2.0999999,11.66
1991,United States of America,Mali,1.9,20.35
1991,United States of America,Senegal,12.8,79.210045
