year,importer1,importer2,flow1,flow2
1997,United States of America,Canada,171439.7,145143.25
1997,United States of America,Bahamas,179.5,1472.767
1997,United States of America,Cuba,0,10.12
1997,United States of America,Haiti,197.10001,549.78003
1997,United States of America,Dominican Republic,4444.7002,4726.4175
1997,United States of America,Jamaica,779.70001,1559.14
1997,United States of America,Trinidad and Tobago,1227.2,1580.8898
1997,United States of America,Barbados,43.299999,451.84982
1997,United States of America,Dominica,9.6000004,55.860371
1997,United States of America,Grenada,7.0999999,70.869675
1997,United States of America,St. Lucia,35.299999,130.62578
1997,United States of America,St. Vincent and the Grenadines,4.5,70.963783
1997,United States of America,Antigua & Barbuda,5.1999998,85.099998
1997,United States of America,St. Kitts and Nevis,31.700001,61.490002
1997,United States of America,Mexico,87167.203,90399.766
1997,United States of America,Belize,82.300003,148.0385
1997,United States of America,Guatemala,2105,1713.5497
1997,United States of America,Honduras,2438.8,1033
1997,United States of America,El Salvador,1385.4,1224.5844
1997,United States of America,Nicaragua,459.39999,528.40002
1997,United States of America,Costa Rica,2489.1001,1549.6364
1997,United States of America,Panama,405.79999,1120.3328
1997,United States of America,Colombia,5033.7998,5429.9565
1997,United States of America,Venezuela,14389.1,6127
1997,United States of America,Guyana,130.5,156.86
1997,United States of America,Suriname,96.599998,208.60001
1997,United States of America,Ecuador,2280.2,1376.2805
1997,United States of America,Peru,1863.8,2862.2837
1997,United States of America,Brazil,10149.4,15777.924
1997,United States of America,Bolivia,231.8,445.22595
1997,United States of America,Paraguay,44.700001,665.06989
1997,United States of America,Chile,2627.1001,4332.5
1997,United States of America,Argentina,2379.8999,6067.9141
1997,United States of America,Uruguay,240.10001,433.22501
1997,United States of America,United Kingdom,33555.602,41178.559
1997,United States of America,Ireland,5958.8999,5848.1626
1997,United States of America,Netherlands,7682.8999,15582.825
1997,United States of America,Belgium,8117,12058.19
1997,United States of America,Luxembourg,255.5,532.17365
1997,United States of America,France,21346.199,23329.395
1997,United States of America,Monaco,-9,-9
1997,United States of America,Liechtenstein,-9,-9
1997,United States of America,Switzerland,8657.4004,6318.9688
1997,United States of America,Spain,4910.7002,7772.3999
1997,United States of America,Andorra,-9,-9
1997,United States of America,Portugal,1194.1,1130.55
1997,United States of America,Germany,44192.699,33784.352
1997,United States of America,Poland,745,1910.2581
1997,United States of America,Austria,2452.6001,3438.4883
1997,United States of America,Hungary,1108.3,797.73199
1997,United States of America,Czech Republic,639.09998,1142.3472
1997,United States of America,Slovakia,176,398.65469
1997,United States of America,Italy,20184.301,10381.893
1997,United States of America,San Marino,-9,-9
1997,United States of America,Malta,226.5,202.37901
1997,United States of America,Albania,12.4,0.8944698
1997,United States of America,Macedonia,154.7,83.45356
1997,United States of America,Croatia,87.099998,266.47
1997,United States of America,Yugoslavia,-9,-9
1997,United States of America,Bosnia and Herzegovina,8.8999996,112.53
1997,United States of America,Slovenia,288.70001,284.55701
1997,United States of America,Greece,498.10001,923.99329
1997,United States of America,Cyprus,17.5,700.91626
1997,United States of America,Bulgaria,185,128.409
1997,United States of America,Moldova,55.200001,40.805199
1997,United States of America,Romania,428.5,440.39999
1997,United States of America,Russia,4523.6001,4061.374
1997,United States of America,Estonia,85.699997,164.5
1997,United States of America,Latvia,162.7,63.962963
1997,United States of America,Lithuania,89.699997,163.75951
1997,United States of America,Ukraine,469.70001,650.90002
1997,United States of America,Belarus,70.199997,138.064
1997,United States of America,Armenia,6.4000001,116.0866
1997,United States of America,Georgia,7.5,123.076
1997,United States of America,Azerbaijan,6.3000002,22.137501
1997,United States of America,Finland,2527.8,2211.9849
1997,United States of America,Sweden,7532.5,3903.4595
1997,United States of America,Norway,3924.7,2380.1563
1997,United States of America,Denmark,2225,2242.9558
1997,United States of America,Iceland,245.39999,197.24368
1997,United States of America,Cape Verde,-9,-9
1997,United States of America,Sao Tome and Principe,0.2,14.3
1997,United States of America,Guinea-Bissau,0.1,2.8599999
1997,United States of America,Equatorial Guinea,33,51.810001
1997,United States of America,Gambia,2.8,16.784151
1997,United States of America,Mali,4.0999999,28.82
1997,United States of America,Senegal,7.3000002,58.385265
1997,United States of America,Benin,9.1000004,45.725544
1997,United States of America,Mauritania,0.30000001,20.02
1997,United States of America,Niger,41.799999,16.545326
1997,United States of America,Ivory Coast,313.70001,167.7388
1997,United States of America,Guinea,128.89999,47.838917
1997,United States of America,Burkina Faso,0.89999998,22.347387
1997,United States of America,Liberia,5.0999999,47.080002
1997,United States of America,Sierra Leone,18.700001,17.16
1997,United States of America,Ghana,159.39999,345.73001
1997,United States of America,Togo,10.6,18.476694
1997,United States of America,Cameroon,63.799999,113.13601
1997,United States of America,Nigeria,6717.7002,895.62
1997,United States of America,Gabon,2348.2,92.07
1997,United States of America,Central African Republic,1.5,4.0700002
1997,United States of America,Chad,3,3.52
1997,United States of America,Congo,501.79999,82.830002
1997,United States of America,Democratic Republic of the Congo,304.20001,41.799999
1997,United States of America,Uganda,39.299999,38.939999
1997,United States of America,Kenya,119.8,240.26169
1997,United States of America,Tanzania,28.200001,66.221756
1997,United States of America,Burundi,14.4,2.2806814
1997,United States of America,Rwanda,4,38.5
1997,United States of America,Somalia,0.1,3.1900001
1997,United States of America,Djibouti,0,8.1400003
1997,United States of America,Ethiopia,72.5,53.445332
1997,United States of America,Eritrea,1.4,16.200001
1997,United States of America,Angola,2966,308.88
1997,United States of America,Mozambique,32.299999,39.900002
1997,United States of America,Zambia,56.900002,29.346575
1997,United States of America,Zimbabwe,147.89999,166.98538
1997,United States of America,Malawi,87.900002,19.469999
1997,United States of America,South Africa,2616,2999.8999
1997,United States of America,Namibia,65.400002,25.5
1997,United States of America,Lesotho,89.5,2.4000001
1997,United States of America,Botswana,25.1,43.099998
1997,United States of America,Swaziland,47.299999,5.0999999
1997,United States of America,Madagascar,66,25.569643
1997,United States of America,Comoros,2.5,0.011422121
1997,United States of America,Mauritius,254.10001,66.483986
1997,United States of America,Seychelles,2.5,7.102581
1997,United States of America,Morocco,328.29999,513.06238
1997,United States of America,Algeria,2645.7,921.40167
1997,United States of America,Tunisia,67.099998,294.48276
1997,United States of America,Libya,0,0
1997,United States of America,Sudan,12.9,41.139999
1997,United States of America,Iran,0.1,37.799999
1997,United States of America,Turkey,2244.8999,4345.002
1997,United States of America,Iraq,317.10001,90.199997
1997,United States of America,Egypt,694.90002,1719.8289
1997,United States of America,Syria,30.1,260.7305
1997,United States of America,Lebanon,80.199997,684.96503
1997,United States of America,Jordan,26.1,387.84146
1997,United States of America,Israel,7459.6001,5444.7998
1997,United States of America,Saudi Arabia,10353,6391.731
1997,United States of America,Yemen,18.1,133.78822
1997,United States of America,Kuwait,1998.1,1123.9534
1997,United States of America,Bahrain,126.4,446.16
1997,United States of America,Qatar,168,319.45056
1997,United States of America,United Arab Emirates,964.90002,2590
1997,United States of America,Oman,260.89999,403.45398
1997,United States of America,Afghanistan,11.2,12.54
1997,United States of America,Turkmenistan,2.3,88.0299
1997,United States of America,Tajikistan,8.6000004,3.1500001
1997,United States of America,Kyrgyzstan,2.4000001,39.667
1997,United States of America,Uzbekistan,40.400002,257.62
1997,United States of America,Kazakhstan,119,201.7
1997,United States of America,China,65831.703,16289.799
1997,United States of America,Mongolia,44.400002,36.560001
1997,United States of America,Taiwan,33718.301,20387.9
1997,United States of America,North Korea,0,2.75
1997,United States of America,South Korea,23797.6,29992.801
1997,United States of America,Japan,124265.8,75974.578
1997,United States of America,India,7711.8999,3709.1499
1997,United States of America,Bhutan,1,0.5
1997,United States of America,Pakistan,1525.7,1368.1327
1997,United States of America,Bangladesh,1780.6,285.03021
1997,United States of America,Myanmar,123.4,22
1997,United States of America,Sri Lanka,1711.1,187
1997,United States of America,Maldives,21.299999,5.060493
1997,United States of America,Nepal,126.3,15.1
1997,United States of America,Thailand,13055.8,8670.1758
1997,United States of America,Cambodia,109.5,26.83
1997,United States of America,Laos,15.2,0.57999998
1997,United States of America,Vietnam,412.5,251.53
1997,United States of America,Malaysia,18523,13245.836
1997,United States of America,Singapore,20368,22384.803
1997,United States of America,Brunei,57.900002,315.51999
1997,United States of America,Philippines,10797.2,7624.2544
1997,United States of America,Indonesia,9754.2002,5444.292
1997,United States of America,Australia,4910.6001,15053.395
1997,United States of America,Papua New Guinea,69.599998,128.37
1997,United States of America,New Zealand,1734.3,2593.425
