year,importer1,importer2,flow1,flow2
1993,United States of America,Canada,113617.3,96534.789
1993,United States of America,Bahamas,375.20001,774.51001
1993,United States of America,Cuba,0,2.6400001
1993,United States of America,Haiti,161.8,243.42999
1993,United States of America,Dominican Republic,2757.5,1187.3716
1993,United States of America,Jamaica,766.40002,1224.08
1993,United States of America,Trinidad and Tobago,872.79999,545.78473
1993,United States of America,Barbados,35.099998,219.42599
1993,United States of America,Dominica,5.9000001,34.900372
1993,United States of America,Grenada,8.6999998,44.099888
1993,United States of America,St. Lucia,33.099998,121.85423
1993,United States of America,St. Vincent and the Grenadines,4.9000001,49.778477
1993,United States of America,Antigua & Barbuda,16.299999,72.900002
1993,United States of America,St. Kitts and Nevis,24.9,61.490002
1993,United States of America,Mexico,40744.898,51196.379
1993,United States of America,Belize,57.400002,159.95799
1993,United States of America,Guatemala,1301.1,1199.0713
1993,United States of America,Honduras,984.90002,588.29999
1993,United States of America,El Salvador,512.79999,855.49902
1993,United States of America,Nicaragua,136,197.7
1993,United States of America,Costa Rica,1672.6,1483.9347
1993,United States of America,Panama,305.79999,805.08746
1993,United States of America,Colombia,3270.3,3488.9221
1993,United States of America,Venezuela,8707.4004,5915.436
1993,United States of America,Guyana,109.4,134.86
1993,United States of America,Suriname,61.299999,419.76843
1993,United States of America,Ecuador,1562.9,810.16199
1993,United States of America,Peru,800.09998,1327.1281
1993,United States of America,Brazil,8021.3999,7280.9419
1993,United States of America,Bolivia,196.39999,261.86649
1993,United States of America,Paraguay,53.900002,232.9547
1993,United States of America,Chile,1701.7,2477.4341
1993,United States of America,Argentina,1297.5,3858.5991
1993,United States of America,Uruguay,277.70001,225.05901
1993,United States of America,United Kingdom,22392.301,24641.75
1993,United States of America,Ireland,2544.8999,3744.0911
1993,United States of America,Netherlands,5722.7998,9898.5762
1993,United States of America,Belgium,5240.6968,5649.1611
1993,United States of America,Luxembourg,358.3031,386.22949
1993,United States of America,France,15694,17606.385
1993,United States of America,Monaco,-9,-9
1993,United States of America,Liechtenstein,-9,-9
1993,United States of America,Switzerland,6187,3927.3406
1993,United States of America,Spain,3204.8,5624.9229
1993,United States of America,Andorra,-9,-9
1993,United States of America,Portugal,830.70001,765.04895
1993,United States of America,Germany,29461.6,24235.568
1993,United States of America,Poland,488,975.91699
1993,United States of America,Austria,1467.4,2147.0701
1993,United States of America,Hungary,426.39999,500.39999
1993,United States of America,Czech Republic,293.39999,412.55524
1993,United States of America,Slovakia,64.699997,122.90026
1993,United States of America,Italy,13829.2,7873.6563
1993,United States of America,San Marino,-9,-9
1993,United States of America,Malta,105.7,190.09277
1993,United States of America,Albania,8.1999998,1.4922229
1993,United States of America,Macedonia,117.3,26.365
1993,United States of America,Croatia,112.4,123.522
1993,United States of America,Yugoslavia,-9,-9
1993,United States of America,Bosnia and Herzegovina,8,16.719999
1993,United States of America,Slovenia,242.89999,188.146
1993,United States of America,Greece,373.60001,821.69397
1993,United States of America,Cyprus,17,235.31119
1993,United States of America,Bulgaria,171.89999,126.83
1993,United States of America,Moldova,0.40000001,14.2
1993,United States of America,Romania,76.099998,372.89999
1993,United States of America,Russia,1846.7,2303.7
1993,United States of America,Estonia,21.299999,24.443117
1993,United States of America,Latvia,26.200001,12.474188
1993,United States of America,Lithuania,18.1,62.48
1993,United States of America,Ukraine,205.39999,343.42001
1993,United States of America,Belarus,39,86.616997
1993,United States of America,Armenia,0.80000001,26.9415
1993,United States of America,Georgia,22.200001,2.6670001
1993,United States of America,Azerbaijan,32.900002,12.2787
1993,United States of America,Finland,1720.4,1307.7209
1993,United States of America,Sweden,4690,3752.8511
1993,United States of America,Norway,2017.7,1884.1708
1993,United States of America,Denmark,1740.5,1417.1498
1993,United States of America,Iceland,243,126.06951
1993,United States of America,Cape Verde,-9,-9
1993,United States of America,Sao Tome and Principe,0.60000002,2.75
1993,United States of America,Guinea-Bissau,0.2,1.76
1993,United States of America,Equatorial Guinea,4,3.6300001
1993,United States of America,Gambia,9.3999996,11
1993,United States of America,Mali,1.6,35.860001
1993,United States of America,Senegal,8.3999996,58.795418
1993,United States of America,Benin,17,18.233412
1993,United States of America,Mauritania,7.0999999,21.120001
1993,United States of America,Niger,6.0999999,13.628213
1993,United States of America,Ivory Coast,199.3,106.6516
1993,United States of America,Guinea,148,65.449997
1993,United States of America,Burkina Faso,0.40000001,19.378136
1993,United States of America,Liberia,3.0999999,22.219999
1993,United States of America,Sierra Leone,52.200001,22.879999
1993,United States of America,Ghana,218.60001,235.84
1993,United States of America,Togo,3.7,13.75
1993,United States of America,Cameroon,110.8,62.956787
1993,United States of America,Nigeria,5609,980.09998
1993,United States of America,Gabon,1008.6,53.02
1993,United States of America,Central African Republic,1,1.6516417
1993,United States of America,Chad,0.30000001,8.5799999
1993,United States of America,Congo,541.40002,30.134642
1993,United States of America,Democratic Republic of the Congo,251.10001,38.720001
1993,United States of America,Uganda,11.2,22.879999
1993,United States of America,Kenya,100.5,101.17071
1993,United States of America,Tanzania,12.9,36.189999
1993,United States of America,Burundi,2.8,4.1024795
1993,United States of America,Rwanda,4,7.8099999
1993,United States of America,Somalia,0.2,33.549999
1993,United States of America,Djibouti,0,14.52
1993,United States of America,Ethiopia,23.6,73.251999
1993,United States of America,Eritrea,0,0.89999998
1993,United States of America,Angola,2237.6001,185.46001
1993,United States of America,Mozambique,8.3999996,31.799999
1993,United States of America,Zambia,41.400002,19.522835
1993,United States of America,Zimbabwe,122.5,161.83459
1993,United States of America,Malawi,66.5,17.379999
1993,United States of America,South Africa,1929.1,2196.7
1993,United States of America,Namibia,22.700001,19.700001
1993,United States of America,Lesotho,58.099998,3.8
1993,United States of America,Botswana,8.6000004,24.700001
1993,United States of America,Swaziland,23.4,2.5
1993,United States of America,Madagascar,44.599998,28.319832
1993,United States of America,Comoros,9.6000004,0.22
