statename,stateabb,year,imports,exports
Burundi,BUI,2009,402.2411641,68.41401828
Rwanda,RWA,2009,935.9984005,224.019745
Somalia,SOM,2009,1166.382984,451.0116598
Djibouti,DJI,2009,2358.758821,381.2676466
Ethiopia,ETH,2009,7041.498364,1436.538985
Angola,ANG,2009,17480.48868,35999.77753
Mozambique,MZM,2009,3764.206671,2147.183332
Zambia,ZAM,2009,3791.895499,4158.298964
Zimbabwe,ZIM,2009,3009.258095,1349.590189
Malawi,MAW,2009,1264.208219,901.3435513
South Africa,SAF,2009,73781.18305,54407.85161
Namibia,NAM,2009,,2034.252142
Lesotho,LES,2009,,480.3265968
Botswana,BOT,2009,,1250.098926
Swaziland,SWA,2009,,793.697977
Madagascar,MAG,2009,3127.619271,1052.887613
Comoros,COM,2009,180.4293134,27.82426589
Mauritius,MAS,2009,3701.631792,1760.498872
Seychelles,SEY,2009,932.6295385,329.6019274
Morocco,MOR,2009,32393.71839,13461.36594
Algeria,ALG,2009,40724.6635,45188.26972
Tunisia,TUN,2009,19162.23149,13969.41894
Libya,LIB,2009,21626.77559,35085.43551
Sudan,SUD,2009,9656.037,8257.105
Iran,IRN,2009,49740.49676,74394.84215
Turkey,TUR,2009,140928.4207,102142.6004
Iraq,IRQ,2009,25658.14332,36301.27275
Egypt,EGY,2009,44654.8739,24086.08777
Syria,SYR,2009,22775.42659,12552.72919
Lebanon,LEB,2009,16224.527,3434.877075
Jordan,JOR,2009,14236.14169,5040.975352
Israel,ISR,2009,47366.1,47705.7
Saudi Arabia,SAU,2009,92959.04967,172447.1151
Yemen,YEM,2009,9816.068188,4887.601845
Kuwait,KUW,2009,19422.2573,47717.28435
Bahrain,BAH,2009,9206.711371,22806.65232
Qatar,QAT,2009,24921.94798,48007.15498
United Arab Emirates,UAE,2009,155775.3355,122071.325
Oman,OMA,2009,17854.31504,27652.74738
Afghanistan,AFG,2009,6947.938758,445.8750579
Turkmenistan,TKM,2009,6611.124111,3113.531019
Tajikistan,TAJ,2009,2506.1087,1009.6068
Kyrgyzstan,KYR,2009,8223.819787,904.4273035
Uzbekistan,UZB,2009,9028.52234,4801.247006
Kazakhstan,KZK,2009,28438.37211,43205.08603
China,CHN,2009,1356171.125,1521756.875
Mongolia,MON,2009,2153.3989,1884.8801
Taiwan,TAW,2009,,256968.3906
North Korea,PRK,2009,5146.381413,1440.426844
South Korea,ROK,2009,323083.809,363527.324
Japan,JPN,2009,551960.255,580719.2183
India,IND,2009,257657.9143,165184.0903
Pakistan,PAK,2009,31647.6251,17523.15404
Bangladesh,BNG,2009,21853.7084,14377.47921
Myanmar,MYA,2009,7080.933796,5912.684008
Sri Lanka,SRI,2009,10100.8829,7966.756047
Maldives,MAD,2009,1013.724015,113.8434187
Nepal,NEP,2009,2709.282783,672.1277044
Thailand,THI,2009,134734.438,151910.3033
Cambodia,CAM,2009,3900.852792,4985.79744
Laos,LAO,2009,2892.50087,1521.002968
Vietnam,DRV,2009,69948.8,57195.71
Malaysia,MAL,2009,123825.6394,157333.5738
Singapore,SIN,2009,245935.6048,270065.563
Brunei,BRU,2009,2550.354386,6457.683907
Philippines,PHI,2009,45877.71666,39226.61198
Indonesia,INS,2009,96829.18491,116507.6875
Australia,AUL,2009,174961.168,153636.5232
Papua New Guinea,PNG,2009,3863.427494,7895.163645
New Zealand,NEW,2009,25640.5365,24912.75153
Vanuatu,VAN,2009,462.0524627,175.382795
Solomon Islands,SOL,2009,304.6772008,283.6725584
Kiribati,KIR,2009,,37.77319234
Tuvalu,TUV,2009,,2.097436506
Fiji,FIJ,2009,1382.602169,1009.260815
Tonga,TON,2009,149.3469193,13.92327641
Nauru,NAU,2009,,60.26271455
Samoa,WSM,2009,340.9871739,120.3197387
