statename,stateabb,year,imports,exports
United States of America,USA,2009,1603549.1,1056899.5
Canada,CAN,2009,353197.4587,316093.3817
Bahamas,BHM,2009,11683.71837,2123.727246
Cuba,CUB,2009,8269.2832,2224.668555
Haiti,HAI,2009,2852.163752,611.4912271
Dominican Republic,DOM,2009,13525.50686,5483.191
Jamaica,JAM,2009,5090.63912,1315.251964
Trinidad and Tobago,TRI,2009,6758.088202,11910.39257
Barbados,BAR,2009,1502.809879,329.0865145
Dominica,DMA,2009,411.8105911,167.47988
Grenada,GRN,2009,365.5427381,90.82374362
St. Lucia,SLU,2009,3191.984951,209.3656037
St. Vincent and the Grenadines,SVG,2009,656.8606445,234.7038343
Antigua & Barbuda,AAB,2009,,130.8222718
St. Kitts and Nevis,SKN,2009,408.9874617,90.38552085
Mexico,MEX,2009,257823.4682,229703.5497
Belize,BLZ,2009,817.1735696,361.6386316
Guatemala,GUA,2009,11385.8566,7155.1248
Honduras,HON,2009,6069.689742,2304.247849
El Salvador,SAL,2009,7254.725233,3797.20351
Nicaragua,NIC,2009,3477.391286,1390.888796
Costa Rica,COS,2009,11394.65943,8787.27592
Panama,PAN,2009,7660.096698,806.101636
Colombia,COL,2009,32897.62413,32852.90255
Venezuela,VEN,2009,38183.65114,57595
Guyana,GUY,2009,1160.806301,961.6280927
Suriname,SUR,2009,507.3212229,489.6210298
Ecuador,ECU,2009,15145.21553,13651.76325
Peru,PER,2009,24050.47765,26535.36454
Brazil,BRA,2009,138632.569,150581.5473
Bolivia,BOL,2009,4466.527323,5398.888313
Paraguay,PAR,2009,7167.056068,5060.45382
Chile,CHL,2009,42805.54228,55462.65124
Argentina,ARG,2009,38780.91508,55669.04291
Uruguay,URU,2009,8431.129163,6356.966091
United Kingdom,UKG,2009,518878.6002,355299.8963
Ireland,IRE,2009,62493.4924,115567.3574
Netherlands,NTH,2009,443549.1948,498488.581
Belgium,BEL,2009,353368.3873,371145.495
Luxembourg,LUX,2009,25281.5025,21320.7161
France,FRN,2009,563472.8096,484913.6759
Switzerland,SWZ,2009,155706.149,172639.6015
Spain,SPN,2009,293529.2137,226193.7243
Portugal,POR,2009,71779.5529,44251.6254
Germany,GMY,2009,925804.3582,1120610.344
German Democratic Republic,GDR,2009,,
Poland,POL,2009,149715.505,136783.4357
Austria,AUS,2009,143115.8945,137086.8035
Hungary,HUN,2009,77900.069,83194.5433
Czechoslovakia,CZE,2009,,
Czech Republic,CZR,2009,105245.1712,113161.6769
Slovakia,SLO,2009,55773.3609,56245.2292
Italy,ITA,2009,414861.137,406808.0842
Malta,MLT,2009,4476.2251,2867.5921
Albania,ALB,2009,4440.289931,1100.409349
Montenegro,MNG,2009,2195.588321,384.0470291
Macedonia,MAC,2009,5072.817231,2708.48757
Croatia,CRO,2009,21075.238,10383.078
Yugoslavia,YUG,2009,,
Bosnia and Herzegovina,BOS,2009,6746.778944,2712.877948
Slovenia,SLV,2009,26527.801,26185.7601
Greece,GRC,2009,72659.9084,24665.1978
Cyprus,CYP,2009,7835.1275,1256.5758
Bulgaria,BUL,2009,23541.08,16370.8872
Moldova,MLD,2009,3272.2154,1278.6811
Romania,ROM,2009,54463.9095,40672.5243
Russia,RUS,2009,160769.6649,284993.3867
Estonia,EST,2009,10147.0731,9063.9059
Latvia,LAT,2009,9810.0152,7690.6491
Lithuania,LIT,2009,18339.9252,16494.0933
Ukraine,UKR,2009,45462.89471,39824.66617
Belarus,BLR,2009,28563.5756,21282.2278
Armenia,ARM,2009,3304.15478,697.78961
Georgia,GRG,2009,4330.5435,1125.63793
Azerbaijan,AZE,2009,6122.895504,14701.3589
Finland,FIN,2009,60887.9049,62891.2445
Sweden,SWD,2009,120098.6848,130874.9635
Norway,NOR,2009,68287.38188,116777.9479
Denmark,DEN,2009,83037.664,94041.7218
Iceland,ICE,2009,3603.849953,4056.563202
Cape Verde,CAP,2009,,
Sao Tome and Principe,STP,2009,98.28919,9.1806143
Guinea-Bissau,GNB,2009,324.8984603,156.7272535
Equatorial Guinea,EQG,2009,2029.974665,8088.394674
Gambia,GAM,2009,823.9610997,55.55124109
Mali,MLI,2009,3045.129252,158.756143
Senegal,SEN,2009,4535.638731,1885.978368
Benin,BEN,2009,6023.594403,414.0140373
Mauritania,MAA,2009,2119.114816,1746.691563
Niger,NIR,2009,1603.395862,533.3516106
Ivory Coast,CDI,2009,7004.474063,10305.94692
Guinea,GUI,2009,3642.401458,1273.233434
Burkina Faso,BFO,2009,1780.372088,451.6097495
Liberia,LBR,2009,12940.90399,1185.017478
Sierra Leone,SIE,2009,810.3950095,214.6602392
Ghana,GHA,2009,10286.30543,3521.91541
Togo,TOG,2009,1335.873387,663.1101255
Cameroon,CAO,2009,3934.008481,3895.083276
Nigeria,NIG,2009,43436.58773,52692.66031
Gabon,GAB,2009,2462.437948,4739.638104
Central African Republic,CEN,2009,362.3362623,110.0806524
Chad,CHA,2009,1054.860006,2099.484979
Congo,CON,2009,3401.851478,6739.862681
Democratic Republic of the Congo,DRC,2009,3573.204604,2497.761931
Uganda,UGA,2009,3001.250131,1226.959445
Kenya,KEN,2009,9870.095732,4315.473968
Tanzania,TAZ,2009,6516.172919,1942.492327
