country,id,year,imports,exports
United States of America,USA,1994,689371,512484.97
Canada,CAN,1994,166671.6299,161268.7631
Bahamas,BHS,1994,2646.796511,581.4994012
Cuba,CUB,1994,1871.031513,1372.63376
Haiti,HTI,1994,381.6307982,14.37684752
Dominican Republic,DOM,1994,5129.5684,3364.281
Jamaica,JAM,1994,2185.3575,1649.80701
Trinidad and Tobago,TTO,1994,1211.834909,2426.789181
Barbados,BRB,1994,607.999044,148.042658
Dominica,DMA,1994,99.76452382,48.40064276
Grenada,GRD,1994,119.6589838,24.10189822
St. Lucia,LCA,1994,302.6354448,94.35526556
St. Vincent and the Grenadines,VCT,1994,129.8982433,50.3650637
Antigua & Barbuda,ATG,1994,,36.09543316
St. Kitts and Nevis,KNA,1994,136.7948031,37.09629758
Mexico,MEX,1994,87283.8054,60889.73
Belize,BLZ,1994,259.199,142.8205
Guatemala,GTM,1994,2651.5548,1511.147
Honduras,HND,1994,1676.672,1007.934
El Salvador,SLV,1994,2574.171,1249.118
Nicaragua,NIC,1994,866.5,334.6
Costa Rica,CRI,1994,3024.345219,2220.648517
Panama,PAN,1994,2404.00562,532.474798
Colombia,COL,1994,11942.70203,9038.081421
Venezuela,VEN,1994,8089.785785,17089.793
Guyana,GUY,1994,394.5852921,505.4893194
Suriname,SUR,1994,432.5023923,452.6885064
Ecuador,ECU,1994,3622.035,3843.3654
Peru,PER,1994,6121.2206,4506.901
Brazil,BRA,1994,36386.559,43700.447
Bolivia,BOL,1994,1200.53173,1122.709
Paraguay,PRY,1994,2354.4807,816.803
Chile,CHL,1994,11627.582,11699.738
Argentina,ARG,1994,22363.6961,16396.8072
Uruguay,URY,1994,2784.978,1913.947
United Kingdom,GBR,1994,226008.4266,203933.3936
Ireland,IRL,1994,25183.10776,34051.67526
Netherlands,NLD,1994,130801.0902,146130.8662
Belgium,BEL,1994,123731.3984,136397.7969
Luxembourg,LUX,1994,123731.3984,136397.7969
France,FRA,1994,234135.399,239142.9587
Monaco,MCO,1994,,
Liechtenstein,LIE,1994,,
Switzerland,CHE,1994,68043.71607,70488.52627
Spain,ESP,1994,92182.37917,73282.54844
Andorra,AND,1994,,
Portugal,PRT,1994,27024.17934,18056.16741
Germany,DEU,1994,371579.1616,421405.7807
Poland,POL,1994,21569.228,17240.877
Austria,AUT,1994,55334.11968,45026.37305
Hungary,HUN,1994,14449.4,10587.6
Czech Republic,CZE,1994,16325.02317,14280.6545
Slovakia,SVK,1994,7272.389257,6691.282811
Italy,ITA,1994,167710.8849,189808.4145
San Marino,SMR,1994,,
Malta,MLT,1994,2440.914654,1556.625242
Albania,ALB,1994,160.5756156,141.4767323
Macedonia,MKD,1994,1484.186,1086.438
Croatia,HRV,1994,5229.315,4260.501
Yugoslavia,YUG,1994,,
Bosnia and Herzegovina,BIH,1994,775.1327235,36.42946535
Slovenia,SVN,1994,8025.99,7232.321
Greece,GRC,1994,20639.99805,8808.287944
Cyprus,CYP,1994,3018.64897,961.5945368
Bulgaria,BGR,1994,4724.053425,3399.711762
Moldova,MDA,1994,659.3,565.4
Romania,ROU,1994,7113,6159.6
Russia,RUS,1994,38599.535,63077.883
Estonia,EST,1994,1663.765273,1311.643221
Latvia,LVA,1994,1365.7732,989.721
Lithuania,LTU,1994,2353.3127,2028.8493
Ukraine,UKR,1994,11082.40341,9531.068926
Belarus,BLR,1994,2978.314,2458.67
Armenia,ARM,1994,395.5767,241.7115
Georgia,GEO,1994,337.814,155.746
Azerbaijan,AZE,1994,777.86218,637.45352
Finland,FIN,1994,23212.66599,29662.21843
Sweden,SWE,1994,48051.81591,56867.13401
Norway,NOR,1994,27040.76789,34321.85904
Denmark,DNK,1994,33928.84482,39822.71098
Iceland,ISL,1994,1473.269463,1634.522224
Cape Verde,CPV,1994,,
Sao Tome and Principe,STP,1994,54.12861308,8.954562845
Guinea-Bissau,GNB,1994,154.2686003,69.70942457
Equatorial Guinea,GNQ,1994,65.03003385,54.02837306
Gambia,GMB,1994,209.1666797,35.2767204
Mali,MLI,1994,712.3359994,174.8516246
Senegal,SEN,1994,884.0811514,483.9332741
Benin,BEN,1994,351.7581654,153.27428
Mauritania,MRT,1994,556.9299695,433.8130034
Niger,NER,1994,225.27187,187.8874599
Ivory Coast,CIV,1994,1960.632816,2828.691409
Guinea,GIN,1994,676.7325387,708.5949267
Burkina Faso,BFA,1994,348.8754756,106.6646866
Liberia,LBR,1994,6056.179453,612.4073942
Sierra Leone,SLE,1994,254.9020038,115.514
Ghana,GHA,1994,2071.056277,1518.096706
Togo,TGO,1994,706.7988667,275.8348882
Cameroon,CMR,1994,717.4293436,1359.655766
Nigeria,NGA,1994,5421.249249,11318.84505
Gabon,GAB,1994,707.514483,2391.038361
Central African Republic,CAF,1994,131.9570379,143.2649292
Chad,TCD,1994,109.0733995,77.66598547
Congo,COG,1994,399.1214048,929.2810127
Democratic Republic of the Congo,COD,1994,969.4781681,1276.343878
Uganda,UGA,1994,622.0173529,375.2285014
Kenya,KEN,1994,2142.478659,1618.648244
Tanzania,TZA,1994,1534.54506,542.6957436
Burundi,BDI,1994,233.2712891,118.8700341
Rwanda,RWA,1994,237.0749501,60.55755086
Somalia,SOM,1994,297.4598291,151.9277007
Djibouti,DJI,1994,391.8749512,126.7736055
Ethiopia,ETH,1994,1034.385361,386.0098811
Eritrea,ERI,1994,,
Angola,AGO,1994,1450.546468,2933.675608
Mozambique,MOZ,1994,1261.604192,161.1901639
Zambia,ZMB,1994,455.5540371,757.6110313
Zimbabwe,ZWE,1994,2240.477233,1970.794886
Malawi,MWI,1994,587.6755615,471.1744678
