country,id,year,imports,exports
United States of America,USA,2007,2017379.7,1162639.5
Canada,CAN,2007,418440.5638,420293.1796
Bahamas,BHS,2007,11865.23091,2113.298934
Cuba,CUB,2007,10363.02225,3413.845838
Haiti,HTI,2007,2524.575839,618.0623267
Dominican Republic,DOM,2007,14955.89094,7160.234089
Jamaica,JAM,2007,6368.034453,2296.846702
Trinidad and Tobago,TTO,2007,6728.742183,14848.95888
Barbados,BRB,2007,1637.135657,402.0865061
Dominica,DMA,2007,386.649538,115.1807283
Grenada,GRD,2007,417.4566516,96.09402325
St. Lucia,LCA,2007,1901.410395,133.1619617
St. Vincent and the Grenadines,VCT,2007,592.0799447,187.4952621
Antigua & Barbuda,ATG,2007,,294.6700806
St. Kitts and Nevis,KNA,2007,487.6105235,83.60158155
Mexico,MEX,2007,310143.952,271875.3122
Belize,BLZ,2007,814.2211162,393.8683988
Guatemala,GTM,2007,13575.7425,6897.7055
Honduras,HND,2007,7224.358213,2528.992649
El Salvador,SLV,2007,8711.728791,3984.009516
Nicaragua,NIC,2007,3661.137178,1224.792261
Costa Rica,CRI,2007,12947.62849,9337.532311
Panama,PAN,2007,6756.032133,1100.242464
Colombia,COL,2007,32588.68484,29076.39889
Venezuela,VEN,2007,42482.65553,69010
Guyana,GUY,2007,1002.340417,823.4184509
Suriname,SUR,2007,380.656785,475.9942601
Ecuador,ECU,2007,13524.73588,14321.23867
Peru,PER,2007,21474.68072,27588.26138
Brazil,BRA,2007,132669.2328,157093.5181
Bolivia,BOL,2007,3587.839525,4795.410514
Paraguay,PRY,2007,6106.673316,4698.301709
Chile,CHL,2007,47595.06057,68561.24742
Argentina,ARG,2007,44707.46339,55980.30886
Uruguay,URY,2007,7339.780412,5162.350571
United Kingdom,GBR,2007,639694.3609,443885.1711
Ireland,IRL,2007,83834.4149,121496.2485
Netherlands,NLD,2007,493302.5994,551667.672
Belgium,BEL,2007,412010.4901,431117.3238
Luxembourg,LUX,2007,28047.18,22948.3568
France,FRA,2007,631528.5159,559542.8316
Switzerland,CHE,2007,160964.5013,171823.9661
Spain,ESP,2007,389619.3795,252069.195
Portugal,PRT,2007,82271.979,52491.0561
Germany,DEU,2007,1055849.102,1322186.254
Poland,POL,2007,166142.7583,140416.8162
Austria,AUT,2007,163246.5026,163804.0974
Hungary,HUN,2007,95715.1251,95570.3637
Czechoslovakia,CHESLO,2007,,
Czech Republic,CZE,2007,118456.6319,122750.0379
Slovakia,SVK,2007,60830.6926,58669.9397
Italy,ITA,2007,511867.7961,500210.9506
Malta,MLT,2007,4810.4485,3442.6708
Albania,ALB,2007,4145.661999,1018.159262
Montenegro,MNE,2007,2832.110464,620.3886818
Macedonia,MKD,2007,5280.580564,3398.268282
Croatia,HRV,2007,25838.809,12363.933
Yugoslavia,YUG,2007,,
Bosnia and Herzegovina,BIH,2007,7691.773671,3147.497246
Slovenia,SVN,2007,31624.9839,30137.5012
Greece,GRC,2007,82521.2128,26660.272
Cyprus,CYP,2007,8634.8587,1391.4239
Bulgaria,BGR,2007,30087.0781,18575.3546
Moldova,MDA,2007,3685.7274,1333.5971
Romania,ROU,2007,70553.5813,40558.6854
Russia,RUS,2007,199443.7004,352385.1395
Estonia,EST,2007,15688.9374,11020.2111
Latvia,LVA,2007,15343.7618,8293.0147
Lithuania,LTU,2007,24455.908,17169.6012
Ukraine,UKR,2007,60073.2598,49248.0596
Belarus,BLR,2007,28693.1126,24275.244
Armenia,ARM,2007,3267.788096,1152.300778
Georgia,GEO,2007,5219.475079,1236.156408
Azerbaijan,AZE,2007,5713.743272,6058.12462
Finland,FIN,2007,81762.4444,90083.2775
Sweden,SWE,2007,153429.2974,168988.443
Norway,NOR,2007,80281.18507,136377.052
Denmark,DNK,2007,98106.8734,103139.6888
Iceland,ISL,2007,6630.040878,4783.523188
Cape Verde,CPV,2007,,
Sao Tome and Principe,STP,2007,82.36280858,8.754746045
Guinea-Bissau,GNB,2007,250.8078722,301.2253649
Equatorial Guinea,GNQ,2007,1353.048623,8417.776828
Gambia,GMB,2007,818.9879824,43.2097755
Mali,MLI,2007,2817.658219,243.4238999
Senegal,SEN,2007,4430.167821,1465.493895
Benin,BEN,2007,5136.515244,441.5861107
Mauritania,MRT,2007,1793.498281,1707.011031
Niger,NER,2007,1097.064193,384.518009
Ivory Coast,CIV,2007,6672.93343,8046.120257
Guinea,GIN,2007,2931.164219,2111.729377
Burkina Faso,BFA,2007,1588.659026,421.1161869
